,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
Ki-JK,1.2210481,-1.151966,0.67634815,0.21935855,0.83419997,1.436193,3.5095932,2.125933,1.1479663,2.5085225,3.5552847,1.0959656,-1.1337354,-1.0856494,2.380263,1.7722924,-4.1228914,-0.017299868,-4.1519156,-0.7059131,3.5102408,0.94015896,-2.0139105,-2.4635937,-0.6315578,1.0122498,1.0938163,-0.28419682,0.054605365,-0.5570072,-0.26414013,-4.0593925,-1.4578295,0.48920172,1.457704,-0.14386994,1.3917714,-0.012127981,-1.2258692,2.4767866,-2.2996902,3.6304286,-3.2299805,1.0181106,-0.11203984,1.0423187,-2.718426,0.22991545,-2.0437233,-0.74357575,-0.19539632,-1.9740248,3.9866738,2.4919608,-2.1907709,-1.6442391,-0.43201202,-0.8860396,-3.2943933,3.8374715,1.6978928,-2.486766,-4.2564445,1.1832772,1.9841146,1.544314,2.3614182,0.70365155,1.5533032,1.1570444,-1.8032846,0.3416023,-0.8896964,-2.0014684,-1.1811767,-2.6709518,0.5254434,1.4462011,0.049780507,-0.36274558,1.7471335,-0.04574907,0.9216162,0.7755833,-0.5117536,0.5679114,-0.8218484,0.5653927,1.3196042,-1.3109689,-0.7309479,1.6024873,1.8063258,-1.6244667,-1.2989511,1.1269666,1.0712036,-0.057901695,0.43636718
Hs 766T,0.34639704,-1.0553504,-2.3710923,2.5390716,-1.955287,1.1236883,-0.93646294,0.80350196,-1.8463218,-1.9939333,1.066386,1.6671621,1.471391,0.69410676,0.4238558,2.1684425,0.7948786,-0.32062614,0.42686442,0.22073488,-1.740936,2.0091863,2.4004483,-0.8981018,0.6164432,-0.21816316,1.3563037,1.0869823,0.18406619,1.078237,0.12395664,-1.574292,1.2959862,-1.8708212,-0.3717382,-0.341231,0.7952664,-1.6746007,2.064316,-0.1575202,-0.24757834,-0.31486627,-0.6297403,0.0298445,3.1298127,1.0572909,0.47999898,-1.9355652,4.213039,5.6991954,-0.50984406,1.6103612,-1.2372453,-0.69915795,-1.1130049,-2.7501202,-0.684661,-2.6420805,0.2279595,-1.0098655,-2.646618,-0.9681219,1.7759157,-2.6069303,1.7072413,1.3644394,1.336201,-1.2322274,-1.934081,-1.1508696,1.791014,-0.15026999,2.701232,1.0709561,0.043949604,0.57156324,-1.2959124,-1.9794213,-0.55224717,-0.66491497,-0.74183905,-0.27360663,-1.3030372,1.5470916,4.2094812,-2.0278945,1.3755603,-4.9956574,1.9291935,0.45244324,1.1685917,-1.3264836,0.85948503,2.1427238,-2.2459147,-1.469529,1.7583705,2.89677,-1.5612054
LN-428,0.92640275,2.3905547,-1.6978071,-2.5039878,0.26728117,-2.8826752,-1.2436421,-1.4581857,-1.4936726,0.53189784,-1.8308396,-0.6160685,0.4153898,-1.1741444,-2.6956348,-2.422844,1.9998964,-0.32854307,-0.682211,2.261954,-0.67593855,2.6270802,-0.61548334,-0.9161802,2.2219944,-0.99843097,-1.042364,-1.0482374,-0.6736743,-0.6954856,-0.69060034,-1.2946584,0.41233552,1.4625005,-3.1743755,0.3619064,2.4443882,0.45767802,-0.4220442,2.9130206,0.003921803,1.5263793,-2.0114665,-1.2025709,-0.67655545,0.195672,0.24382646,-0.028310234,-0.77560604,-0.13264562,-3.3097029,1.0507544,0.59660804,1.7231983,1.0471087,-0.40628278,2.664966,-0.13692752,0.9035046,-1.1552157,0.93499666,0.42665526,0.9119697,-0.2814983,-2.6906736,0.9180212,0.6710361,1.2623246,-1.9787866,0.19511992,1.6041183,0.76109093,1.4914296,-0.5970859,-1.2385211,2.2886832,2.3478382,1.8635598,-0.5390199,-2.4353704,2.9402916,-0.18938749,-1.3559569,-0.2951406,3.630319,-1.2433156,-0.25971645,-1.751089,1.595863,-0.14291015,-0.09085619,2.6494048,1.1236881,1.0828551,1.6650589,2.6108,-0.1771273,-1.1327041,0.7688851
RERF-LC-A1,-2.4911866,0.5300658,-1.2838777,5.041539,0.92925996,0.25810817,1.7513705,-0.49045733,0.12478646,-0.86427575,-0.70333886,-0.55768216,-0.06416928,1.311754,-0.36275482,-0.50473523,1.0303957,-0.1079198,-0.3400079,-0.58432466,-0.7813713,0.2781655,0.3557957,1.0756503,-0.8313754,-1.2696704,-0.09844271,0.7181389,-0.95215285,1.0124698,-0.32691658,0.16567561,1.1279016,-1.0461853,0.34387,-1.2304395,-1.2611136,0.8296049,-1.0057058,2.2153344,0.69180614,-1.0988438,1.8006731,-0.69702166,1.6329913,0.24916126,2.1262112,0.8082267,-0.27295414,1.9169956,-0.8776952,-1.4532589,-1.8902476,0.28616267,-0.6818592,0.47850937,-3.174657,1.4516764,-0.45444724,0.035165805,1.0333189,2.075856,0.8864717,0.30895656,1.399438,-0.7222212,-0.2899301,1.0422885,-0.5625617,-1.6591675,-0.6845263,1.8383464,0.3522429,-0.2258127,1.6915709,-0.21205775,-0.15768637,-1.3118554,-0.72454643,-0.3068528,1.117446,-1.8215847,1.9785367,-1.2052065,-1.4333888,0.4839055,-0.10841131,-0.5625973,1.280809,-1.291444,1.1913991,-0.27472985,2.2102814,0.20568223,-1.8673682,-1.0076785,-0.9365107,0.7558448,1.4156398
NCI-H1573,1.9201049,-2.266416,0.15236527,-1.2824446,-3.230736,-1.9646972,-4.2531514,1.029187,0.09966731,1.1521803,1.6414828,-0.061812393,-1.6699443,0.5102744,-0.046274185,-1.7083764,2.068276,-0.8444255,1.5779654,-0.48923695,0.43121478,0.79066235,1.2345576,-0.69064045,0.9789432,2.8292408,0.19739392,0.3363547,-1.1651045,1.1394967,1.9740361,0.40110296,-0.4992969,1.4945495,2.0384772,-0.09160231,1.2366214,-2.822808,-0.57328105,-2.0896876,1.9496735,1.3328016,-0.31688258,2.3687065,-0.18709214,-1.0042809,-0.25103375,-1.2192975,0.5967303,1.0960793,0.83963126,-2.1672165,-0.9687345,1.550636,0.995993,-0.6260221,0.945559,-2.8940248,-1.1944289,-3.5885568,-3.224837,-0.14114036,-0.751561,-0.55238676,0.38961673,-2.240545,0.6269975,-0.9803368,0.69295573,-2.587822,1.284377,0.5168271,1.2408433,0.025687806,1.6517398,2.9845474,-0.9738416,-1.0642735,0.2660676,-0.30783176,0.7264199,1.1057372,-3.3351588,-0.025717983,0.91241497,-0.90258807,2.8846009,-1.9404215,-2.3872473,-1.0050863,-2.586949,-2.8844337,-2.8795917,1.5740557,-0.46312022,0.0944288,-0.9214843,-0.12419629,-0.08081833
Hs 936.T,-0.027448842,1.065156,-0.021807604,-0.38353097,-0.80059516,-0.43850175,-1.0740092,1.5398252,1.0693793,-1.093988,1.0760492,-1.1392958,0.45140377,1.1964328,-1.3861078,0.5575211,-1.5039526,0.8902712,1.4502122,-0.4101146,2.057042,0.022905592,-2.177507,-0.37627244,-1.4069548,-1.1969041,-4.368588,-0.0023288298,-1.9826865,-0.9487481,1.7000251,-1.6124715,-2.497124,-0.9367285,0.838648,0.21652009,-1.3980488,5.422634,0.48764983,-0.09014255,1.0908713,2.2487445,-0.5436313,0.5893776,2.347513,-0.64315,-1.2776879,-1.7728897,0.33549297,-1.5010867,-1.3004603,-1.0730054,0.3402546,-2.2255175,1.2765001,0.07899814,0.8387994,-1.2333218,0.4121842,-0.25180748,0.88547385,-0.8531212,-2.8699248,2.4824018,-2.2115412,2.2657807,1.3521985,-0.15397318,-0.99799633,0.43202478,-1.3753669,-0.60025513,0.46835208,1.8441854,-0.81126994,-1.5310687,-0.96211904,-1.7897384,1.2775285,1.1111124,-3.6973977,0.14914872,-0.49040988,-1.1921637,-1.6950665,-0.08640337,0.20542663,1.3313879,1.089452,2.0283587,0.14005084,2.1857338,-0.24107485,-0.43637234,2.7432978,1.199725,0.84224546,0.16889477,0.048730925
NCI-H661,0.014890997,-0.48792058,-2.5666108,1.7223884,-0.60043913,-0.64587826,1.4532517,-0.9205232,-0.41515726,0.16099727,-2.0055528,-0.029491901,-0.7730667,0.10249536,1.4385992,-2.3079808,0.7232736,0.8054547,-1.0614419,2.5522707,-2.0335898,3.8453906,-1.0170916,2.567383,1.4002504,0.04873733,1.8910626,0.2819216,-2.5101087,1.1163392,-0.28165,0.3002794,-1.8057988,-1.9910383,-0.6930566,-0.8675549,-1.2018062,0.50496817,-0.24854259,0.5912985,3.9822917,-0.34562612,0.007773429,-2.6255736,0.94188917,-0.5532986,0.44355342,-1.5473652,-2.2423627,0.12394341,0.026928268,-0.6474714,1.9475865,0.9455717,-0.25673276,-0.861867,-0.4975769,2.1196446,1.1461865,1.8566664,0.44941533,1.0447305,-1.8347648,0.12223673,0.8505055,-2.993288,-0.11007118,1.5820806,-2.5974276,-0.17193188,0.44824564,-0.77993447,-1.37732,-2.2858233,0.7958513,-0.65688664,-0.0071712304,-2.626013,1.8689446,1.930292,-1.0054995,1.1879894,1.2890974,0.3514123,-2.0496578,-0.34191686,-1.3196363,-0.9959515,0.40574476,-1.0561225,1.7791748,1.8698643,-1.6009804,1.4032227,-0.47045746,-1.8461213,-0.9537977,1.7219323,0.36745197
DU145,1.0058317,0.0064579407,-0.9195276,2.2927718,-1.5429032,-0.5853308,0.063122526,0.20778866,1.116589,1.1031317,-2.0401223,-0.812683,0.07026067,-0.14449114,-1.0359312,-0.50416744,1.5458623,1.513979,0.13325979,-1.7062196,1.3945396,-0.810605,0.84182703,-0.024348997,-0.6748661,1.973859,1.0282948,1.6210742,-0.7532442,3.1381183,0.82003814,2.1454663,1.1337191,-1.3128443,-3.0975726,-1.1004748,-0.94256145,-0.30722067,-0.23480709,2.6853921,1.9184176,-2.106123,0.7504251,-0.7168258,0.32258242,-1.5534604,0.50882334,-0.24205574,-1.8243272,1.3923042,0.47145456,-3.9240108,-2.217651,-0.94390863,-1.2574983,-2.6855166,-0.5559648,1.7543825,-0.761497,-0.78011817,-0.500474,1.833821,-0.6599498,-2.4975948,-0.34971654,-1.5435264,-1.6827323,0.0036183535,2.2292445,-0.6899321,0.43243366,-0.48259,0.6087445,0.5640965,3.1172922,0.49968708,-1.5321486,-0.3958272,-0.6262305,-2.6204524,1.8029802,-0.43250206,-1.0674456,0.34798616,-0.15623485,2.2064095,0.46067706,-0.7882231,-0.45829308,-5.221086,0.4026219,-0.8753449,-0.41780096,-1.2311523,-2.14984,1.1876465,-0.4855592,3.0597544,0.47599286
Lu-65,0.42860556,-1.553328,-0.17356654,0.11849378,-2.1175103,1.1866119,-1.0600706,1.4724265,-0.24416135,0.36068237,1.162427,-1.094668,-1.5457838,0.15042903,1.0122138,1.441119,0.98770404,0.2400983,-0.19725531,-0.24534641,0.5002188,1.3647425,0.71532184,-1.009827,-0.44622296,2.162483,-1.2445234,0.9567557,-0.77898806,1.0866089,-1.7081789,-0.87806576,-0.19249323,0.82260936,0.46284682,-0.6112461,1.1317557,-1.278502,-1.9838259,-0.74677426,-0.11628692,1.7054771,-1.5442891,0.81048244,0.13174732,0.5777635,-1.3422475,2.4284573,-0.67887485,0.008254267,-0.14781873,-2.1809018,-1.0053699,0.19515328,2.087574,-3.9766006,-0.0043626036,0.16608621,-0.2590657,-1.3806372,-1.6681216,-0.8261247,-0.103150055,-2.048416,-1.2249719,1.1066319,0.45156598,-0.20823357,2.4348934,0.03960289,-0.27476794,-1.5838546,2.094394,-0.11714021,1.5005544,-0.43475515,-1.3716774,-0.13971958,0.19335845,-3.0348735,1.6353447,0.017811552,0.69711983,0.076351956,0.055021208,0.3053929,0.5503121,-3.8314815,0.5928987,-0.7738641,-0.4038806,-0.7521619,0.5456766,1.6376204,-1.9118456,1.1617203,2.9523728,2.002975,1.3396792
HT-29,-1.3812473,0.27743548,1.0947008,-1.6499227,0.4070378,2.000065,-0.5166509,-2.7915776,2.1836183,1.44031,2.7513618,-0.0018964075,0.07751323,0.4066104,1.7447376,0.09674259,0.9753035,0.54644483,-3.635641,-1.6589365,0.8070512,0.5596951,-0.6103323,-2.0997868,0.10110876,2.2522373,0.19914067,-0.30514428,-0.70858306,-0.90904075,-0.5765609,-1.4719256,2.869163,0.33241105,2.718184,0.84477687,1.1679202,-0.6205453,0.2727328,-0.091966145,-2.0573854,1.0713865,-1.3465309,0.19882438,0.8163149,0.17116424,0.40163904,3.349096,1.7608619,1.1312264,0.6327517,2.151332,0.5366486,0.36554614,-0.5321182,-1.5478629,2.126661,0.65564233,0.77417254,-0.016949762,0.30802792,-2.145832,2.8247676,-0.5686397,2.5853121,0.8687664,0.090978615,-0.10549699,3.2651064,-1.7174451,-0.050078116,0.06719999,0.06888165,-0.5166299,-1.9641112,-1.2718529,-1.7160344,-1.4896979,1.2997984,2.495452,-3.0787942,0.26363555,2.6436915,-3.3185759,-0.6188696,0.44089746,1.4704827,0.25111106,2.358962,2.7993338,0.60167193,-0.9833751,-0.18728289,-0.8706582,0.7983572,-0.27156255,1.7148755,-1.0086437,3.1019208
TO 175.T,-1.6927913,4.020975,-0.5975693,0.8144916,-0.76534534,3.2874393,0.7853407,1.1804922,-0.42815065,-0.8759196,-0.72865987,1.2621137,0.42506605,-1.6741099,1.001731,-0.08842282,1.5312583,0.07940782,2.6532934,1.3205955,-1.6045134,0.21500112,2.7094743,-1.1361287,1.2224839,-0.80647314,2.0597498,-1.5301069,2.0343678,-1.6408694,-2.6118128,1.1949865,0.39198142,0.318829,0.5102608,-3.6877387,0.91728455,1.1805729,0.86636025,-0.47599372,-1.0037327,-1.0816783,2.2623503,-0.22388753,0.8492412,1.6654812,0.9295741,-1.2174708,0.12696037,1.4818245,1.4875139,0.2728019,-1.2407033,2.6878557,1.5110441,-0.5446508,0.535914,1.1099681,-2.1358294,-2.1455915,0.07204706,-1.8862405,1.3229383,0.3497461,-0.6420623,-0.95499253,-0.697396,1.4257859,-1.8634585,0.32348853,-1.7181078,1.9415187,-1.1117188,-0.5896962,0.30237305,-0.2097378,0.6674056,1.2216077,0.93118453,-1.2393717,-1.9758942,1.3344648,0.23309615,0.6197497,0.22926563,-1.3049423,1.0500121,-0.26557696,-0.14789054,-1.1858705,0.27092773,1.6561874,2.0305903,0.582048,-1.5154625,-0.29270312,0.3905664,1.2566577,-0.33166057
COLO 849,-0.83104175,2.037066,-2.163929,0.7647142,1.1666684,0.7005298,-1.4549391,0.31142846,-2.180454,-3.308164,-1.0612096,-0.42076853,1.3729005,1.395673,-4.2808642,0.28806216,-0.34827453,0.088909864,0.17987758,1.3330116,0.41556576,-2.239119,-1.3680809,-1.4948387,-0.783581,-1.2490494,-3.5791314,-1.6544785,-1.7121309,0.005766677,2.4797404,-1.932879,-1.4571202,0.10378811,-0.49609113,-2.4234865,-1.117487,3.4657786,1.063105,0.14194974,0.15152496,-0.14196935,-0.28560653,-1.1161284,2.69278,0.21037048,0.48517743,-0.9868009,0.58609015,-0.31460154,0.06005186,-0.8033501,-0.07812423,-2.0540361,2.5227337,-0.08668852,0.8555432,0.64178514,1.3229703,-0.5612057,0.07900087,-2.0404122,-0.7859825,1.1182364,-2.2449405,0.90023184,0.6779061,1.5721233,-1.7819698,3.4980133,-0.48002243,-0.7017636,0.18369986,-0.26438355,-0.7391776,-0.27593523,1.9531579,1.1898206,-0.8693326,-1.2042087,-1.673333,1.9199253,-0.21526119,-1.4873443,-1.8362823,0.08602728,1.9727069,0.39111233,0.5461172,2.0329072,-0.07747545,1.9120158,-0.7844282,-1.4590487,2.9953277,1.5911533,0.77982146,0.76053774,0.7673528
HLC-1,1.8421094,-1.3358539,-0.47655898,1.1441512,-2.944575,-2.9063258,1.7335557,-0.034802146,0.65424734,-0.14883956,1.3964357,-3.1765945,1.7830486,-0.86407155,-3.0985262,-0.805635,-1.14771,-2.2461064,0.16216622,2.1422572,0.16167465,0.57310873,-0.10032369,1.418877,0.11565801,2.5788705,0.363956,-0.5570161,-3.4779227,0.64974,1.4145807,-0.07100844,-0.36687866,0.63935006,-2.3874865,-0.3320354,1.6711701,-0.5701138,3.2372904,-3.427968,1.3676605,-0.36838922,-2.6018236,-2.4903991,1.0155251,-1.8394678,-0.34158763,-3.5475113,0.8284203,1.5590425,-0.47918874,-1.5056009,-1.145597,2.3834825,-0.81298065,0.8636051,0.8634115,-1.1401997,-1.889092,0.63843745,-1.0266539,-1.6092856,-3.0029283,2.3055782,-2.1987243,-1.0267969,1.480544,1.7025301,1.1147813,-0.28447083,0.60312617,-0.6769544,1.6851743,-0.13976124,-0.6862527,-3.34417,-2.2695923,-0.2834128,2.1872413,-2.9894905,-0.12880254,1.8177178,-1.784087,-1.1665492,0.22965653,-0.7356507,-1.7634301,-3.775668,0.80919343,-4.4717765,-0.7885656,-1.3964508,-4.0768023,-0.72878575,3.6090457,-0.44068882,-0.121500775,1.3532364,-1.9742769
CFPAC-1,1.7864791,-0.4939247,-0.20868805,-0.9877381,-2.162276,0.86206853,-0.40221566,0.18527295,-0.8361399,-1.4871384,0.36499563,-0.1433441,-0.6893578,-0.09331856,0.20562823,2.2045405,-1.4137628,0.05879779,-1.6096904,-3.2232678,1.3909758,-0.58531034,0.6924506,-0.8928803,0.7030835,2.6830919,0.6334676,0.1140051,0.35084724,-0.22844389,0.35282952,-1.9247301,1.3781543,-2.3394408,3.2256222,-1.2273775,0.5076604,-3.080548,0.021689251,1.195388,0.31376374,-0.15149535,0.4501877,1.2948426,-0.7445612,-1.3097986,-2.1395972,0.84372836,-0.30388108,0.27867547,-0.1778261,3.515842,0.07672365,0.6098256,0.5897874,-2.5288265,1.1599779,-0.44269532,0.80557954,0.15707965,-3.245787,0.21779944,0.9415381,-0.061322898,0.82508177,2.4813778,-0.91929996,0.2552769,0.18422668,-2.8940299,4.792076,0.13450933,-0.13088216,0.03517746,2.985566,0.15003723,-1.0404687,-1.21509,0.37211287,0.67416245,-0.820916,-1.941459,-0.027249455,2.011036,2.3645205,-1.4136691,0.40725237,-0.49267545,-2.1432824,1.7631752,-0.64706004,-3.1304805,-0.8210449,-0.94899815,-0.2911567,-2.630176,0.8150802,-0.4418235,1.6510422
ES-2,-0.24035636,0.22333403,-1.0621164,1.7520064,0.20501712,1.8687423,1.3314416,-1.6792979,-0.48399046,-1.7415663,0.18752651,-1.6650165,-3.227272,1.0325632,1.6179798,-2.6760902,-1.3614793,-0.02867592,0.14785573,-1.3279791,-0.31545618,0.97229075,-0.834528,1.1529012,-4.695138,-1.7887335,-0.99269223,-0.16763437,0.7217008,1.7697636,-0.8785464,-2.3020205,-0.13105798,-1.3765414,-0.52955896,-2.4632678,-0.3371842,0.45426917,-2.1509275,1.8380668,-0.95793414,-2.615317,1.8112856,-0.9670072,0.3744662,-0.4576699,1.4234296,0.60562,-1.9967031,-0.14238034,0.124597,-1.2257168,-2.499247,-4.080641,0.3189697,2.2248378,-0.9631443,-1.3724833,-0.34143376,1.5799202,-0.3115435,-0.4584168,0.80367714,-0.5512398,0.6061644,-1.2612162,1.5739769,1.6091003,0.6662885,0.08934644,2.2311008,0.15028825,0.616477,1.0426257,-1.2372334,-0.12088332,0.32524857,-1.7612982,0.19831644,0.763076,-0.15383838,-1.0382887,1.4608983,3.2912276,1.035866,-0.24712634,-0.03419819,1.1160914,0.13391933,2.8653488,-0.99404776,-0.77094036,0.92441356,-1.2106308,-1.9322908,-2.5409906,2.3917987,-0.83669406,-1.2865577
