method,var,variable_type,metric,value
supervised_vae,Erlotinib,numerical,mse,0.005061059258878231
supervised_vae,Erlotinib,numerical,r2,0.10934804737955348
supervised_vae,Erlotinib,numerical,pearson_corr,0.3306781628404777
