feature,na_percent,variance,selected_cleanup,laplacian_score,selected_laplacian
AAK1,,,,0.00985194419147952,True
AATK,,,,0.029282244952555495,False
ABCA3,,,,0.009608587829320383,True
ABCC3,,,,0.016544577301626437,True
ABCC4,,,,0.009859527768857191,True
ABI1,,,,0.021355525452130923,True
ABL1,,,,0.0125775738020199,True
ABL2,,,,0.02922595767104086,False
ACACA,,,,0.016852750939135373,True
ACACB,,,,0.010571143375168868,True
ACSL6,,,,0.04182376224388943,False
ACVR2A,,,,0.019697343325938668,True
ADAM12,,,,0.02012859924810485,True
ADAM17,,,,0.026735562760456986,True
ADAM18,,,,0.031077069891128097,False
ADAM22,,,,0.04150582770904389,False
ADAM28,,,,0.01665308376440646,True
ADAM29,,,,0.028336598622946366,False
ADAM32,,,,0.02483782376903572,True
ADAMTS18,,,,0.009449808908333265,True
ADAMTS19,,,,0.013005437353021471,True
ADAMTS2,,,,0.020145882850650748,True
ADAMTS20,,,,0.01889586165800114,True
ADAMTSL3,,,,0.007717885595256195,True
ADARB2,,,,0.0482469769727527,False
ADCK1,,,,0.03168762480314334,False
AFF1,,,,0.03668965438667958,False
AFF3,,,,0.011751282258380175,True
AFF4,,,,0.024535103329350078,True
AGAP2,,,,0.017953723310829974,True
AIFM3,,,,0.0535305560955835,False
AIM1,,,,0.032333524260372115,False
AKAP12,,,,-0.0015831580165640705,True
AKAP4,,,,0.04867831195881317,False
AKAP6,,,,0.006984083035375526,True
AKAP9,,,,0.012179374451231875,True
AKT2,1.0,,False,,
ALK,0.0,0.0042312608436076305,False,0.02556638902432811,True
ALPK1,,,,0.02608483571265622,True
ALPK2,,,,0.012421663800783305,True
ALPK3,,,,0.03057744959593394,False
ALS2,,,,0.02787236748900643,True
AMHR2,,,,0.0048320077867092985,True
ANAPC5,,,,0.04424913725145386,False
ANKK1,,,,0.042432256731232715,False
APAF1,,,,0.05569583512981134,False
APC,0.0,0.04584266601488154,True,0.008348778734893722,True
AR,,,,0.022827194360285047,True
ARAF,,,,0.03898793038613014,False
ARFGEF1,,,,0.012011680919629744,True
ARHGAP29,,,,0.042296452219146095,False
ARHGEF10,,,,0.02093329957068386,True
ARHGEF12,,,,0.026454644420743606,True
ARHGEF7,,,,0.041195625629677,False
ARID1A,,,,0.013603915389131466,True
ARNT,,,,0.024102423430658236,True
ASPH,,,,0.024288041228740457,True
ASTN1,,,,0.02383180037037644,True
ATM,,,,0.006045487972219788,True
ATP10A,,,,0.020513814146046673,True
ATP11A,,,,0.026294572032423844,True
ATP13A5,,,,0.02405384302727831,True
ATP8B1,,,,0.026080752475047025,True
ATR,,,,0.011522351666633299,True
ATRX,,,,0.01357376734999279,True
AXIN1,,,,0.05625554725624733,False
AXIN2,,,,0.026036406545433228,True
AXL,,,,0.03473170997050701,False
BAI1,,,,0.028653649694572327,False
BAI3,,,,0.013827856058733972,True
BAP1,,,,0.028692121730649712,False
BAT3,,,,0.02622158996379251,True
BAX,,,,0.03392816399658559,False
BCL11A,,,,0.015689657122421114,True
BCL11B,,,,0.029124016804479232,False
BCL6,,,,0.027689179991661907,True
BCL9,,,,0.021529796092299054,True
BCR,,,,0.03451899625660411,False
BIRC2,,,,0.018024179780320563,True
BIRC6,,,,0.0232301000918564,True
BLM,,,,0.009096740420300523,True
BLNK,,,,0.03410910830079894,False
BMP2K,,,,0.0280802355631168,True
BMP4,,,,0.05477729244921435,False
BMPR1A,,,,0.031405464139054685,False
BMPR2,,,,0.018939387536798583,True
BRAF,0.0,0.0801174815984229,True,0.01215646017172232,True
BRCA1,0.0,0.0028248474382039576,False,0.029373244236865104,False
BRCA2,0.0,0.008426459805025422,False,0.010296917429026376,True
BRD2,,,,0.022949696672382294,True
BRD3,,,,0.025427185837138717,True
BRD4,,,,0.05297885400171388,False
BRDT,,,,0.03585927538959054,False
BRIP1,,,,0.027635965673716224,True
BRSK1,,,,0.03767948233550998,False
BTK,,,,0.04225029703454009,False
BTRC,,,,0.03489860500786314,False
BUB1,,,,0.03613069621421466,False
BUB1B,,,,0.02294384330760591,True
C15orf2,,,,0.02561679217461857,True
C15orf55,,,,0.039429528865879034,False
C6orf97,,,,0.038534610467039834,False
CABC1,,,,0.020116402954021763,True
CACNA1F,,,,0.036258479677141006,False
CACNB2,,,,0.03332672223962493,False
CAD,,,,0.0228677698369616,True
CAMK4,,,,0.028940844269869818,False
CAMKV,,,,0.021499373134352077,True
CARD10,,,,0.017867518057018434,True
CARD11,,,,0.04041164518685855,False
CARS,,,,0.007999202501963643,True
CASC5,,,,0.006661049797656665,True
CASK,,,,0.032430699814600755,False
CASP8,,,,0.03646448891695049,False
CATSPERB,,,,0.007671583575553971,True
CBL,,,,0.04097261114748268,False
CCNA1,,,,0.05026957018339041,False
CCND1,1.0,,False,,
CCND2,1.0,,False,,
CCND3,1.0,,False,,
CCNT1,,,,0.03973955151060472,False
CDC42BPA,,,,0.03041425564626502,False
CDC42BPB,,,,0.031204601536050508,False
CDC42BPG,,,,0.022263811869243894,True
CDC5L,,,,0.02398712577206466,True
CDC7,,,,0.036204005986807015,False
CDH1,0.0,0.016708672081291495,True,0.021057737564740095,True
CDH11,,,,0.01469632397965658,True
CDH2,,,,0.03966372126841244,False
CDH3,,,,0.04833767659605121,False
CDK11B,,,,0.050574447457265546,False
CDK12,,,,0.020533127902407966,True
CDK13,,,,0.027770703908260155,True
CDK14,,,,0.0233303550128719,True
CDK18,,,,0.025699709682107334,True
CDK20,,,,0.08547506130020602,False
CDK4,1.0,,False,,
CDK6,1.0,,False,,
CDK8,,,,0.01394987470647382,True
CDKL2,,,,0.050623531195357174,False
CDKL3,,,,0.026098323402027175,True
CDKL5,,,,0.029995916279032517,False
CDKN2A,0.0,0.23893401076246837,True,0.005712469462884682,True
CDKN2C,0.0,0.013963962159064952,True,,
CDKN2a.p14.,0.0,0.22408853592765182,True,,
CDX2,,,,0.0009258727813205679,True
CEP110,,,,0.013154546156845828,True
CHD1,,,,0.011853759677436666,True
CHD5,,,,0.028953742467279865,False
CHD8,,,,0.007715176607914828,True
CHD9,,,,0.0077850503001857555,True
CHEK2,,,,0.023401371520099058,True
CHL1,,,,0.014332399347103012,True
CHUK,,,,0.018506649044845974,True
CIC,,,,0.018695627513873533,True
CIITA,,,,0.016119422449333586,True
CIT,,,,0.008346560804576986,True
CLTC,,,,0.009917467289068557,True
CLTCL1,,,,-0.02828476905950085,True
CNTN1,,,,0.024658841163124202,True
CNTN5,,,,0.0082507737261865,True
CNTN6,,,,0.032085351595893076,False
COL14A1,,,,0.013943338005920273,True
COL18A1,,,,0.02969821034335854,False
COL1A1,,,,0.015979311366176346,True
COL3A1,,,,0.017827183299399623,True
CPAMD8,,,,0.01652707174043958,True
CPNE5,,,,0.026527639148753012,True
CREB3L2,,,,0.019755095820099766,True
CREBBP,,,,0.018960882009301936,True
CRTC1,,,,0.04639663297882572,False
CSF1R,,,,0.030967161823406083,False
CSF3R,,,,0.01838521059214207,True
CSMD3,,,,0.007385877244494106,True
CSNK1A1L,,,,0.04270124148176452,False
CSNK1G3,,,,0.03312891944639537,False
CSPG4,,,,0.027799429469712363,True
CSPP1,,,,0.026438786391337385,True
CTBP2,,,,0.015019008254595293,True
CTNNA2,,,,0.01613785504634599,True
CTNNB1,0.0,0.018075016728706463,True,0.01999460111297021,True
CUBN,,,,0.01381421412072774,True
CYB5R4,,,,0.025116296882159647,True
CYFIP1,,,,0.024434593604377584,True
CYLD,0.0,0.0014144271570014138,False,0.027506073821434857,True
CYP1A2,,,,0.018988910436307994,True
CYP24A1,,,,0.04574072561840763,False
CYP27B1,,,,0.04428413681503993,False
CYP2B6,,,,0.017142534574467412,True
CYP3A4,,,,0.0451728780903517,False
