,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
SW780,-3.556691,-2.5830555,-1.2685872,0.057502262,-0.28146893,-1.4990615,-1.9252541,3.23214,0.114403635,-0.75848866,0.86368144,1.8384465,0.6828137,-0.37859794,-0.41084075,-0.2626597,1.4061508,-1.1839792,2.156799,0.97276187,0.8162612,0.9819406,-0.35452035,-1.2551019,0.42075524,1.7828889,2.4969482,-0.8354323,-0.47135898,0.12570891,-0.9163191,0.3180802,2.1199172,-2.5052562,1.10561,-0.99190366,0.36086765,1.3717444,2.246767,0.32786483,0.16024515,0.77020544,1.5004855,-1.2372363,1.406287,1.1438563,2.9476967,0.1495207,0.15343632,0.4967382,3.0721064,-0.41120186,2.1510568,0.85796374,-0.97986794,-1.2337241,2.9395127,0.56997466,2.4060488,-0.65022564,-0.28210717,1.5073081,1.4223249,-0.45396012,0.866456,0.723759,2.0473497,-0.33312455,1.2560552,1.439324,0.05818017,1.5216869,-3.067191,0.9996088,1.1868287,-0.1042981,2.184464,-1.6836634,-0.46057048,1.835135,-2.119645,1.4586792,-0.37539843,-0.8116799,1.1432807,-1.0733774,0.9964539,1.8357543,-1.2221318,3.1529357,1.3734875,0.22325651,-2.7409463,3.9453797,1.7504932,1.121027,-1.5594746,-0.28180557,0.9703726,-2.54536,4.4675827,-0.6723455,-1.8185105
M059K,-0.37977186,-1.2309014,-1.047591,2.9363377,-0.27532485,-3.1144233,-4.6314445,2.4784226,0.22674751,-1.2766222,-0.3221674,1.3586545,1.3199881,-1.1060028,-0.53837013,-1.5885577,0.52177984,-1.4027921,0.8788703,2.1851592,0.32654423,-0.29312268,-0.011662945,-1.4491235,-2.0971806,2.9218225,1.4690226,0.75896186,-0.8380194,-3.1855505,0.36464593,0.087262705,1.7093307,-1.1666206,-0.87701,-0.17420717,-0.36834338,1.2167532,0.3903362,-0.72869414,-1.5769219,0.28934875,2.9857545,-0.38885495,-0.23174557,-1.0877967,0.97595626,0.41413254,1.3204224,-1.4854667,3.031937,0.5436024,2.7525396,3.7751932,-1.5236039,1.2486207,0.92849404,0.51289916,-1.5795333,0.8535434,0.43918136,1.8301857,0.45651084,-0.5633762,-3.1199713,-0.3254259,0.37929276,0.7040055,2.433237,3.9365296,1.9174995,0.38329655,0.309646,2.6395578,-2.5499663,0.15907168,1.504467,-1.0186466,-0.29521075,1.1512185,-1.8183014,2.1239567,-0.2644597,-0.35294616,0.012979992,-2.0828345,2.4739115,3.78451,0.31458175,1.3917998,-1.1165304,-0.47667727,-0.89770615,3.731898,-0.7680426,3.7772534,-2.2391398,-1.3908648,-1.3480405,0.97376484,1.4516984,0.37207848,-2.7003765
P12-Ichikawa,-0.10141091,-0.61087406,-0.5288458,1.5224161,-1.17526,1.2488158,-1.5424682,-0.9267406,0.96264297,1.349454,-0.30302107,0.44247475,-0.1989109,-0.24511607,-0.44929448,0.7145363,-0.9585055,1.4593647,-0.094337754,2.1684291,-0.66671026,-0.4311564,0.79740727,-1.1347775,1.1120954,-1.2114168,-0.9508102,0.30495763,-1.8202236,0.30253667,0.37142295,-1.0255107,-1.0055791,-2.3133545,-0.6408347,1.4522952,0.47287694,-0.95563924,-1.0980858,1.454551,-0.027477065,0.87654144,0.95273143,-1.2839866,-0.086031616,0.7779313,0.7675858,-1.7878739,1.45707,-1.26383,0.4301545,-1.0026459,-0.6155495,-1.3406572,-1.6729572,1.0517565,0.3474334,0.32118633,-0.7299957,0.091702804,-1.8534874,1.9077365,1.2078356,0.32217848,0.32960662,-0.20291165,-1.2518008,-0.4600952,-1.5163856,-0.47100434,0.7330717,-0.36501563,-1.2158861,1.8554022,0.9732934,-1.0216997,1.4511778,-1.0534779,-1.8219992,0.84419864,0.54424405,0.21207651,0.946962,1.0256724,0.14127815,0.52873313,1.1479483,-1.3902758,0.07256319,-1.9994442,-2.8890474,-2.8258686,0.08595978,-0.059975367,0.08216022,0.54796845,0.5366223,0.58276373,0.27010843,-1.6219494,-0.8566934,-1.1373007,0.19104308
MFE-296,-0.2825459,1.0775965,2.2999458,-0.6422067,-0.39109054,0.28963768,0.5534226,1.3286088,0.7210234,-0.8094203,-0.043926388,-0.9006143,0.111656256,1.0113161,0.15935852,2.5664556,0.103090905,0.8187365,-1.7577065,1.2035496,-2.0091684,-0.2071884,-0.35013735,1.2212963,0.4998994,-0.45785284,0.7061303,1.0115594,0.6602946,-0.82394147,-0.32384038,0.70983213,-0.8032631,0.7938145,-1.5525446,0.0035449024,0.30750868,0.015091025,-2.2051122,-1.3449324,-0.5982337,-0.24742123,-1.0726533,-0.9031963,0.4211142,0.92434764,-0.72577983,0.5591058,-1.0732462,-0.310615,-1.8963815,-1.0497212,0.55951196,-1.6500248,2.0296319,1.9317586,-0.051740505,-2.5316536,1.1256168,-0.61815625,1.9328123,2.4798274,0.6911673,-0.6238664,0.594009,0.502654,1.1981295,-1.1930048,-1.223109,-0.013332218,0.5565738,-1.6993028,0.5645843,-0.5000474,1.779002,1.7263167,0.4612441,-1.4574549,-0.4797328,-1.3127975,-0.3496436,-0.3182796,0.68105745,-0.9734866,0.14520851,0.52302766,-0.15290344,0.13233139,1.7633873,-0.7467574,0.4454253,1.389127,-0.15665685,-1.2937162,0.84385467,-2.3270423,1.2280308,0.24429876,1.2603309,0.3266126,-0.2867659,-0.21734479,-0.26295432
SK-N-DZ,-1.084567,-0.31427097,-3.4683063,1.2077241,0.27863273,-0.68333745,-1.4063656,-0.25936806,-0.7115844,-1.8816918,-0.38595903,0.22511038,-1.173838,0.45933738,0.7987616,0.71718895,0.015275147,-1.1106336,0.1594123,1.0087372,2.1656911,0.4714672,-0.22398059,0.81425995,0.8005268,-1.9161173,1.0812538,-0.50402427,0.5075669,0.5661912,-0.6460068,-0.3045785,-0.76876533,-0.61280584,1.9427179,1.6321108,1.4939755,-0.8977422,1.382498,-1.2195569,1.788793,-0.8345707,0.32712626,-1.3007379,0.5030631,-0.34619325,-1.9187853,-0.1857845,1.0677689,-0.086753175,0.738461,0.11954326,-0.9476223,0.1762568,-2.5200944,-0.118716076,-0.070566475,-0.25713444,1.3940989,0.26834324,-1.43407,-2.1142886,0.75797063,-0.2751652,1.2893628,1.0339417,3.2667086,-2.1309953,1.6339475,-0.59948874,1.28564,1.7012675,-1.7440906,1.1880035,-0.5931048,1.8389388,1.1629131,-0.07840395,-1.3678541,0.106609344,-2.5900972,-0.32645154,0.020689636,-1.6700996,1.0668483,0.34220767,-0.39369404,-0.04070061,-2.1343932,2.1374013,0.2987631,0.5297848,1.5753517,1.6392896,0.8243793,0.7917762,-0.519168,-0.6098063,-1.0298271,-1.9247403,2.4386337,-2.0589528,-0.45016786
TC-32,0.16845444,0.195992,0.48964825,-0.6458365,0.16184923,0.15509452,-0.11056529,-0.5560938,1.2962521,-0.43750203,0.1520771,-0.14362569,0.25526327,1.0682329,0.7570034,0.30756998,-0.06555575,0.17477319,-1.2805452,0.77606183,-0.5878535,-0.0008583404,-0.65301114,0.3273643,0.6028411,-0.40862304,-0.33505604,0.5408342,-0.061589837,0.079062425,0.3268825,-0.34328035,-0.51309544,-0.115498826,-0.5681484,0.98817956,-0.011369657,-0.025817696,-1.1818889,0.98848027,-0.23861524,-0.093558535,0.099866726,0.52249885,0.15964416,-0.22625695,-0.78531295,0.310376,-0.07868406,-0.18443441,-0.95049393,-0.03057644,-0.60283816,-0.68963295,0.37960815,0.37444308,-0.025701988,-0.9548188,-0.6325165,-0.55983114,0.3171356,0.56435966,-0.61025494,-0.42437747,0.49513283,-0.40855163,-0.7471076,-0.8858478,-0.5718343,-0.34924808,-0.24328338,-0.55823797,-0.4106158,-1.1293539,-0.55998015,0.10855666,-0.33946478,-0.7118103,0.2999024,-0.70597464,0.6997011,0.18387266,0.39485282,-0.009470444,-0.369448,0.65078855,-0.34927672,0.54075706,0.78368634,-0.5586367,-1.2110188,0.5689573,0.15928854,-0.9084844,-0.018383685,-0.5350837,0.078081995,0.77024895,0.7699224,-0.044609923,-0.59759694,0.5075668,0.37255633
CL-11,0.022353297,0.52208924,-0.78420436,0.69758993,-0.08571908,0.21338445,2.1744564,0.007591419,0.46430224,-1.2265966,0.43914428,-1.7876817,-1.0228294,-0.4648846,-1.169163,1.508282,0.3747687,-1.2689893,-0.6731422,-1.894529,-0.2818665,1.6724564,0.6492458,-0.02526026,-1.3701621,-1.6982816,-1.6057451,-0.5755436,0.55696404,0.7095558,-0.31764278,2.1075094,-0.96559346,1.3347617,-0.689936,0.530609,0.2076885,-0.5152425,0.8430235,0.5809594,1.1537585,-1.0886873,0.16542621,-1.3266424,-1.6114552,-0.2977978,-1.5071498,-1.9533492,-0.16401806,1.5583668,0.5152019,-1.1485279,-0.34261367,-0.8745864,0.74504584,1.1209314,-1.277979,-0.58887666,-1.0092858,-0.39120665,-0.6387305,-0.7847417,0.55711156,-1.0031954,-0.8116872,0.23928684,-0.32254502,1.7716806,-0.027773917,-0.9000206,0.035702735,-1.89326,-0.6191106,0.31923124,-0.41875586,0.7046436,-0.38646716,-0.91039944,-1.3451807,-1.1669883,0.018016726,-1.06913,-0.74018145,-0.46459326,0.5095683,0.7515507,0.0771465,0.48986694,0.08372296,1.4160908,-2.211607,-1.8651205,0.1631954,0.5858073,-0.90295446,-0.56446993,1.0313995,-0.9523282,-0.10856286,-1.0033092,-1.8400238,-0.25938895,-0.060564127
TE-6,-2.2650588,-2.233649,-3.2732768,-0.9869138,-2.2675629,-2.064729,-1.1600996,3.9382687,0.81113195,0.032945722,0.87876296,0.021556139,-0.835761,0.95697176,0.8366943,-4.2594733,1.4573437,0.9257697,-0.61853355,1.898802,1.6904153,-1.0984973,-1.1612676,-3.480911,0.05303684,1.4757731,-1.5710449,1.7386003,-1.0010637,2.0322607,-0.6615878,0.54559505,0.34501612,-1.2120664,-3.1041188,1.5579677,-0.97088706,3.0290563,-0.015023351,-0.4919805,0.6654248,-2.0232348,1.2226735,0.37324467,-2.9756866,1.0291705,0.84234685,-1.9233744,1.0683863,-1.3891628,3.6364827,-1.0972034,2.6038685,0.94761527,1.8373528,0.10202961,0.16922419,-0.8980185,-0.6767402,2.1094592,-1.9969066,1.7320563,2.520882,0.10801817,1.0872597,-0.2548932,0.7401625,2.0995162,1.2403628,4.3362966,1.6142851,-1.8168135,-2.2316484,0.36274663,-2.403708,0.549902,-0.6452144,-2.582819,0.6216239,0.7916842,-0.32145482,0.2803182,-1.0804248,1.3346324,-0.30142796,-1.7153562,0.46038938,1.8058059,1.8034636,0.17912379,-1.8365285,-2.0778775,-0.19024724,1.5908912,3.3819106,1.5001016,-0.93146944,1.0648942,-2.0136852,-0.9256295,1.7015538,-1.4176807,-4.72421
COV318,-1.0630764,-1.607382,-1.8572122,1.3237683,-0.5162618,-3.3022425,-2.0967546,3.6594071,-2.5513859,-0.56743234,-1.9889129,2.2016397,0.44526196,-3.3416266,-1.2671318,0.44358096,0.74413085,3.6465893,1.4367602,2.123824,0.45745638,-1.0868264,2.1792986,-1.6454532,-1.9398334,0.83450735,2.9815173,-0.4962805,-0.9148427,-0.5743132,-1.6386089,-0.86434996,2.8326712,0.8280585,-0.4475001,-0.7759117,-1.8780893,0.1859103,0.8439632,-0.7020953,-1.233032,-0.10264951,0.18829474,-0.751786,0.73347366,-0.19471467,1.0407591,-0.62101567,-0.67617965,-2.107098,0.7495184,2.6345277,2.6832771,3.8782978,-1.4672998,0.9067273,-0.18812048,1.7154596,-0.89660156,0.5417555,1.1798365,0.055665456,-0.049379043,-0.035074025,-0.546909,0.56542087,2.0745373,-1.2071663,1.972264,4.4300437,3.4059806,-0.1326848,1.2915133,2.1208608,1.1339222,3.7439063,2.2767382,0.81811255,0.43202066,3.4872456,0.45044422,4.1266346,-0.14247698,-2.8768966,0.7091024,0.1022612,1.07031,0.4213018,-1.3446215,-0.3467964,-0.33786047,-0.1798559,-0.5134902,3.2502568,0.68298703,5.6025796,-2.8267834,-3.3998144,-2.808229,1.2687198,2.1762316,0.99292076,-3.083662
NCI-H1963,0.40181142,-0.40796444,0.40405464,-0.2835433,-0.27774158,-0.06555058,-0.4055722,-1.2561095,1.6068659,0.15279944,0.093533985,0.22252901,1.1105131,0.9069397,0.39151326,0.15550911,-0.74413574,0.29891706,-0.41939503,1.0609998,-0.25924605,-0.052938294,-0.18097574,0.3455899,0.36794135,-0.39413476,0.068017766,1.5070758,-0.3307822,-0.088969275,0.72984594,-0.9315666,-0.22120795,0.062072497,-0.6623151,0.32372034,0.03708403,-0.34006763,-1.3340298,0.47787538,-0.31985772,0.093604945,0.14982486,-0.441637,0.28589422,-0.8618784,-0.505898,-0.21152592,-0.07668973,-1.275868,-0.59306157,0.054380845,-1.2372327,-1.0722337,-0.5042044,0.30110377,-0.08639076,0.3840891,-0.89094234,-0.30341116,0.6215869,0.620427,-1.1081256,-0.12029542,0.86171544,-0.43368483,-0.5588421,-0.7959009,-0.3369583,-0.069118455,-0.48724893,0.23524013,0.4571097,-0.32379508,-0.967703,0.13236207,0.40294883,-0.8988053,0.5413929,0.15328546,0.21532205,-0.24365298,0.22759661,-0.23433302,-0.3115527,1.11583,-0.5377179,-0.24252218,0.6442227,-0.20033816,-1.0570905,0.65889645,1.2812117,-0.86262715,0.38253176,-0.38683933,-0.123291485,0.9183433,0.035353433,0.5472928,-0.4011917,0.78343105,0.1405813
SU-DHL-1,-3.014406,-0.6942181,-2.293753,2.779453,0.4678925,-3.1931026,-4.933045,2.0188446,-0.29618314,-1.6358204,-1.3262792,1.123205,1.189701,-0.2818164,0.48737448,-1.9014739,1.652239,-1.0965388,1.6983726,-0.10494116,0.5489026,-3.136298,-0.55269486,0.78509414,0.15299612,3.378787,0.94508195,0.39545104,-2.5962315,0.3636615,-0.8145386,-0.79107803,4.141382,-0.39413098,1.3029836,-1.0125731,0.28203434,2.017023,1.7919279,-1.0195416,-0.6491739,-0.9644131,1.3370445,-1.7404197,1.2781559,1.5222807,2.0736823,-0.89308894,2.1850398,0.7243212,3.9725652,0.6096059,2.2478075,0.56739503,-1.2875036,-2.6920419,2.6437566,0.4738729,2.476344,0.18523648,0.3246758,0.51132846,0.3968099,-0.8793739,-1.4118543,-2.2448013,2.7980542,0.721868,2.336482,3.5871098,0.94766736,1.8115213,0.91845226,2.4706612,-0.29945686,-0.05600661,0.2859817,-3.92445,0.7970084,1.5852085,-2.1480079,1.2967126,-0.46398404,-0.37417975,1.5958753,-0.59340835,1.357637,1.8680706,-0.2856571,-0.5076375,0.9234122,0.7086167,-2.955109,3.3455176,-0.62886417,2.8046248,-2.6430504,-1.1075308,-0.9839818,1.080129,2.2993958,0.07135132,-3.5291607
HCC2279,-0.4216286,0.9248291,1.1606996,-0.61792016,0.15321147,0.5776778,0.79936653,-0.35365802,1.3102231,-0.38161036,-0.3575319,-0.978338,-0.5532332,1.3825324,0.17107004,1.3456025,-0.13225453,0.27725437,-2.2770636,0.7691823,-0.89401567,0.14716054,-0.7118678,1.0547159,0.60594034,-0.5621534,-0.8532396,0.7477634,0.49029547,0.5616332,-0.15810014,0.10186521,-0.9172658,0.9359389,-0.6894477,0.36403066,0.5456734,-0.26085138,-0.6600779,0.49730977,-0.1032428,-0.011167839,-0.49170843,-0.037968535,0.06467323,0.20452273,-1.1229038,0.20301759,-0.5923356,0.39741027,-1.5273632,-0.9054727,-0.7876617,-0.69408,1.1584103,0.5935444,0.11732272,-0.9561703,-0.16129023,-0.6758894,1.4726118,1.6799357,-0.18282112,-0.806226,0.44669417,-0.0074135354,-0.01572197,-0.61484224,-0.766701,-0.6977186,0.5345358,-1.2165773,0.06444007,-0.48233792,0.69414467,0.7751608,0.22331598,-1.7403933,0.025107566,-1.0143449,0.72466564,-0.84244597,0.8489159,-0.2875994,-0.24910438,0.85286283,-1.0431144,0.2907781,0.60544837,-0.29932833,-0.91965747,1.1436402,-0.5184109,-1.1173064,0.020331856,-1.4815811,0.8147438,0.2821376,0.3792478,-0.39453447,-0.37839043,0.7349419,0.1643545
CAS-1,-0.39433545,1.7264969,-1.505517,3.3285716,1.2058117,-2.5724752,-3.157925,2.4095018,-1.3673396,-1.0947351,-1.4724071,0.84403527,0.61678874,-1.3429786,-0.31388742,0.3566725,1.4860857,-1.3980907,1.1374081,0.0012181699,-0.5049446,-1.2500434,0.12018424,-0.6044208,-0.9364823,1.2266442,1.6257428,-1.1179065,0.25177374,-0.8140452,-1.1169313,-1.1451243,2.6657398,-1.2640203,0.27964664,1.4452006,-0.024464615,-0.28255472,0.8245994,-0.2563566,-1.3606272,0.8886373,0.3600635,-1.4993823,-0.108337626,0.46556273,0.55948484,0.30438873,1.3045859,0.15467954,1.9705215,1.763935,1.563943,2.1021085,-0.87661034,0.24037465,-1.4752333,0.6518419,0.5759979,0.21386932,-0.6706616,0.6164944,-0.3500663,-0.8092887,-2.072175,-1.4695245,0.7782405,-0.41192508,3.57752,1.322812,0.06803015,0.38808155,-0.3037824,1.6372805,-0.40646344,1.4982212,0.45250022,0.372714,-0.09413899,0.116785794,-1.4469373,1.4699776,-0.5767652,-2.1436183,1.3850513,-0.575914,2.5101168,2.147784,-0.71813303,0.51784724,0.26277933,-0.6369444,-2.0542274,2.8852057,-1.8191836,2.2736452,-1.3465451,-1.6091062,-1.0309737,0.7749966,0.09278495,-1.0265297,-1.1102136
MEC-2,-0.8677236,-0.57936907,-0.7153606,0.34447947,0.46359038,-1.1407449,-0.99923646,1.5321867,0.6363719,-1.4329659,-0.19486144,0.2694306,-0.34778,0.36263075,0.3147302,-0.70219016,2.271794,-1.3886899,-0.16022527,-0.012925416,-0.5021652,0.07463317,-0.39705908,-0.82176226,-0.49750927,0.75800395,0.70137894,-0.68171054,0.06459758,0.2628474,-0.22156616,0.98496133,1.1626444,-0.03947333,-0.8509944,0.5859731,-0.7132,1.0683002,1.6188995,0.6596301,0.19812082,-1.2673513,-0.24746096,1.0380694,-1.0957755,-0.16834804,0.10918672,0.39723647,0.474507,0.7148408,0.5152147,1.9536359,1.980301,1.02066,0.9391951,0.002508942,-0.52687645,-0.046864387,-0.22978123,-0.11378007,-0.7077625,-0.5508224,1.2842463,-0.35696822,-1.2488644,-1.2175887,-0.17384934,0.4839334,0.34000278,1.3522152,0.47770783,-0.36648104,-2.1436198,0.6468502,-0.2017813,0.260625,0.7026739,0.07731048,-0.48388192,-0.66232055,0.040898968,1.9139414,-1.0444968,-0.2257734,-1.2671027,-1.3810198,0.30439097,2.212956,0.60775214,1.0026544,0.4711779,0.013470297,0.06415128,0.8961357,0.2401721,1.034908,-0.17087738,0.29682183,-0.28592432,-0.17008503,-0.67642844,-0.19867483,-0.7702148
PaTu 8902,0.03684191,-0.66067725,-1.2507925,2.2575848,-1.1151146,-1.9121935,1.186831,0.51913965,0.47925708,-2.4244392,-0.27730358,-2.911552,1.2884202,0.35376757,1.0193098,1.0587469,2.2824197,0.877544,-1.3368219,-2.3383107,0.5311985,0.11236609,-0.51518255,0.20343845,0.31789517,-0.49411866,-1.6266264,0.6860529,-0.33581784,2.2834969,1.3331856,3.4886684,-0.52179414,0.19912833,0.3596286,1.4594045,0.36151496,0.5315922,1.6863296,-0.23096867,1.7854441,-2.5493598,-0.58467776,-0.81791073,-0.6696162,0.68930197,-1.2703311,-1.0077616,0.06626054,2.5809743,1.7719969,-0.7755713,0.3574715,-1.3102639,-0.7163948,-1.2912143,1.7843004,-1.0363935,1.3572704,-0.74348104,0.30919993,-0.722482,2.0800755,-0.78159016,-1.4055631,0.30566332,1.5477827,0.57279813,-1.076158,1.2750025,0.16153532,2.8684447,0.71925044,1.0216317,1.042514,0.54176044,-0.027996913,-1.8206651,-2.42732,-0.7182064,-0.5645617,-0.11589481,0.19664885,1.0935413,1.2676531,-1.9553294,-0.71137285,1.1040417,0.54426736,0.123124346,1.6801898,-2.0575407,-1.6365491,0.8280339,0.039672285,-0.076816656,0.65070045,0.13859442,0.9435619,-2.4101331,-1.0498968,-1.8787419,-0.8921031
8505C,1.6404917,0.14356883,0.2526494,-1.5194516,-0.6639329,-0.56317544,-1.0044422,0.12251337,-1.759599,1.0392002,-1.1121273,-0.06147947,-1.1699237,-1.1265048,1.6185617,-2.8645017,-1.3920339,0.039358173,0.99424845,1.6465226,0.023177937,-1.80112,0.36501428,0.6453249,2.962938,-0.76423824,1.2253542,2.717347,-0.89903235,-0.7898536,-0.43892843,-1.699211,-0.79883564,-1.6482198,0.7403957,-1.5594279,3.5203478,-0.32956773,0.60633165,0.2820469,-1.4418242,-2.1027095,1.2545353,1.1740179,1.0112678,1.2864869,-0.33007193,-1.8830786,1.1803106,-0.3587178,-0.66027945,-0.34540406,0.67837167,-0.022616923,0.090596005,-1.5697038,-0.7791507,2.8419027,-1.4560592,0.18332702,-0.5281737,-1.1096531,0.4833613,1.6600466,-1.8874305,-0.82396805,-1.8786889,-2.347885,-0.9322464,2.5194113,-0.0770105,-0.20721714,2.4359145,-0.008842692,-1.1978844,-1.0070821,-1.0760723,-1.7439587,-1.3526403,-0.64764357,0.20805238,-1.9758897,0.017034937,0.71966326,-0.3052078,-2.8790948,-1.2662508,-0.029716998,0.1998792,0.28154075,1.2453289,-1.0158743,0.65877545,-2.0455093,-1.3760943,1.2066096,2.3100336,2.4391842,-0.3498225,3.056425,0.6696039,-0.75700766,-0.4164564
HRT-18,1.2597065,-1.95094,-0.5050065,-0.3945481,-1.4142663,-1.0446962,1.5019789,0.85699177,1.1944305,-0.7491313,1.219915,-0.061322153,-0.5029645,-0.84376156,1.2008543,0.14417262,-1.0952293,0.71748793,0.10570468,1.4715209,-2.3464346,1.1578169,0.41766357,0.3695249,0.9529927,-2.2423723,0.0043958668,2.5983512,-0.87680185,-0.7004359,1.779866,0.5201299,0.17511126,0.83083856,-1.0924612,-1.4639231,0.9364319,1.0595322,-2.0861895,0.92398536,-1.3338156,-2.4723606,-0.080342054,-0.38145393,-0.9180534,0.7419164,-2.5312707,1.1923918,-2.0393806,1.6910946,-1.990113,-1.3909215,1.5221094,-0.5880124,-0.9394847,0.9643714,-1.0189557,-1.5373412,-0.33413303,0.33899885,3.7029912,2.2487588,0.7550916,-1.5799594,0.36839572,0.21263301,1.3085154,-2.5782695,-1.7464255,0.58933353,-1.2249665,-3.3624926,-0.044296496,-0.29725927,0.5944711,-0.69080055,-1.1571203,-2.430681,-1.0606414,-0.015377566,0.40243882,-0.26990193,0.35126898,-2.5384343,0.6130427,0.302669,-0.8945622,1.5373116,2.2231917,1.1352037,-0.16717896,1.8528805,1.1405901,-0.77730334,-1.0521145,-1.0398788,1.6329103,2.3437414,0.70893675,2.4590323,-0.45888984,-0.20115004,-0.43022847
HuCC-T1,-0.23210347,-1.1441249,-0.6111614,1.8163371,1.171169,-1.0272368,-1.8816887,-0.47014186,0.9383374,-1.1351143,0.37705976,0.23633514,0.7612172,-0.5461758,-1.2218846,0.07455963,1.4890273,-2.872041,0.96230143,-0.24564742,-1.1909275,0.85697633,0.40983063,0.9200048,-0.80560976,0.6224165,0.03918094,-1.4454871,-0.7720743,0.3007128,-0.5094391,0.28855148,0.6179302,0.30440667,0.81346524,-1.2749926,0.48736286,1.1562988,1.6520532,0.66816527,-0.35921404,-0.17924845,0.501969,-0.53032994,0.561323,0.06971863,0.7971684,-0.8531873,-0.22326474,1.0451868,1.8940513,-0.034891956,0.19717513,0.40325356,-1.3037705,-0.4106453,1.3285422,0.92244184,-0.23050433,-0.84386164,1.314275,-1.114343,0.37353474,-0.27409884,-2.9175074,0.36596432,0.0054988917,0.6464871,-0.28087416,-0.66000867,0.31346065,-0.22267778,-0.4209238,1.0741254,0.64802754,-0.9066415,0.41560876,-1.7307701,-0.9534147,1.0664986,-0.08706414,1.1081711,-0.5982049,-0.7689465,-0.18002658,0.53907084,0.7451563,0.31864113,-1.3025559,0.65459263,-0.31679347,-0.69746286,-1.5278983,1.7733499,-1.0261183,0.5223365,0.031727925,-1.1115987,0.7879202,0.73395413,-0.23393174,1.1653758,-0.53678256
LN-229,-0.7680386,0.4918264,-2.608341,1.9260651,0.20989089,-2.263039,-0.31572732,1.7479985,-3.0359468,-2.5030358,-1.3537289,-1.5794743,0.38066307,-1.9879544,0.6323277,1.3687788,-0.43896616,0.742273,0.060043454,-1.1157314,2.8139715,-0.64027464,-0.16295898,0.2508556,-0.3161191,-1.0113575,-0.26327604,0.44897547,0.090202555,-0.7745011,0.07319063,0.38738796,-0.5417733,-0.6404624,1.2066412,2.0190759,1.5752288,-0.8983053,0.31664577,-0.67106175,0.9116342,-0.5718002,1.728011,-3.2933156,0.77090573,0.31219494,-0.9662618,-0.9562215,1.8755413,0.76556325,1.9665995,0.60377944,0.069324546,2.5681183,-2.5326967,-0.6353164,0.050018582,0.9173571,0.9802135,0.46749836,-0.7952652,-1.7794616,-0.27505267,-0.8258939,-0.09692808,-0.76536596,2.501772,-1.1797605,2.7155526,2.003805,0.86967516,2.918891,1.9714763,0.38044265,-0.45055473,2.8962505,-0.33242613,-0.77809674,-1.5004785,1.0127794,-2.584724,-0.45563725,0.5435902,-1.696769,3.0484405,-1.62747,1.682658,0.5640415,-1.2426344,2.2262423,1.3679426,-0.75490904,-2.122139,3.5219357,-1.5479718,2.8967593,-0.9866017,-2.828209,-1.412797,-1.4127718,1.9244238,-1.5790156,-0.926913
NCI-H1734,1.2892905,0.24115299,-1.6177719,0.16647226,0.6170855,-0.5070726,1.1186409,-1.0977685,1.3747798,-0.23517126,0.5879648,-0.7514105,-0.6460879,-0.7213096,0.18452208,-1.1537436,0.3816067,-1.1433778,-0.78617346,-0.08333352,0.8664046,2.0750768,-0.21344039,-0.011735626,0.53750217,-0.09013752,-1.7755243,0.33211762,1.1440696,-2.2967994,1.4358383,-0.051040918,-1.5363379,0.5403773,0.15032558,0.2339818,1.1534878,-0.0062709367,1.166074,0.119591884,-0.3473053,0.5821465,0.75243235,1.2115517,-1.4125082,-0.70092934,-2.7260232,1.720741,-1.9953126,1.2095718,-0.9663665,-0.1493171,0.5631345,1.132425,-0.767629,0.6758887,-0.49701717,-1.7831763,-2.878231,2.103191,0.21324712,-0.2125004,-0.39381444,-0.8414309,-0.64359254,-0.6030909,0.110427015,0.5343393,-0.645531,-1.6503351,0.90557504,-0.1471967,-1.257361,0.59105265,-1.0661511,-1.6706313,-0.067958094,0.32951468,-0.63158065,-1.3886279,-0.84069324,-1.3504876,0.71646917,-0.075753465,-1.561874,-0.2779569,-0.29487687,0.23902503,1.2761614,2.5192719,-1.509651,-0.45160586,0.16927695,-1.6793835,-0.12630993,0.46169472,0.87611794,1.129364,-1.2993569,-0.30288628,-1.2013903,-0.9196244,1.2870519
