target_variable,target_class,target_class_label,layer,name,importance,explainer
Erlotinib,0,,all,SMARCA4,0.0020984614,IntegratedGradients
Erlotinib,0,,all,APC,0.0017767833,IntegratedGradients
Erlotinib,0,,all,NF1,0.0011169901,IntegratedGradients
Erlotinib,0,,all,MSH6,0.0016097289,IntegratedGradients
Erlotinib,0,,all,KRAS,0.0055639227,IntegratedGradients
Erlotinib,0,,all,TP53,0.0023094148,IntegratedGradients
Erlotinib,0,,all,BRAF,0.001058818,IntegratedGradients
Erlotinib,0,,all,NF2,0.0030555935,IntegratedGradients
Erlotinib,0,,all,PTEN,0.0030848528,IntegratedGradients
Erlotinib,0,,all,CDKN2A,0.00084971415,IntegratedGradients
Erlotinib,0,,all,PIK3CA,0.00024521656,IntegratedGradients
Erlotinib,0,,all,PIK3R1,0.0003996874,IntegratedGradients
Erlotinib,0,,all,MAP2K4,0.00107836,IntegratedGradients
Erlotinib,0,,all,CDH1,0.0014158018,IntegratedGradients
Erlotinib,0,,all,NRAS,0.0012227775,IntegratedGradients
Erlotinib,0,,all,STK11,0.0014266099,IntegratedGradients
Erlotinib,0,,all,FBXW7,0.0015974808,IntegratedGradients
Erlotinib,0,,all,CTNNB1,0.0011499664,IntegratedGradients
Erlotinib,0,,all,MIR298,0.00014862262,IntegratedGradients
Erlotinib,0,,all,LUZP6,0.0003800509,IntegratedGradients
Erlotinib,0,,all,SNORA22,0.0008854016,IntegratedGradients
Erlotinib,0,,all,NUPL2,0.0002697466,IntegratedGradients
Erlotinib,0,,all,KIAA0586,0.00028344727,IntegratedGradients
Erlotinib,0,,all,RNASEH2C,0.00057662,IntegratedGradients
Erlotinib,0,,all,SLC24A4,0.0013960405,IntegratedGradients
Erlotinib,0,,all,SNF8,0.00085655204,IntegratedGradients
Erlotinib,0,,all,RGN,0.00041279942,IntegratedGradients
Erlotinib,0,,all,DEFB116,0.0002924488,IntegratedGradients
Erlotinib,0,,all,HKR1,0.0009633057,IntegratedGradients
Erlotinib,0,,all,RNF19A,0.0020548867,IntegratedGradients
Erlotinib,0,,all,RBMY1A3P,0.00067759206,IntegratedGradients
Erlotinib,0,,all,GNAS-AS1,0.0007390773,IntegratedGradients
Erlotinib,0,,all,MIR296,0.0004494049,IntegratedGradients
Erlotinib,0,,all,NPEPL1,0.00055092416,IntegratedGradients
Erlotinib,0,,all,STX16,0.00026090242,IntegratedGradients
Erlotinib,0,,all,LOC100506384,0.000966693,IntegratedGradients
Erlotinib,0,,all,APCDD1L-DT,0.00055781374,IntegratedGradients
Erlotinib,0,,all,RAB22A,0.00017558236,IntegratedGradients
Erlotinib,0,,all,APCDD1L,0.0003935506,IntegratedGradients
Erlotinib,0,,all,VAPB,0.0005472737,IntegratedGradients
Erlotinib,0,,all,BCAS4,0.00025723397,IntegratedGradients
Erlotinib,0,,all,PARD6B,0.00022405286,IntegratedGradients
Erlotinib,0,,all,LINC00494,0.00042693864,IntegratedGradients
Erlotinib,0,,all,ZNF217,0.000411596,IntegratedGradients
Erlotinib,0,,all,SUMO1P1,0.0004725755,IntegratedGradients
Erlotinib,0,,all,DOK5,0.00069545,IntegratedGradients
Erlotinib,0,,all,GNAS,0.0006656243,IntegratedGradients
Erlotinib,0,,all,SULF2,0.0010788619,IntegratedGradients
Erlotinib,0,,all,BCAS1,0.00036749497,IntegratedGradients
Erlotinib,0,,all,PPP4R1L,0.00032136706,IntegratedGradients
Erlotinib,0,,all,BMP7,0.00044910616,IntegratedGradients
Erlotinib,0,,all,MIR4756,0.00028183064,IntegratedGradients
Erlotinib,0,,all,FAM209A,0.00033363898,IntegratedGradients
Erlotinib,0,,all,FAM209B,0.00045966177,IntegratedGradients
Erlotinib,0,,all,AURKA,0.00037054424,IntegratedGradients
Erlotinib,0,,all,CSTF1,0.00016805335,IntegratedGradients
Erlotinib,0,,all,CASS4,0.00068796735,IntegratedGradients
Erlotinib,0,,all,FAM210B,0.00030921586,IntegratedGradients
Erlotinib,0,,all,ADNP,0.00020794098,IntegratedGradients
Erlotinib,0,,all,GCNT7,0.00036541588,IntegratedGradients
Erlotinib,0,,all,RIPOR3,0.0005517581,IntegratedGradients
Erlotinib,0,,all,MIR645,0.00033978428,IntegratedGradients
Erlotinib,0,,all,RTF2,0.00039081014,IntegratedGradients
Erlotinib,0,,all,PREX1,0.00019161245,IntegratedGradients
Erlotinib,0,,all,NCOA3,0.0005236499,IntegratedGradients
Erlotinib,0,,all,LOC100131496,0.00046595518,IntegratedGradients
Erlotinib,0,,all,DPM1,0.00047991378,IntegratedGradients
Erlotinib,0,,all,CYP24A1,0.00033928125,IntegratedGradients
Erlotinib,0,,all,ATP9A,0.00044009488,IntegratedGradients
Erlotinib,0,,all,MOCS3,0.000484558,IntegratedGradients
Erlotinib,0,,all,PFDN4,0.00042217103,IntegratedGradients
Erlotinib,0,,all,PMEPA1,0.0008417283,IntegratedGradients
Erlotinib,0,,all,KCNG1,0.00044405757,IntegratedGradients
Erlotinib,0,,all,ZBP1,0.00057617866,IntegratedGradients
Erlotinib,0,,all,SPO11,0.00029275747,IntegratedGradients
Erlotinib,0,,all,MTRNR2L3,0.00046409635,IntegratedGradients
Erlotinib,0,,all,RAE1,0.00037808574,IntegratedGradients
Erlotinib,0,,all,MIR4325,0.00031444395,IntegratedGradients
Erlotinib,0,,all,PCK1,0.00066781405,IntegratedGradients
Erlotinib,0,,all,CBLN4,0.0005294944,IntegratedGradients
Erlotinib,0,,all,C20orf85,0.00021672146,IntegratedGradients
Erlotinib,0,,all,PTPN1,0.00042516334,IntegratedGradients
Erlotinib,0,,all,MC3R,0.00037696256,IntegratedGradients
Erlotinib,0,,all,RBM38,0.0004724746,IntegratedGradients
Erlotinib,0,,all,MIR3194,0.0006686306,IntegratedGradients
Erlotinib,0,,all,CTCFL,0.0007153686,IntegratedGradients
Erlotinib,0,,all,SALL4,0.00084463373,IntegratedGradients
Erlotinib,0,,all,GMEB2,0.00021840178,IntegratedGradients
Erlotinib,0,,all,TSHZ2,0.00037787665,IntegratedGradients
Erlotinib,0,,all,NFATC2,0.00015491944,IntegratedGradients
Erlotinib,0,,all,SRMS,0.00020274374,IntegratedGradients
Erlotinib,0,,all,FNDC11,0.00023642193,IntegratedGradients
Erlotinib,0,,all,KCNQ2,0.000571083,IntegratedGradients
Erlotinib,0,,all,NELFCD,0.00012892374,IntegratedGradients
Erlotinib,0,,all,ZNF831,0.00020800381,IntegratedGradients
Erlotinib,0,,all,ABHD16B,0.0006549053,IntegratedGradients
Erlotinib,0,,all,TPD52L2,0.0002554252,IntegratedGradients
Erlotinib,0,,all,ARFGEF2,0.00019486397,IntegratedGradients
Erlotinib,0,,all,HELZ2,0.00046957604,IntegratedGradients
Erlotinib,0,,all,LINC01270,0.0006201923,IntegratedGradients
