,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
Detroit 562,-0.37412798,0.64852124,0.26685065,-1.6192759,0.20886192,-0.10554556,0.5601617,-0.18389696,0.065929934,-0.38311455,0.31098446,-0.068464056,-0.57767075,0.23078409,0.30242962,-0.9530447,-0.09337693,-0.63516295,-0.2923355,-0.6296176,0.12168373,-0.6227149,0.85662687,0.41032088,-0.44793475,0.12759842,0.31262168,0.6827963,-0.069121584,0.7287554,0.5404836,-0.017899577,-0.6464127,0.17794144,-0.7365186,-1.7363763,0.319876,0.11895542,0.51847374,0.70211405,0.5873575,-0.93601054,-0.26510698,0.9964443,-0.047104955,0.3310011,0.39601758,-0.2747699,1.0023421,-0.5809303,-0.2091892,0.20127125,-0.47421184,-0.5951091,-0.6395045,-0.16891176,-0.6881391,0.025861122,-0.16442631,0.36644208,-0.9445858,0.060945857,0.22697744,-0.56820416,-0.11299741,0.33629045,-0.5554503,0.4108252,0.30601865,-0.57443964,-0.4299499,-0.617604,0.58156496,-0.28491992,-0.7817492,-0.38527346,-0.25505242,-0.40269467,0.25220716,0.06305604,0.2545892,-1.1007961,1.1751956,0.12670837,-0.47169235,-1.266749,0.1650368,0.624409,-1.0008122,-0.3058722,0.7521091,-0.57339656,1.2089038,1.224644,-0.6785746,0.3248437,-0.07941636,-0.8746043,-0.13829115,0.096182555,0.6206252,0.14592253,-0.6872988,-0.11563952,0.28976047,-0.3649856,0.08366905,0.7154055,0.34230864,-0.37763405,-0.10036423,-0.81875294,0.21279767,-0.028555391,-0.15828395,-0.3281355,-0.70810395,-0.07339227,-1.0490732,1.4943728,0.89733255,-1.1335465,0.06150086,-0.31299213
SF126,0.23207784,0.58150095,0.22870812,0.17933127,0.53287876,0.77979445,0.7350146,0.19415402,0.2973614,0.6833287,-0.88259536,-0.38209382,0.36380735,0.47843426,-0.18114142,-0.87447757,0.50415343,0.3422409,-0.16040063,0.21954352,0.27662414,0.5404496,0.42542452,0.3773945,0.14295647,-1.2466274,0.36843985,0.22654182,-1.0093467,0.20542285,0.86745155,-0.8978995,-0.75896204,0.14479192,-0.8653691,-0.64594394,-0.69701385,-0.5638653,0.586361,-0.21259217,-1.1144599,0.7466582,0.27058488,-0.75997657,-0.250272,-0.357742,0.061812002,-0.6803704,0.7448178,-0.40259,0.24237148,0.19938749,0.31520814,0.38908204,0.35005814,-0.14530787,0.33849075,0.5633958,-0.024815664,-1.0686635,-0.23603368,-0.7568146,0.20141691,-0.20811954,0.46046185,0.17532568,0.19460364,0.29013687,0.43999568,-0.8006939,-0.8817117,0.7107674,-0.41182318,0.609751,0.114910744,-0.50842774,-1.1627089,0.11368856,0.046617106,0.21234608,-0.060553264,0.2955625,-1.2356888,-0.5236448,0.72949445,-0.8030848,-0.7173701,-0.51272047,0.49532554,-0.8702266,-0.8106773,0.6750425,-1.2340498,0.76287925,-0.19845255,-0.40050656,0.92534286,0.20893994,1.4629265,-0.44397312,-0.33854398,-0.8103649,-0.0045700828,-0.13865755,-0.32718652,-0.25213522,-0.04260595,-0.6534406,-0.32577667,0.115472004,0.16511843,-0.8023014,0.11978303,0.13952081,-0.26501036,-0.023175564,0.3399499,0.32340547,0.6329664,-0.49130678,-0.11147359,0.625637,-0.13081993,-0.3087328
NCI-H1385,0.26098102,0.7407397,0.09691238,-0.4136979,-0.11391224,-0.0780522,-1.0876,-0.5372628,1.178087,0.81827337,-0.18542099,0.35317343,-1.630324,0.30529472,-1.198385,0.7866062,-0.07233759,-0.23085283,0.4372251,-0.49071977,0.6779321,-0.4361582,1.093684,-1.0380539,1.2855424,2.1032348,-0.25360426,-0.7139518,0.47281238,-0.40005332,-1.6302416,-0.22410136,-0.80474627,0.6173556,-0.12750801,2.1360624,-1.6062508,0.524698,-0.23311959,0.32220802,0.9499408,-0.008886101,-0.23954158,-0.11707153,0.7063734,-0.47253826,0.0023331307,1.4629701,1.6036292,0.9889121,0.07446156,0.5780026,-2.428022,-0.6797331,0.8790435,0.22653645,1.487363,-1.7557863,0.9762085,1.0499232,-0.8028432,-0.23253523,0.43116748,0.9139006,-0.75235933,0.045862913,0.024445105,0.1881299,-1.4374161,0.13102067,0.5677228,-1.9705393,1.6547847,-0.9192919,-0.0130280955,-0.6363479,1.2224226,-2.5228446,-0.38983086,-0.12522882,-0.6209439,0.8643742,0.69385076,-0.1983591,0.19022226,0.9946092,0.3717197,1.5156417,0.5879382,0.91764504,0.30301994,-0.90541387,1.1305833,-0.4972224,0.5782079,0.20126577,-0.50677395,0.7732628,0.93007475,0.96223885,-0.053217687,0.12214619,-0.054583132,-0.84218764,-1.1797067,-0.9542786,-0.9110189,-0.00026918575,0.1531679,0.85761666,-0.7483357,0.14575976,1.0172929,0.7322038,-0.026457515,0.0067308806,-1.4808795,-1.3346987,-0.7469096,-0.62730217,-0.7205865,0.7048032,0.978799,-1.2707189
SK-UT-1,0.013402704,0.23348875,0.08938684,0.13282427,0.22383723,0.11635683,-0.22704445,-0.20128158,-0.06247358,0.09668015,-0.14370142,-0.15139568,0.22470972,-0.14272425,-0.06262624,-0.12165512,0.19881429,-0.1630977,0.042846512,-0.16020219,0.07998555,0.19057721,0.06253508,0.067789435,-0.04543063,-0.21396956,0.23734286,-0.024220064,0.090597436,-0.07262994,0.20982501,-0.13017033,-0.26485947,0.057472505,0.10063021,-0.016181447,-0.07731044,-0.012220856,0.0841623,0.011281964,-0.19382407,0.1444583,-0.0989529,-0.21505605,0.009254947,0.029297777,-0.2597943,-0.14770497,0.3737419,-0.21972279,-0.09506836,0.010636585,0.18932772,0.080435455,0.104935266,-0.061753638,0.18490101,-0.12582453,0.08518916,-0.16078216,-0.15410057,-0.17116502,-0.03961009,-0.08969617,0.06223571,-0.077254124,0.32111463,-0.15240031,-0.24568178,-0.2576247,-0.087320134,-0.05691796,-0.16834445,0.041018642,0.03220021,-0.2562158,-0.046174176,-0.11959233,-0.06642752,0.098985955,-0.081501186,0.12532255,-0.317465,-0.0701884,0.17134637,-0.15104446,0.00030928478,0.17526196,0.053970344,-0.057142712,0.2355384,0.010481939,-0.18448487,-0.09012427,-0.013757745,-0.16148168,0.14624718,-0.043608032,0.20660676,0.08440243,-0.08306338,-0.18222588,-0.011322339,-0.07699616,-0.19191849,-0.18836692,-0.014687564,-0.15862624,-0.4887955,-0.17465003,0.13947079,-0.2826706,0.17775387,0.14948095,0.0024827868,-0.19096406,-0.18428154,0.15768987,0.41185957,-0.3319899,0.14167781,0.18207388,-0.00971788,-0.009963077
LOU-NH91,0.046885084,0.59060496,0.06481259,-0.13833155,0.005694017,0.5508864,0.20753698,0.25891563,-0.10513615,0.0772268,-0.3670496,-0.05717321,-0.22221448,0.25304416,0.019450951,-0.43165195,0.2624586,-0.037979048,-0.11182339,-0.050116625,0.44393623,0.11320282,0.28618777,0.10258791,-0.16096283,-0.43253472,0.2843953,-0.096312985,0.16160345,0.7148408,0.56093043,-0.2873293,-0.9705623,0.29982492,-0.36574903,-0.39433905,-0.014298048,-0.13095029,0.35598576,-0.14168598,-0.54469335,0.29551533,-0.039999798,0.054219037,-0.0794982,0.08049413,0.05753747,-0.4191143,0.5085395,-0.4623216,-0.025090043,0.54474974,-0.027680956,-0.3943052,0.17388293,0.2550497,0.18157491,0.11930695,0.0690107,-0.50640684,-0.4196629,-0.5271158,0.07695131,-0.23942113,0.10745327,0.19409724,-0.01343381,-0.13997956,0.03152222,-0.6418771,-0.47897002,0.16701235,-0.25314173,0.48180163,-0.19014658,-0.45862305,-0.26609474,-0.14260691,0.017734086,0.39537543,0.12599479,-0.097066894,-0.3409346,0.2646729,0.2917835,-0.4818728,-0.080154404,-0.07224518,0.20978478,-0.5759122,0.040427115,0.06703631,-0.08979258,0.19579595,-0.30195725,-0.16616449,0.54118085,-0.14849612,0.68825054,-0.34925368,-0.15108493,-0.85402524,-0.13389432,-0.16721,-0.111707166,0.07469428,0.19146243,-0.20831768,-0.06774527,-0.23657529,-0.06695978,-0.24673952,0.5560414,0.367747,-0.09210612,0.051621396,-0.0032560788,0.07747717,0.23748702,-0.2613361,-0.17271031,0.31793386,0.15958081,-0.031979002
L3.3,-0.52965206,0.5185599,0.030968681,-1.057537,-0.09295755,0.003913673,0.4107241,-0.25095657,0.15703355,-0.2236668,0.32004228,0.18454218,-0.4237638,0.14956614,0.08480462,-1.1342727,0.08321847,-0.45654458,-0.12482836,-0.77721006,0.22123973,-1.0135227,0.546263,0.4894848,-0.2641378,0.48618343,0.4467384,0.38186473,-0.2166549,0.41520816,0.25560492,0.21680829,-0.25617146,0.4131102,-0.5994787,-1.2891258,-0.0022398573,-0.27738902,0.21042313,0.734852,0.66272724,-0.72697926,0.0909307,0.6517614,-0.047116373,0.03319847,0.019983392,-0.09356511,0.8960811,-0.49319145,-0.053073753,0.33186138,-0.6292585,-0.43261144,-0.35616586,-0.40292287,-0.20572852,0.021050625,0.010504736,0.48770377,-0.63869387,-0.25432605,-0.15386821,0.0072237775,-0.2072288,0.12713455,-0.27885088,0.47200683,0.20115538,-0.3550802,-0.15655182,-0.37744692,0.58683395,-0.15668078,-0.47092107,-0.31079426,-0.22180676,-0.32471266,-0.23848279,0.16509306,0.43307024,-0.9720608,0.9303799,-0.046436425,-0.25347367,-0.6083889,0.14292525,0.5787485,-0.924483,-0.25361526,0.41995347,-0.5032874,0.7574718,0.8904498,-0.8535076,0.24234842,-0.4148546,-0.2258923,0.23519067,0.024152108,0.81516576,0.5257393,-0.34720924,-0.120475546,-0.13661577,-0.5614965,0.010036614,0.35826853,0.13409148,0.11280261,-0.12930462,-0.9710889,0.0133587485,-0.013108892,-0.11039067,-0.42343584,-0.659544,-0.5401218,-1.0301108,1.5032923,0.4470119,-0.8564708,0.3198787,-0.42610216
LC-1F,-0.42616707,0.49221244,-0.043296114,-0.2226809,-0.2261726,0.1348407,0.0699947,-0.29378027,0.028289719,-0.28380895,-0.0076633096,-0.018417183,-0.3509048,0.06916818,-0.0485038,-0.2992283,-0.026773643,0.039936524,-0.19154614,-0.88098276,0.29119354,-0.5788869,0.29577547,-0.23598264,-0.24124403,0.7064868,0.06452157,0.20716363,-0.06055203,0.21483105,0.045574114,0.075829715,-0.2985562,0.118467316,0.08870601,-0.24466707,0.24986136,-0.01597081,0.09421142,0.55736667,0.5590527,-0.33614114,0.14575078,0.71970904,0.06605363,0.2558612,0.21127081,0.15163589,0.4275263,0.057416458,-0.08495691,0.39421958,-0.3439471,-0.28709948,-0.10598614,0.20374092,0.03911937,-0.04153169,0.18392278,0.32709038,-0.35622725,-0.5608114,-0.027129464,-0.107930996,-0.30736768,-0.107853636,-0.34547964,0.36077768,-0.40273175,-0.21878657,0.21535832,-0.582092,0.13272923,-0.014990855,-0.26495704,-0.087049164,0.11929921,-0.3713075,-0.015507588,0.23227252,0.3263307,-0.4529316,0.72646105,0.023311686,-0.19108489,-0.30935234,0.11586155,0.6700657,-0.26152512,0.15836358,0.31704083,-0.58916754,0.6622653,0.26492897,-0.2392758,0.17990376,-0.27108878,-0.070685275,-0.24859639,0.115165144,0.45218036,0.4353894,-0.13226108,-0.04337891,-0.20902538,-0.37337077,-0.09762143,0.106185794,0.36456272,0.02749561,-0.39694083,-0.22298728,0.20952138,-0.040990576,-0.0008154437,-0.15734266,-0.60420126,-0.36649475,-0.716588,0.52313167,-0.09492351,0.014023834,0.3527581,-0.48782015
OC 316,-0.044259872,0.06122305,-0.104756095,-0.16426188,0.07582671,0.16299713,-0.05632355,-0.08391047,-0.020910472,-0.047429685,-0.17233029,0.15799938,0.0377532,0.004442472,-0.14206083,-0.013163809,0.20613433,0.073921084,0.03776718,-0.13635941,0.103239134,0.10513998,0.12443192,0.07361822,-0.12830573,-0.049196057,-0.0041156374,-0.14327466,0.10735888,0.2878151,0.232272,-0.07241142,-0.3179371,0.23811524,-0.06861044,0.048654493,0.11701438,0.048422277,0.057819318,-0.031048767,0.002728872,0.107305646,-0.1920876,0.12671562,0.108745664,-0.0019307695,-0.24880293,-0.0197508,0.63904285,-0.03558545,0.05019964,0.13249499,-0.0033687763,-0.119538635,-0.02580601,-0.14542666,0.2803878,0.06768021,0.19441111,-0.22692534,-0.35035872,-0.24864405,0.09660168,-0.12664142,-0.04992992,0.24130867,0.011554942,-0.21429557,-0.03904948,-0.1869991,-0.15466586,-0.2722741,-0.0026423763,0.0413855,0.121415295,-0.15437986,-0.14460766,-0.28702328,-0.17196584,0.23045719,-0.05432526,-0.13672315,-0.036639445,0.0035977997,-0.036105722,-0.094062105,0.023296457,0.04828842,0.044097506,-0.19704768,0.107748054,0.10410522,-0.18201134,-0.0113150515,-0.018739576,-0.1534258,0.24229667,-0.31804734,0.14761148,-0.06501866,0.07609955,-0.071192,-0.24556378,-0.14240287,0.026690535,0.027387954,0.09613865,-0.13772328,-0.32144275,-0.14191747,-0.021981493,-0.07222732,0.37482783,0.3015869,0.047337227,0.26924565,-0.039146755,-0.051459312,0.024695229,0.010393208,-0.024946518,-0.15524359,0.085342824,-0.01876769
LS180,0.42123464,0.9469549,0.029495668,-1.6811802,0.18721971,-0.15633316,-0.59387636,-0.068719715,0.48633838,0.28567335,0.39734095,0.43254834,-1.023626,0.03820285,-0.35272887,-0.3930229,0.23691787,-0.5871633,0.75058806,-1.0358872,1.3482652,-0.4581222,0.7950184,-0.2931337,0.68377167,1.307594,0.6337761,0.5739065,0.3771085,-0.0076637007,-0.9322483,0.25317398,-0.74934846,1.0930511,-0.4296317,-0.18808776,-0.01536821,0.27064142,-0.33941066,0.5307546,1.730441,-0.5145359,-0.11802812,0.8364061,0.6886902,-0.25899124,-0.1388836,1.1294056,1.78442,-0.021249373,0.4939537,0.17828698,-1.4618791,-0.6686613,0.13410711,-0.6582074,0.15595691,-0.4339291,0.37451,1.5339091,-0.9472605,-0.09845908,-0.22169149,-0.22439954,-0.33123603,0.15003903,-0.22310282,0.6266039,-0.7964213,0.32384044,-0.390526,-1.4410299,0.9742299,-0.46240306,0.041912384,-0.54797214,0.3430885,-1.7019755,-0.21682326,-0.43296665,-0.1459972,-0.70623493,1.645284,0.16957669,-0.6964143,-0.36510396,-0.13911965,1.4991757,-1.2501045,-0.005530147,0.118718125,-0.9273783,1.2318796,0.5849853,0.33419126,0.4251538,-0.55709714,-0.01779554,0.024211805,0.8839425,0.40889922,0.8761817,0.29370517,-0.5481135,-0.6025007,-0.93329585,-0.84876436,0.26630837,0.23712602,0.7410584,-0.25778192,-0.57644886,0.50660545,0.1926143,-0.2860225,-0.26549086,-1.4203895,-1.2063427,-1.101722,1.3566815,0.1728849,0.17216222,1.139327,-0.41229254
EC-GI-10,-0.41476762,1.5927813,-0.27661023,-1.6258317,-0.4168131,-0.09260072,-0.0693637,-0.4875909,0.47245234,0.06248297,0.3888256,0.11283386,-1.2172384,-0.0030119345,0.26956066,-0.8375278,0.045486636,-0.58260024,-0.187071,-1.1518787,0.72802866,-1.6916999,0.6915062,0.516113,-0.12745054,0.79091555,0.10976301,0.992229,0.47072658,0.5465796,0.31224293,0.18836413,-0.7732354,0.7086455,-0.5447293,-1.6893367,0.0902641,0.12247583,-0.20039782,1.2535679,0.9236275,-1.3855405,0.11691564,1.601037,0.84515095,0.013390459,0.7959278,0.7689475,1.8331877,-0.062697515,0.30558813,0.11066197,-1.5538611,-1.0747703,-0.36873773,-0.21015275,-0.2486691,-0.25616193,-0.06870626,1.1710633,-1.507623,-0.32039437,-0.2466582,-0.38428205,-0.27757785,0.36254483,-0.92879885,0.68952847,-0.2090132,-0.63616794,-0.7446418,-1.1997604,1.193004,-0.44895452,-0.59064806,-0.38344416,0.32611358,-1.2031169,0.18017797,0.15637335,0.5862665,-1.5927535,1.8534228,0.19936548,-0.5520406,-1.3900298,0.16096416,1.4395593,-1.2361437,-0.067442395,0.7956547,-0.7562221,1.8392937,1.1625414,-0.845999,0.6410903,-0.6591546,-0.51161045,-0.35133803,0.68053967,0.6869011,0.18604846,-0.3956092,-0.14137475,0.16723636,-0.3012304,-0.123590834,0.9028473,0.44032273,0.10838418,-0.688213,-0.5332156,0.5061635,-0.16365929,-0.6014083,-0.45811915,-0.9879618,-0.6822464,-1.7380633,2.2044833,0.5627094,-0.780327,0.5969648,-0.7426818
Panc 10.05,-0.12014477,0.051575866,0.10943736,-1.3330768,0.14724317,0.049831737,0.37613875,-0.18703514,-0.2677325,-0.3071887,3.4861267e-05,0.1052302,-0.12079393,-0.10527844,0.23320523,-0.48261753,-0.2015161,-0.30604416,-0.2360174,-0.5538085,-0.16699038,-0.2571885,0.58672845,0.7640855,-0.22841415,0.015081169,0.67185664,0.52819884,0.042518057,0.50261384,0.19391261,-0.10237095,-0.39208534,0.3786428,-0.45950103,-1.019496,0.5589248,-0.049408242,0.20363066,0.88258654,0.632398,-0.53777695,-0.30167246,0.52750856,-0.2613795,0.4546867,0.25907427,-0.13993815,0.8687538,-0.6674272,-0.075101115,0.085930176,-0.11009369,-0.22561711,-0.47728127,-0.45818937,-0.5157408,0.57455206,-0.6003209,0.43657458,-0.6776283,0.107701,-0.081793696,-0.0374604,0.2840758,0.47223496,-0.11124249,-0.13317128,0.122728646,-0.19218539,-0.18942717,-0.474085,0.3107013,-0.40485287,-0.6457839,-0.20699942,-0.3068834,-0.35413203,0.03115967,0.11486335,0.13645066,-0.51090753,0.66293484,0.054371227,-0.49083778,-0.9951325,-0.09640771,0.29231793,-0.846105,-0.1644814,0.9668551,-0.46918917,0.62496424,0.7681575,-0.47349674,-0.1604085,-0.33188936,-0.73161453,-0.20322345,-0.15059721,0.4019888,0.3776561,-0.39917827,-0.055921566,0.37649983,-0.5250635,-0.24499518,0.5709181,0.13636726,-0.34959662,0.09108005,-0.98820156,-0.114603646,0.07536737,-0.19392934,-0.15033472,-0.27566245,0.2484414,-0.53648,1.0795776,0.60567445,-1.1023192,-0.0002600141,-0.1322024
HCT 15,0.010903962,0.11558621,0.108355984,-0.6549319,0.05587139,0.121088244,0.13878524,0.0893516,0.059960805,-0.15724228,0.12781921,0.5827362,-0.1924957,0.24983889,-0.22212814,-0.33504418,0.24114926,-0.095998004,0.23263699,-0.3445227,0.18745418,0.0049279425,0.3369967,-0.2186853,0.20998245,0.33827046,0.21193738,0.07626635,-0.16182698,0.071259335,0.059408586,0.08206861,-0.27314863,0.48703125,-0.1881825,-0.15099038,0.14891511,-0.018254159,-0.009587948,0.22928037,0.6421987,-0.16710483,-0.21506573,0.3508985,0.20094587,-0.06774098,0.116910726,0.022892822,0.64837587,0.075165585,0.3396973,0.13978344,-0.20515022,-0.13279249,-0.11819793,-0.42801484,-0.10871793,0.16674311,-0.08624667,0.3610408,-0.198147,-0.28499782,-0.07731347,0.0066750273,-0.093577415,0.21930562,-0.16029763,0.18714923,-0.25996107,0.22255792,-0.046972316,-0.29620618,0.3562337,-0.123599544,0.12172056,-0.06799298,-0.23717257,-0.6244773,-0.17801045,0.24620296,-0.15564036,-0.25131896,0.5647437,0.046800513,-0.16753027,0.07781278,0.011974581,0.4145453,-0.37270042,-0.18373069,0.307276,-0.24968027,0.39900452,0.47104484,-0.20997745,-0.12974933,-0.18051082,-0.29949054,0.043102685,0.15005864,0.043107323,0.6606818,-0.17965955,-0.46983972,-0.061614707,-0.3567431,-0.24209243,0.033366356,-0.058556937,0.081565976,-0.32545042,-0.7651486,-0.25711095,-0.04342501,-0.081533715,-0.07317126,-0.58733964,-0.34090486,-0.6428213,0.86745733,0.10396689,-0.113031544,0.3683114,-0.14018048
NOMO-1,1.6921791,-1.541077,1.7243414,2.1350594,-0.1938478,0.3625127,0.49401474,0.07338024,-1.1475273,-0.4828835,-1.5072956,-0.5738035,1.4247048,-0.5566957,2.5057921,0.23497659,0.76325524,1.4892058,-0.7771213,1.0689633,-0.43197387,-1.4061022,-0.16941239,0.10747336,-1.04492,-0.41536158,1.0238242,-1.0401623,-1.1548518,1.8978323,0.24951412,-1.7304181,-0.17101955,-1.1476896,-0.3544154,2.613376,0.5618253,-0.06348866,-0.95405674,-0.728061,-2.0426352,1.0190309,-1.255127,-1.426709,-2.6174903,2.205536,0.43291166,-2.8578587,-1.983477,-0.94350964,-1.5613717,1.4130992,0.5523913,2.395588,0.52625847,1.6467955,0.8795358,1.1088586,-0.83424073,-0.79780793,0.6196687,-0.9078609,0.44118136,-0.36741322,-0.85628915,0.3346079,0.22013824,-0.14388534,1.8945898,1.235719,4.306,3.5477161,-0.97426796,1.3652893,-0.55856085,-0.3136473,0.37524143,-0.4836758,1.0046213,1.3380091,1.0529873,2.0036776,-2.8095605,1.8436555,1.9660593,-0.941991,0.6741779,-1.6663285,1.8583504,2.021208,2.762613,-1.1211953,-0.33657634,-1.8719195,-0.42458665,-0.33496666,-1.7195005,-0.6476104,0.7499049,-1.606249,-0.46020925,-0.44271758,-1.4546279,0.606984,0.88391924,-1.2706463,-0.08195084,-2.1827548,0.62000215,-2.618536,0.7078515,-1.8245528,-0.8186169,0.075422324,-0.52510667,-0.5785244,1.4264604,0.6464437,0.86960405,-2.0277696,1.0507545,-0.8517235,-1.4589261,1.1601688
GMS-10,-0.0957644,0.60850924,0.018582039,0.0866525,0.26536334,0.71883404,0.39554825,0.08982426,0.36994112,0.5419254,-0.63885504,-0.16300014,0.52683973,0.14280742,-0.31992525,-0.74582523,0.5192363,0.26437023,-0.15685254,0.12081581,0.5369962,0.7584885,0.66085345,-0.02933915,0.3712952,-1.1704102,0.2159052,0.1576292,-0.67270017,0.22005384,0.75067353,-0.66941786,-0.60341084,0.42766228,-0.7480843,-0.46597382,-0.6098162,-0.30684236,0.6887022,-0.22155395,-1.045383,0.49250296,0.15890801,-0.8553234,0.16464047,-0.50831896,0.101936415,-0.23104288,0.8619315,-0.30503583,0.32371318,0.11260992,0.11446499,0.31113866,0.4599189,-0.069090106,0.5113282,0.2430982,0.17861469,-0.9597946,-0.49195695,-0.7184304,0.047748234,-0.25890997,0.18945654,0.3609271,0.17457992,0.0823579,0.2297781,-0.66022354,-0.7865849,0.26472017,-0.269638,0.55882186,0.29799452,-0.3845181,-0.80239034,-0.1128445,-0.23538047,0.3603647,-0.13023485,0.22717208,-0.7894494,-0.45844197,0.6142762,-0.44258428,-0.50254244,0.16797535,0.537319,-0.87091595,-0.97049993,0.62827516,-0.8570234,0.41722274,-0.006106885,-0.109974936,0.8226376,0.249796,1.0695976,-0.19394928,-0.21762995,-0.71232057,-0.0070405407,-0.16413076,-0.45222867,-0.32403633,-0.1892058,-0.5719589,-0.43579596,0.41196257,-0.060941253,-0.665857,0.33963022,0.4137061,-0.2378211,0.016353834,0.26792866,-0.08116083,0.40235835,-0.5451527,-0.19242999,0.60702974,-0.0199218,-0.27257288
NCI-H1944,-0.19450204,0.60306436,-0.0435816,-0.35366946,0.13175279,0.290475,0.34094554,0.012871605,0.108798414,-0.0976827,-0.075426966,0.2825369,-0.25029805,-0.037453845,-0.037162732,-0.25784883,-0.007055804,-0.032599147,0.09423543,-0.38862795,0.3091644,0.039306797,0.23165177,0.33155483,-0.18769011,0.24026312,0.22924413,0.16863216,-0.0032999795,0.18677878,0.22193691,-0.044895764,-0.23512569,0.2194594,-0.17247091,-0.39247656,0.115489565,-0.070782125,0.09764613,0.14086665,0.4939849,-0.09850447,0.0062871724,0.33462155,-0.012449615,-0.07320555,0.32612738,-0.037176237,0.62569207,-0.17387064,0.19615966,0.27459663,-0.2856125,-0.16638336,-0.26111662,-0.2568312,0.0018805936,0.065663666,0.012906676,0.007932448,-0.6229638,-0.045458328,0.14390863,-0.29356775,0.061134886,0.18345566,-0.11268307,0.08259593,-0.07178371,0.14281778,-0.32742324,-0.38282803,0.16261324,-0.06100972,-0.05598735,-0.172711,-0.29888007,-0.5380515,-0.050008494,0.1531414,0.14483969,-0.29369408,0.12854578,0.29413682,-0.07322401,-0.21908072,-0.0064320713,0.30185086,-0.32482904,-0.32642937,0.14602765,0.08929455,0.17309777,0.51564384,-0.11077665,0.041451775,0.16626367,-0.04149007,0.013508763,-0.0075483583,0.17935033,-0.08125503,0.04391454,-0.016206078,-0.023258105,-0.033279587,-0.031296395,0.051221967,-0.07547633,-0.0400306,0.10105537,-0.25158355,0.06647452,0.16020736,-0.18135378,0.1786865,-0.5618952,-0.14832121,-0.075874254,0.6992437,-0.009107072,-0.082513385,0.22259499,-0.16322432
NCI-H23,-0.02876379,0.15215662,-0.030092593,0.035072204,0.12280131,0.11204677,0.034385838,-0.115418084,0.059868418,-0.06972787,-0.17924452,0.048750684,0.1694039,-0.25226584,0.037642222,-0.102630064,0.25409248,-0.17415473,-0.002717536,-0.09945748,0.24319182,0.045082048,0.1532982,0.12634669,-0.08631266,-0.16203982,0.16220117,-0.08833639,-0.008600267,0.10776691,0.055084594,-0.05678424,-0.1054483,0.1779138,-0.016071167,0.015105482,-0.05875955,-0.07026814,0.00023275148,0.04374004,0.056870557,0.08007942,-0.14050633,-0.024730623,-0.017445456,0.018713437,-0.099219084,-0.0993496,0.1825383,-0.08669849,-0.09239144,0.109908335,0.17286202,-0.008782972,-0.091964796,-0.09166959,-0.009074975,0.086639896,-0.0447314,-0.0050337454,-0.15413867,-0.07989864,0.17254357,-0.086897634,-0.07600753,0.086083755,0.0080416165,-0.0885825,-0.02376172,-0.05614532,-0.123199195,-0.15311585,0.002219187,0.048374057,-0.039260495,0.006149167,-0.06826168,-0.113395505,-0.025897976,-0.021307286,-0.096384935,0.1320159,-0.046670265,0.062458854,0.08047876,-0.264036,-0.06705126,-0.02954033,0.02233424,-0.09755376,0.23491657,0.002496833,0.10622512,-0.0073147453,0.100524485,-0.16382836,0.08484576,-0.017769862,0.21283467,-0.075433314,0.014546334,0.16825248,-0.012436894,-0.19247349,-0.037607223,-0.101178356,-0.03534751,0.0043810457,-0.30623525,-0.35362825,0.13841571,-0.12724428,0.1368827,0.10321233,0.019492261,0.15731812,-0.20815758,0.003446348,0.16942935,-0.0063609686,-0.02599984,-0.022404796,-0.15784994,0.06284011
