,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
DBTRG-05MG,-0.12622839,0.403655,-1.7490206,-1.0977893,0.02649562,2.210904,-0.35514706,-1.6229156,0.27430996,0.7948057,1.5534037,0.6059201,0.26026636,1.201521,-0.39500862,0.8133567,-1.3571297,1.1069984,0.02284234,-0.56901145,-0.8353325,-1.2009563,-1.0557309,-0.41833067,1.1170071,-0.37891212,0.66366756,0.9163199,0.69169587,0.18429281,-0.43689412,-1.3881854,-0.53814447,0.60674125,-1.6270542,2.0266051,-2.505745,0.1262473,2.6079652,-1.9236147,1.948492,-2.0563128,1.0387737,-0.9610842,0.89380324,1.2856474,0.1315014,-0.44266173,0.32133317,1.8815609,-2.3037055,-0.24913377,-0.34259075,-1.0076982,-0.8061056,-1.1870099,0.6563997,0.24712703,1.8565826,-0.54843795,0.11481528,-2.6890817,-3.2634363,1.654134,0.122714795,-0.13281347,-0.4728043,0.17622414,-0.026003357,-0.3650447,-0.93371224,0.8273646,0.7525773,-1.7888058,-0.99149215,-3.9840093,0.30225682,-0.11860067,-1.1667752,-0.9791093
YMB-1,-0.9960891,1.6309155,-0.19237663,0.3318079,0.7954124,0.7394247,-0.10481723,-1.4303828,-0.58143467,0.6708602,-1.1238763,-2.4683797,0.93906057,2.3478978,0.48888326,-0.26646525,0.83548236,-1.2520795,0.6447813,0.7449732,-1.7207618,0.54262614,1.4518794,2.8077073,2.500357,-0.22490838,1.2793468,-2.066523,1.6175687,-1.2587504,-0.14398256,-0.58425915,1.3996279,-0.9138091,0.0037289634,0.29144952,1.4142929,-1.1209666,-0.78542995,-0.50466496,0.43394443,0.41225675,-0.5903171,-1.7400899,-0.64440817,-0.21163921,-0.6975633,-0.5684696,1.1371369,0.6408087,-0.32845432,-2.730736,0.5409083,0.122850746,0.93809676,-1.4678516,1.0793943,0.5599005,0.3472276,-1.410053,0.3024651,-2.0226936,-0.8712375,-0.4666753,-0.18945737,-0.004762523,1.3170911,0.69258595,2.0501134,2.0470462,-3.5722375,0.27058485,1.290952,-0.8525452,0.5898779,-1.153494,0.65369654,1.0438122,-0.846897,-2.8597293
KP-4,0.11711648,0.45077145,1.2080992,-0.42144004,0.4856397,1.4140172,-0.34785196,-1.4529326,0.01976421,0.24999747,2.4593003,-1.2645482,-0.99952984,1.5062532,-0.37675092,-0.13999017,0.24980217,0.090766035,1.4683617,-0.7102604,-2.031198,-0.7540507,1.1702751,0.25722772,0.38776976,-0.36944094,0.9250983,1.1660497,-0.29434872,-0.8655953,-0.09317389,-0.50702804,-1.4252961,2.2262282,-0.65658975,0.7257709,-0.17007773,-0.2193467,0.49325335,-0.41720325,1.3833042,-0.8569791,0.19811118,-1.082853,-0.40184075,0.30079964,-0.49521157,-1.6119947,1.7958587,-0.67518157,1.0981683,-1.2574463,0.5135788,-1.1870192,-0.8929319,1.0338193,0.17549619,0.48358527,0.96615356,0.6164804,0.9020764,-0.07901261,-1.3040583,-0.9134293,-0.8539225,0.99627733,-0.8262706,-0.4303348,-2.1457627,-0.7354179,0.14154203,-0.32440704,1.0401493,-1.2132003,-0.31167752,-2.2190568,2.2226381,0.0836314,-1.3009408,-0.11461517
MDA-MB-468,0.4603352,0.2490085,0.6577051,-0.15941763,-0.38353175,0.29767865,0.18001294,0.5127467,0.38156182,0.40780872,-0.6716924,0.10420023,0.34563273,-0.49927276,0.13800001,0.02970513,0.22512995,-0.7380261,-0.4653822,0.7449962,-0.10262493,1.0431958,0.9514928,1.0308651,0.19604099,0.78415066,0.6344036,0.7877416,0.7883338,0.21786973,-1.5907199,0.2412759,0.34794623,-1.112344,0.25448713,-0.93086934,1.0494015,1.0129033,-0.36057308,1.759904,-0.32364944,0.80987173,-1.2260463,1.3467228,0.20409858,-0.759039,0.5726807,-0.39215365,-1.2114244,-0.83974105,0.0012826212,0.31069067,0.06411879,0.81925225,-0.13942271,-1.2349162,0.049597427,1.4257935,-1.3449118,-1.3155951,-0.961118,0.2858492,1.9003388,1.3885657,-0.3584341,-1.3996444,0.23348565,-1.479881,0.270815,-0.481061,0.11017468,-0.17410989,-0.38464746,0.2853095,1.7342286,1.9282144,-0.34336132,1.1575722,0.16150674,0.90140957
VMRC-RCZ,1.0322545,-0.07731802,-1.1543694,-0.9067478,0.5197172,1.9224035,1.5429626,-0.2041391,-0.04727117,1.6707528,0.7396308,1.1337671,1.7158234,-1.1313095,0.4389182,-0.07175401,1.4934331,-0.6449018,-0.6794696,0.19170204,-0.1689988,0.51075286,1.1477903,0.90379024,0.8756153,-0.8364297,1.0387003,1.9002029,0.5177083,-0.05741319,-0.5817767,0.32476735,0.6883743,-0.82403785,0.95023555,-1.480682,0.7080286,0.12289694,0.86794174,0.7795804,0.44223452,-0.20401339,-0.3927425,1.230283,1.2379999,0.60970217,1.0524077,-1.2956458,-0.55253625,-1.0539732,-0.6908848,1.0244024,0.27871418,1.5129712,0.07881551,-1.0778457,0.40115464,2.4517794,-0.42357847,-0.45433637,0.14571817,-0.4697255,-0.33607072,0.3535559,0.18242872,-0.3776415,0.7210217,-0.08122175,-1.1328375,-2.1799495,1.1485896,-1.337508,-0.55817646,0.58824545,1.7988267,0.7891393,-0.67032915,0.3216281,-1.6683912,-0.9169388
PANC-1,0.4068455,-0.25592026,-0.49526703,-0.18174873,-1.1290804,-0.11572778,0.1720447,0.306908,0.40227175,0.7141541,1.0046077,-0.76558197,1.168673,-0.17887552,-0.8888657,-0.6657909,0.7545216,-0.04458989,0.1411922,-0.05389926,-0.32290515,-0.23511833,0.28798565,2.1000361,1.6636841,-0.21519054,1.1141818,1.4397441,0.89087373,0.031297117,-0.94808453,0.1263312,-0.1617083,-1.3219372,2.103752,-0.02350489,0.77452505,-0.07843983,-0.26072878,0.3152682,-0.018492417,0.36018762,-0.65178007,0.20692684,-0.02456703,0.08374004,0.081356205,-1.5455124,0.0046992972,-1.1594923,-1.5268955,0.64701444,1.1030695,0.16609403,-0.8958239,-1.6328491,-0.23470682,1.7382861,0.34812745,0.03699775,0.3748297,-0.9244364,0.79742724,0.43422654,0.8419018,-0.12731943,1.2405419,0.23302774,-0.19513318,-1.0891043,-1.0122335,-0.14487919,0.09730324,-0.028431565,0.57154715,0.40553635,0.18770917,-0.33465606,-1.6694328,-1.1643951
JHOS-2,-1.481746,0.26398912,2.3858805,0.6741728,-1.7451162,-2.727183,-0.21325535,2.330177,-0.55266774,-3.3655314,-0.33493644,0.23581353,1.0900031,-0.732203,2.1017928,1.4042175,-3.7714818,1.918874,-2.053485,1.5845237,0.41372615,1.4727131,-0.19266993,-1.4482911,-2.0874662,0.97361887,-1.9629141,-1.0723182,1.3894764,-0.024234772,-0.39403498,-0.57198745,0.09896584,-0.32429895,0.4705705,-0.9262337,-0.9245841,1.7846205,-2.8939297,-1.9670324,-4.3277936,0.74440265,-1.0286286,0.83001155,-0.20730498,0.2120032,-1.2557124,3.284552,-0.47606558,0.6858651,1.3593166,1.3105985,0.9392824,0.45849198,1.2342039,3.2460656,1.1252154,-1.2769107,-2.587789,-1.4099988,1.0706761,0.78008485,-0.28269154,0.83149546,-1.7904946,0.7968346,-3.1983936,1.0813786,0.47771943,0.6146227,3.0608296,0.9059644,1.3050858,5.194741,-3.233955,3.0968726,0.8403306,0.6534194,4.3241057,0.87407726
RCH-ACV,0.30163985,-0.361017,0.43669564,0.09315419,0.30410734,-0.27509838,1.1249889,-0.0767016,0.20139109,0.4495689,-0.3653923,0.4056962,-0.29702416,-0.038196914,0.10594961,-0.16185522,-0.18583252,-0.5139844,0.2768115,0.1735599,1.2371861,0.15725234,0.4913392,-1.0629452,-0.47352192,0.6305838,0.25701052,0.05169797,-0.35702723,0.11406745,-0.1499992,1.213836,0.24790022,-0.07665529,-0.30633998,-1.5018682,0.5750533,-0.07940587,-0.50995076,0.9130068,0.11614057,0.5180664,-0.30905634,0.7035002,-0.7690096,-0.8233474,0.7975404,-0.04125225,-0.8770816,-0.023236543,0.4555001,0.44678748,-0.13578656,0.5795998,-0.06631823,-0.16291167,-0.16848251,0.007165298,-0.8687974,-0.2786264,0.30113307,1.0036721,1.4074371,0.23369096,-0.067388415,-0.6768934,0.07450859,-0.9364007,-0.42442158,-0.4148848,1.2605929,-0.5937742,-1.2650204,0.23766401,-0.049086325,1.4741852,-0.553153,0.022739291,-0.19231862,0.9991197
SNU-119,0.09891684,0.7668597,-1.3935169,-0.21938254,-0.56518674,1.2164868,0.074608915,0.63089186,0.7162138,-0.12209557,0.77234924,1.5992168,1.2285038,-1.627006,-0.7552765,-0.683721,1.128428,0.35617453,-0.22873968,-0.35849887,0.24770461,-0.29052788,0.03628479,1.0920724,0.8943111,-0.27127415,0.12604661,0.68305373,1.6647587,-1.526879,-0.031223401,0.56025445,1.310178,-0.8889573,0.7431159,0.3266465,-0.9039397,-0.6890218,0.6160049,-0.22403106,0.89024615,-0.12013686,0.93132704,0.3307687,0.04116983,0.076833144,0.64098006,-0.9432985,-0.83473736,-1.5552832,-1.6265967,-0.2611488,-2.0492542,0.6377673,0.30346718,-1.5721079,-0.095308244,2.3358388,-0.8957491,1.4106512,-0.48103037,-1.5582372,-0.5860217,-0.94252104,0.57467055,0.69139284,0.46012348,0.17196219,0.47158036,-0.8159773,-1.3477391,-0.27064854,-0.8545668,1.6558484,0.27560028,0.16797693,-1.0571603,0.0035615861,-1.1219116,0.35509247
JMSU-1,0.43456274,-0.7024583,0.4563123,0.2348791,-0.060831048,0.14715841,0.23863629,0.16371787,-0.094958134,0.05895066,-0.27006343,0.30241674,-0.40088534,-0.22881898,0.07918216,-0.465505,0.21037419,-0.7290569,0.023586351,0.029368943,0.96295714,-0.13608074,0.29013526,-0.7763256,-0.27791888,0.38046938,-0.14030436,-0.08739522,-0.38306844,0.17164919,-0.21309537,1.102164,0.247036,-0.42900085,0.1060517,-1.3687694,0.74662393,0.0005460121,-0.5156381,0.82133263,-0.33708337,0.29452336,-0.112640314,0.83555514,-0.9937192,-0.78848296,0.45308566,0.14570007,-0.88385725,-0.23328632,0.32662946,0.78216004,0.06551175,0.526185,-0.11597246,-0.13941441,0.18068472,0.01134417,-0.89806557,0.5862617,-0.23149747,1.1046941,1.0247953,0.2975299,0.036701143,-0.409443,0.19702142,-0.8219213,-0.39211023,-0.26631898,1.4643875,-0.2982445,-0.92658997,0.466547,-0.064126514,1.7022198,-0.6924712,-0.039286345,-0.012907017,0.6585735
SNU-1040,0.5469239,0.7734444,0.56865346,1.3649353,-1.1419084,-0.8893312,0.44226974,1.0809567,-0.5835285,0.31679258,-1.3638684,1.0559033,1.0052639,-2.2639737,-0.7997096,0.6095785,0.61502516,0.3948426,0.43489,-0.16188052,1.7172416,0.68829286,0.5789523,-0.76827204,-1.1212105,0.27594134,0.300566,-0.7103494,-1.5701485,0.59692824,0.19422844,0.21656916,-0.28163612,-0.3706547,0.40655875,-1.3666987,-0.37603298,1.3922511,0.7394682,0.6732199,0.18863466,1.0199088,0.06037657,0.6036614,1.9921674,0.5420126,0.6446701,1.1160691,-1.7662044,0.02219845,1.3462226,1.3224456,-2.1520617,-0.28451708,-1.0858446,0.111579485,0.5218335,-0.02131471,-0.050513208,0.5858376,-0.1551775,1.2173828,1.1197565,0.8486667,-0.63214195,-0.60391355,-0.85597205,-2.439404,-0.5383587,3.3447547,0.6739329,-0.3732175,-0.7020284,0.33224982,1.0740474,2.1445377,-0.9718295,0.74098,1.2166787,1.45379
IGR-39,0.7276646,0.43610203,-2.0390232,-0.026641492,0.64948726,1.4125836,-1.2614185,0.1054139,-3.0780811,0.5711254,1.5473804,4.077635,0.8200147,-0.8656385,-0.4665766,1.7411507,-0.19040984,0.3516526,-0.7218139,1.028332,2.4920816,-1.0603503,-2.0708284,-1.4614344,0.98479354,-4.496334,-2.2399664,0.64225644,-0.9445059,1.1202005,1.3255043,-2.3181486,0.13342084,-2.4765434,2.4433484,-0.80731624,-1.0192823,1.8945426,3.394842,-0.13618001,-3.75296,-3.4112062,0.45455086,2.3974257,1.6461718,4.588917,0.4586517,3.6455672,-0.00044488907,2.1362085,-3.3783371,1.522023,0.20121083,1.6758523,1.5919935,-1.5451808,0.6983717,-0.786992,0.702459,-1.9036598,0.957567,-1.4282789,-1.4035386,1.6398944,-2.0624883,0.45399815,2.796164,-1.9494926,-0.2234245,-0.04291945,1.5640092,1.2739661,-0.264279,2.155589,1.5213575,-2.4704568,-1.4215759,-2.024795,2.9480398,-3.3439662
Caov-3,1.0045655,0.8065064,-0.49268848,0.05972162,-0.12424646,0.18206845,0.31523508,0.63429177,0.4396001,0.5382614,-0.64402616,-0.5997704,0.525481,-0.039369076,0.543623,0.20797443,-0.71411777,-1.1221946,0.59996575,0.4490349,1.5367537,0.09159802,1.2784623,0.92998487,0.7278478,1.1735574,-0.3308048,-1.4886116,0.14411168,-0.9254738,0.14995411,0.63854766,-1.2837646,0.36934572,0.54991734,-2.5151143,0.18994933,0.4853407,-1.4215703,-0.16400465,0.52767015,0.033210367,-0.19495878,0.08898914,-0.15192553,-0.20726138,0.87641203,-0.45090914,-1.4372876,-1.0569034,1.1665069,-0.08794312,0.9052278,0.63972557,-1.1968238,-0.7054858,-0.1767098,0.006409444,-1.2190479,0.3684085,1.9423776,0.06120181,0.70180726,0.39946353,-1.0592041,0.73254,-1.5339574,-0.6322103,-1.5529007,-0.0021691024,0.8331179,0.12408706,-1.1213324,0.300329,0.5382753,0.3915894,0.44686392,0.0679936,-0.50532717,0.33112177
HuG1-N,1.7987151,-0.9969001,-0.45430565,0.4432456,-1.6512706,0.09251938,-0.6933188,2.744707,1.6712722,1.8211257,-0.33071238,0.68825436,0.3075961,-0.58236754,-0.04558405,0.16766492,0.3480376,1.4965671,0.3502009,-0.8834442,-1.682577,-0.7157309,-0.80239224,1.5563982,3.0724623,0.4354494,1.2735497,1.8919436,1.5518459,1.1444689,-0.1084161,-1.0713799,0.5531094,-2.1732829,0.99590075,1.7375466,-1.5000379,1.5540766,2.5822515,-0.5482357,-0.05019477,-0.95808077,-0.10044097,1.7796129,2.796037,0.84692025,0.34464252,-1.8025666,-0.27522022,1.081748,-2.8773267,-0.6826493,-0.2149237,-0.15818849,-0.015682952,-1.5968719,0.38082352,1.5604458,1.9276147,-0.83065844,0.88061357,-0.26283473,-2.0719657,1.8174064,1.7523249,-0.03388293,0.11039855,1.7148266,-1.2169318,0.08798306,-0.89271486,1.0063102,1.4721078,0.7117261,2.8870065,-2.5524507,0.65567225,-1.4990633,-0.5830638,-2.418555
OE33,0.06672429,1.6091462,-0.9229411,-0.072575375,-0.93144876,1.0580093,0.33383077,1.5971289,1.0593776,-1.5503296,2.1372998,3.1946266,1.0227593,-2.2261238,-0.024777591,-0.19525754,0.013380211,0.62553155,-0.426376,-0.59261703,1.420887,-0.35448548,0.81632733,1.0074097,0.75085616,-0.62973344,-2.5878189,-0.44680557,0.62057936,-1.9938972,-0.0049667284,0.7660774,-0.32714924,-0.72031176,0.9512862,0.39478385,-1.6220206,0.19621885,1.2160997,-0.3917248,0.5440755,-3.052151,2.5132608,1.5642074,0.1569123,1.0729096,1.5271977,-0.32594854,-2.176907,-1.6091353,-2.6160092,0.1578268,-2.9212837,1.0293263,0.27484107,-1.8735673,0.31073838,2.4769945,-2.4262714,2.6150436,-0.16661444,-1.121669,0.10136184,-1.2254951,-1.5110078,1.0280198,0.21410039,-1.6058173,-0.89717627,-1.03542,-0.60647655,0.3571918,-1.9216465,1.9254891,1.8065445,-0.6182534,-1.4775186,-0.43414053,1.0003531,1.5043154
WM983B,0.49200386,0.2514356,-1.5451624,0.6462307,-0.63162714,-1.581442,0.014612857,-0.5467938,-1.1569937,0.063609734,-1.9250212,-0.38636136,2.048037,0.8288012,-0.005363062,2.111189,-2.3315914,-0.79210716,-1.0030171,1.6938509,1.4024224,-2.3787472,-2.606646,-0.42130786,1.0685095,-1.5356297,0.55476636,0.21228752,-1.0249776,2.4452486,-1.2093148,-1.34469,-1.2803082,-1.8498486,1.0832464,1.0531229,-1.4813824,1.9470252,-0.12485065,-1.35445,-3.5092852,-0.0255281,-0.54352105,-1.311976,2.1506705,2.0946538,-0.1098969,3.4360268,0.5203985,1.8109564,-1.0053214,1.8809463,2.7806873,-1.2811097,-1.592504,-0.86781245,-0.043806907,-1.6886542,2.7732182,-3.3265543,1.7588084,-0.034614883,0.20041384,3.8666224,0.76001024,-0.34027267,0.3666618,-1.1287167,-1.105716,-0.0016712956,-0.16238678,2.8123345,0.7340965,-1.2854532,-0.7900904,-1.351861,1.3245536,-1.0200218,1.8748077,-3.3261805
NCI-H1573,-0.73716253,0.36165965,0.19698541,0.6348345,-1.0180694,-1.0085912,0.19947076,1.8888894,1.1075443,-2.26401,0.026142463,0.49577746,-1.2325284,-3.0340757,-0.3174882,-0.5688855,0.22115621,1.9369001,1.1356264,-1.0709362,2.6115587,0.55994886,-0.25294125,-1.1500282,-0.5926552,1.761896,-3.0215523,-2.3538573,0.02939567,-2.595583,2.9580746,1.3935679,0.29073757,1.1329291,-0.31925267,0.646055,-1.0670956,-1.2040211,-0.7929045,-2.8205209,3.4759777,0.06075877,2.7297537,-0.9444978,0.084936954,-1.369546,-0.56568384,0.0639748,-0.55328995,-1.3576509,0.9345807,-0.32533318,-3.5647948,-0.3500979,0.75998104,2.0523129,-0.9651732,-0.4247509,-2.0585651,6.208212,0.29842383,1.4004004,-1.0469354,-3.685256,0.11270608,2.237375,-1.1070951,2.127697,1.3494198,3.0504653,-1.5151589,-0.4876391,-2.3893416,1.6394317,-0.24532172,0.16450942,-2.8119214,-0.13679692,0.36451766,4.473007
DB,1.8878428,-0.37951055,-0.29866767,0.7485819,-1.1692965,-0.3944033,-0.28193998,0.62452215,1.0095661,0.93903923,1.2498839,0.9589983,-0.43474206,0.11731163,-0.8854071,0.11530963,-0.94761485,1.7313893,0.015336327,-1.3894252,-1.6223449,-2.3876193,-1.7830943,-0.28203443,2.5036314,-0.909832,0.48963618,2.7877796,0.17801115,1.2673696,-0.11479412,-0.3401623,-0.4031087,-1.427393,-0.38840288,3.130387,-2.5351658,0.9410125,3.952555,-1.4729239,0.56940025,-1.6060612,1.5361071,-0.049506843,2.066671,1.2019154,-0.012909394,-0.84493536,0.8523831,1.1258557,-1.7779279,-0.13309504,0.11322934,-1.6755002,-1.1803467,-1.0246731,0.38454875,-0.45235065,2.9866927,-0.40659866,0.65269125,0.24582392,-2.2113485,1.8102541,0.89350414,0.52855915,-0.6871906,0.45014164,-1.3091779,-0.5827378,-0.10149141,1.5934865,1.035887,-0.7116579,0.70019513,-3.9973502,1.1857078,-1.0654142,-1.0223119,-1.3347461
NCI-H1793,-0.13771732,0.6766628,-0.9238912,0.66360354,-0.006298095,0.07881224,-0.7950157,-0.77169603,-0.21646918,0.24550182,0.86501616,-0.9489274,-0.7485369,0.5125187,-0.94289804,-0.069541246,-0.88850534,1.1901934,1.0823244,-0.8823941,0.504473,0.19335884,-0.8418426,-0.7870654,1.411103,0.07774638,-1.4518714,-1.3732773,-1.2416674,-1.0879042,1.309301,-0.97818416,-0.8329573,0.7169474,-0.010684237,0.76144534,-0.56463134,-0.07872863,1.6819509,-2.067509,2.993764,-1.2543648,1.0540072,-1.2947645,0.46879816,1.0161731,-0.49714276,-0.92049,0.7400917,1.3029658,-0.7795047,-0.5313431,-0.47001088,-0.66491705,0.07036692,0.19415219,0.94281036,-1.4356484,0.8611967,1.0425797,0.73200154,-1.3208787,-1.5859777,-1.0112836,0.10795173,0.7920592,0.1352915,0.72765446,0.9303466,1.9131033,-2.4944348,-0.11431869,-0.042216547,-1.5959064,-0.73195237,-3.94467,-0.5496963,-0.98464143,-0.46779263,-0.5594114
SU-DHL-6,-0.50570196,0.15831274,-0.66699475,-0.4414163,1.3818836,-0.18092348,0.6624085,0.16657344,0.45371673,-1.2280972,-2.674613,-0.7330395,0.788855,0.19635957,0.61021626,0.29683536,0.74134666,-0.066691026,-0.58603615,0.33741772,-0.31253502,-0.10235356,-0.5256229,0.057002142,0.22937071,-0.56459546,-0.040307976,-1.6644274,1.4270098,0.23068887,0.79233384,-0.25247097,1.9593437,0.21712127,0.08557831,1.1374284,-0.46436006,-1.4123827,-1.0633415,-1.2670922,-0.5236539,0.9628641,0.28888288,-3.1149662,1.0740266,-0.765849,-0.5803772,0.8478416,0.63168645,0.3532551,0.57053363,-1.9654611,-0.6824243,-0.7941121,1.0356038,-0.01742702,-0.006497944,0.3419963,-0.13157749,0.47420314,-1.2729641,-1.2655616,-0.621251,-0.7180211,1.1343226,0.8549391,0.16460845,2.0435584,2.2289033,1.4319078,-2.2787967,-0.16459598,0.3326888,-0.52911747,0.38881636,-0.6728401,-0.46082413,0.76784873,-0.50788325,-1.080373
JHUEM-3,-0.28628945,-0.2541705,-0.7950192,0.0021889042,-0.17012879,0.5540163,0.41653395,-0.48979354,0.32380757,0.8828506,-0.31220293,0.19309655,-0.04360246,0.1735903,-0.266379,-0.9202349,-0.36721584,-0.971998,0.36665666,-0.14628714,1.3584877,0.24136952,0.51509625,0.43373597,-0.5291179,1.0845057,0.89460766,0.26072103,-0.2624921,-0.31853753,-0.15056455,0.8553527,-0.113048494,0.3793578,0.36850974,-1.8655968,0.7163743,0.102622196,-0.660027,0.8674463,1.149804,0.37929425,-0.46498555,0.74189484,-1.2434534,-0.77583784,0.73688275,-0.109281495,-0.7957927,-0.4866171,-0.008381654,1.1190363,0.1292873,0.8273164,-0.75418967,-0.60466856,0.22023034,0.81930333,-0.51567554,-0.06371315,0.09822978,0.0023676734,1.4029562,0.07792978,0.08039206,-0.9847952,0.10970907,-1.1245682,0.6541469,-0.8697227,0.4094152,-1.0414389,-1.617554,-0.46758527,-0.82953894,1.4601963,-0.829561,0.46068788,-0.9132482,0.9079409
D341 Med,-0.28030977,-0.02802299,-0.24304324,-0.06321411,-0.05124503,0.62469304,0.7440251,-0.013399169,0.66164637,0.78798366,-1.02059,0.058775544,0.36498055,-0.32621065,-0.015128765,-0.68330026,-0.014281064,-0.8975786,0.073580615,0.40949613,0.9459729,0.5134821,0.48279187,0.3949421,-0.30217868,1.1281534,1.0597402,0.2148593,0.3624229,-0.4223817,-0.20328662,0.79584867,0.6301357,-0.08398609,-0.14385697,-1.48122,0.8207643,-0.41355124,-1.1777718,0.9158625,1.0767124,0.92031085,-0.8672894,0.661769,-1.1061225,-1.3044207,0.7220142,-0.19253859,-0.9416466,-0.7279879,0.23416093,0.3821888,-0.35967338,0.88520694,-0.51846766,-0.7355217,0.17291325,0.94953513,-0.44354856,-0.61178625,-0.39408106,-0.33871534,1.112119,0.20536302,0.71899915,-1.0358125,-0.27681613,-0.61703235,0.9568151,-0.7624253,0.26827034,-0.9091793,-1.4603293,-0.07740327,-0.4058174,1.8206012,-1.0133642,1.0588989,-1.17741,1.0379989
Peer,-0.1424322,0.13319357,-0.6227452,-0.46194276,0.08015296,1.1885717,0.9427064,-0.10526489,0.5022904,0.5563758,-1.6831923,-0.32570416,0.928454,-0.7680983,0.45820546,-0.5319693,0.24663128,-0.5381408,-0.09187053,0.69681835,0.44700077,0.8715031,0.7676066,0.4163889,-0.19061852,1.3750334,1.4088436,0.15316957,0.6620556,-0.7222688,-0.3688133,1.1761167,1.755723,-0.23037016,-0.86928564,-1.3487432,0.4603105,-0.73501253,-1.3193163,0.7396616,0.62942797,1.610754,-0.8812644,-0.26475713,-0.5745161,-1.4834346,0.12484294,-0.13311006,-0.51500624,-0.8853812,0.81275284,-0.09655149,-0.7880193,0.94533694,0.34169707,-0.33817834,0.011133373,1.3053699,-1.7337189,-0.06442423,-0.5574663,-0.043137133,0.8926564,0.39869553,0.8651926,-1.0773555,-0.21421506,0.14601061,1.0597718,-0.9032536,-0.48419026,-0.90450627,-1.2161022,0.13331044,0.30921227,1.9319682,-1.2405528,1.2488798,-1.4463029,0.89301836
SCC-15,0.05903268,0.5949374,1.1095829,0.70103186,-2.7357254,-1.7299637,-0.34131366,-1.2832702,0.18845299,1.018709,1.6122423,-2.300774,0.30847684,0.8610132,-1.1400627,-0.65145874,-1.0534616,0.8907788,0.17763343,-0.57464826,-1.3893847,-1.9456594,-0.5443793,2.0868022,2.1097636,0.097368345,0.58736974,0.25336766,-0.453896,0.20289074,-1.0969177,0.94465125,-1.6941489,-1.324983,0.54014283,1.9156058,-0.9210046,0.24981742,1.0644039,-1.3610873,1.6473182,0.19073965,0.22039476,-0.88339883,-0.019264882,0.4313224,-0.34793746,-1.377864,0.8892912,-0.92468077,-1.6175599,1.1117129,1.5207374,-1.463895,-2.1962109,-1.0473409,0.96309805,-0.9028703,0.91823,-0.007600477,1.1269451,-0.14660917,0.5922583,0.7480341,0.54157865,0.7640562,0.095950216,-0.5338057,0.83567715,1.1828233,-2.5560565,1.120248,0.8116277,-1.089284,-1.3479863,-1.7624712,1.4854195,0.060591564,-0.9805414,-0.5495452
ME-1 [Human leukemia],-0.15386742,-0.21300904,-0.557469,0.0865455,-0.27438167,0.63976437,0.452154,-0.51225513,0.2966246,0.83045363,-0.30992666,0.015198309,0.074675605,0.046904203,-0.14239612,-0.4509367,-0.34673572,-0.9430801,0.3739868,0.046129733,1.41339,0.25333223,0.5907351,-0.087426096,-0.62710136,1.0726199,0.9735369,0.03194516,-0.18613511,-0.14318745,-0.40323693,0.8911424,-0.08902076,0.3156178,0.019172605,-1.8798867,0.6007106,0.050250903,-0.8530177,0.87477,1.0328878,0.53267956,-0.62571824,0.88667357,-1.0691625,-0.80396676,1.1234579,-0.2346609,-0.8906023,-0.48556858,-0.007976264,1.1522235,0.042808965,0.97700334,-0.73061115,-0.62516856,-0.016954452,0.41003025,-0.6326421,-0.47202015,0.17946613,0.061870575,0.56241155,0.50428194,0.2532863,-0.6192881,0.04869647,-1.0995191,0.37766302,-0.7893708,0.48518103,-0.83570606,-1.602812,-0.36713675,-0.8049141,1.5923952,-1.0560607,1.0994358,-0.764273,0.85703164
HT-1376,0.15539478,-0.113204405,-0.912678,0.07581942,-1.0878212,0.5563638,0.14676258,0.25809318,0.13741219,1.067347,-0.24240589,0.7927187,0.7301498,-0.77297235,-0.29219022,-0.12743501,0.25154445,-0.36007553,-0.0136481915,0.06269149,0.9335062,0.4507287,0.11987807,0.701356,0.34181947,0.65213495,0.3444426,0.14755279,0.05976054,-0.19766417,-0.11956957,0.29614046,-0.18649319,-1.091766,0.9951567,-1.4818335,0.23585643,0.63587505,-0.41741157,0.39002755,0.62611985,-0.104803115,-0.75816727,1.2835536,0.31654257,0.38295364,0.975987,-0.64685035,-1.4961175,-0.114709824,-0.7093736,1.2944559,-0.13193363,0.77472913,-0.541788,-0.9715943,0.34346998,0.8923904,0.4484778,-0.2697374,0.40874413,-0.47821167,0.3064657,1.0096756,-0.41868794,-0.6352008,0.23786221,-1.2086059,0.19821434,-0.09656529,0.09232265,-0.6810497,-1.0207393,0.4638359,0.5877799,1.2534828,-1.3934662,-0.49629948,-0.33344227,0.42266136
