target_variable,target_class,target_class_label,layer,name,importance,explainer
Erlotinib,0,,mutation,MSH6,0.0012796011,IntegratedGradients
Erlotinib,0,,mutation,APC,0.002869218,IntegratedGradients
Erlotinib,0,,mutation,NF1,0.0018364599,IntegratedGradients
Erlotinib,0,,mutation,PTEN,0.0035123343,IntegratedGradients
Erlotinib,0,,mutation,TP53,0.0072673587,IntegratedGradients
Erlotinib,0,,mutation,BRAF,0.0019719289,IntegratedGradients
Erlotinib,0,,mutation,KRAS,0.0045184866,IntegratedGradients
Erlotinib,0,,mutation,SMARCA4,0.0015345613,IntegratedGradients
Erlotinib,0,,mutation,CDKN2A,0.0008469601,IntegratedGradients
Erlotinib,0,,mutation,PIK3CA,0.0020013563,IntegratedGradients
Erlotinib,0,,mutation,NF2,0.00061474857,IntegratedGradients
Erlotinib,0,,mutation,PIK3R1,0.00078716443,IntegratedGradients
Erlotinib,0,,mutation,CDH1,0.0010101857,IntegratedGradients
Erlotinib,0,,mutation,MAP2K4,0.000623191,IntegratedGradients
Erlotinib,0,,mutation,NRAS,0.0029225617,IntegratedGradients
Erlotinib,0,,mutation,STK11,0.0005793288,IntegratedGradients
Erlotinib,0,,mutation,NOTCH1,0.0017765003,IntegratedGradients
Erlotinib,0,,mutation,CTNNB1,0.001184662,IntegratedGradients
Erlotinib,0,,rna,SOX10,0.00033562272,IntegratedGradients
Erlotinib,0,,rna,CD53,0.00033067566,IntegratedGradients
Erlotinib,0,,rna,MLANA,4.3393917e-05,IntegratedGradients
Erlotinib,0,,rna,VPREB3,0.0001385284,IntegratedGradients
Erlotinib,0,,rna,YAP1,0.00022065273,IntegratedGradients
Erlotinib,0,,rna,MZB1,0.0003141181,IntegratedGradients
Erlotinib,0,,rna,FXYD3,0.00075958145,IntegratedGradients
Erlotinib,0,,rna,ESRP1,0.00021099242,IntegratedGradients
Erlotinib,0,,rna,MYB,0.0006060113,IntegratedGradients
Erlotinib,0,,rna,CCN1,0.00053896237,IntegratedGradients
Erlotinib,0,,rna,SPI1,0.00022300548,IntegratedGradients
Erlotinib,0,,rna,LGALS4,0.00011187224,IntegratedGradients
Erlotinib,0,,rna,PHOX2A,0.00015220202,IntegratedGradients
Erlotinib,0,,rna,CD52,0.00014828687,IntegratedGradients
Erlotinib,0,,rna,SPIB,0.00026074998,IntegratedGradients
Erlotinib,0,,rna,GJB3,0.00022942225,IntegratedGradients
Erlotinib,0,,rna,IRF6,0.0006963387,IntegratedGradients
