,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
Panc 03.27,6.354219,7.864325,-6.6253333,-7.6187625,7.7738285,-1.2101355,-1.4605273,8.375006,-6.082293,-1.2264937,6.5328474,1.7073191,5.9416566,1.0648141,-1.1307766,-0.71141505,-2.8978634,4.1211166,0.7296236,-7.4111257,-5.4349713,0.923064,-3.3926857,-0.4887261,-2.007445,5.673977,-6.2355065,-2.3141317,2.0883353,-2.539329,-0.73184526,2.164322,9.472164,7.3215194,7.165186,-7.416594,-4.3325744,1.8583469,6.659459,-2.8727918,-8.091397,-0.9684289,0.7168937,15.652298,-8.380859,6.0232267,3.1973047,-1.2916505,-1.0737991,-9.024069,6.4276457,-6.0288825,11.237895,-10.883119,2.2588103,7.657602,-4.1058774,-9.922422,-1.9004455,-5.995251,1.9477433,1.3334347,5.8452287,5.5336127,-3.903451,-4.881079,-2.7082858,-4.8058662,10.564777,1.0856594,11.548233,-3.426827,-4.7369075,-2.7369282,6.2480736,-3.0798082,-9.809514,6.624272,-2.8482828,0.6580592,-2.3318307,-9.077589,5.5163984,-8.28113,-10.212361,-2.3477986,-0.23586163,1.088652,-0.6788181,-8.752867,2.4655542,-2.9515984,0.009999551,-2.7860837,-5.0263133,-10.708087,-4.8830914,6.4951587,9.178906,10.973364,-4.2392125,-3.4212127,5.9702506,-4.531529,6.781782,4.902458,0.40994236,2.1525874,-5.74026,-3.4836771,1.1481768,-0.31530815
LS1034,21.262688,-10.088642,7.4113836,-7.0669293,-6.894432,-2.3331718,-13.519575,3.6060739,-2.7310522,8.353067,5.165862,16.421682,-6.7108145,9.159481,-14.418604,-8.161859,8.203295,13.941659,5.7197385,18.002611,21.542498,-14.192238,-6.375958,-8.763247,-15.058355,-12.758766,-1.2868545,17.120989,-16.20585,7.413551,4.518636,-6.0098124,-9.871888,8.646207,-4.0576525,-3.2245843,9.331772,2.976814,11.974333,-7.178281,-0.490357,-13.073615,-7.318346,2.757847,4.584444,-3.1359813,-16.09551,14.330704,-7.7914624,4.1325684,10.061726,5.2114897,-9.546616,-3.877476,-8.418129,-20.724216,4.197552,3.7301419,10.207793,-16.29465,-4.736754,-6.15492,3.2582529,-11.624901,0.53910404,16.704105,-1.2947464,-7.0148864,19.463316,10.595676,-8.117519,14.650975,-7.455244,14.046267,3.3003597,2.3093803,-13.46928,-17.446436,-20.737494,3.9590926,-2.7055223,4.972014,-12.872633,5.0823975,-12.951838,1.3456957,-1.4073324,5.0199127,-11.688371,2.0182025,2.8537307,3.7520366,13.885079,-23.51217,20.330814,16.891409,13.4328785,11.307831,3.8602474,-16.8484,5.6140413,-13.46351,-9.043941,2.1480613,-13.317573,-7.4712563,16.928314,-15.058255,-12.445684,12.354081,-3.7506468,12.537617
OC 314,6.368953,5.3349547,-3.6167002,-7.7291183,6.170479,-3.366613,-2.1159866,7.936942,-6.5466475,1.7874684,6.763358,3.5149195,3.928562,2.6062746,-2.3539274,-2.4359183,-0.22171901,5.1046214,2.298132,-4.079126,-2.821791,0.13869026,-4.9074874,-1.8423526,-2.7802703,3.861503,-5.036525,-1.2627757,0.76683384,-0.73995906,0.16295715,0.15855968,5.9734464,7.2523074,4.0555234,-6.2907085,-2.3304737,-0.1788181,6.055937,-5.383446,-6.4960523,-2.2551467,1.6758571,13.16649,-8.1890545,5.7663517,0.14843588,0.6574987,-2.7890158,-5.863591,6.501923,-3.4752293,9.495645,-7.766133,0.74155885,5.8701057,-2.460873,-7.281767,-0.042283796,-5.824989,0.20767227,-1.2185776,5.8059177,3.0096397,-2.454746,-1.9940187,-2.147018,-5.485485,7.991881,2.57608,8.172946,-1.548854,-5.081237,-1.0488228,6.4700894,-1.5055767,-9.595542,4.3290215,-4.474475,-0.31166524,-3.268251,-6.909845,2.721339,-4.9153605,-9.316105,-0.9305049,0.3132031,-0.8539037,-1.6499983,-6.9032435,2.2911918,-1.8008181,1.2598629,-1.8973055,-3.3546379,-5.4706645,-2.5867772,5.704268,8.780363,7.6055775,-3.0110414,-3.8820474,2.739372,-1.3999006,3.4856331,2.3337166,1.2407274,0.58140063,-5.2360625,-1.9273293,-1.0023236,1.5823491
PaTu 8988s,16.525675,2.104132,-2.7780907,-6.5475497,-4.5954866,1.9878625,-8.284303,3.8151946,-1.9508284,1.9738718,3.601574,11.22056,1.4875114,3.2428677,-6.9412227,0.4647305,0.7458926,8.647538,2.0156991,8.138956,14.135831,-11.859504,-4.1673527,-2.2260287,-10.506946,-2.756266,-0.3692875,8.499755,-7.2444124,-2.225568,-0.4752612,3.0315523,-0.48542523,8.226856,3.2931688,-0.6995987,-0.0131416805,10.476323,8.116097,-3.4248552,-2.17088,-6.630236,-9.566604,6.612651,2.3970227,-1.9423399,-8.225937,9.507911,-2.6283956,-6.477194,5.3971643,-3.695915,-3.7301924,-6.566682,-0.57860094,-16.24791,-4.788848,-4.8224072,4.426231,-12.133488,4.0584054,0.1304516,-1.3659528,-1.4795371,-4.8752575,8.4240055,3.1785798,-3.6614468,11.940266,5.263749,3.0413182,6.620303,-1.2353065,3.05622,0.7255007,-4.3671985,-10.454152,-8.937618,-14.548192,8.929122,2.259204,4.7210407,-5.064249,-5.502677,-14.349667,-4.411885,-3.1007307,2.9256642,-8.060014,-6.1426053,-2.6365342,-4.885474,8.620147,-22.56003,8.481249,4.6239543,5.1978903,5.8392587,4.611767,-4.5085545,6.912351,-10.14763,-1.9586406,-6.1255584,-3.9105191,-2.601253,12.398488,-7.586777,-7.586783,5.421206,3.0180109,7.364208
KMBC-2,5.068455,5.3628526,-5.211071,-4.045992,4.371544,-1.5312604,-0.61651987,4.668702,-4.559639,-0.44301698,4.3584595,1.9590429,3.8151033,0.97054994,-1.7206404,-0.97275317,-3.61525,2.209392,-0.9630392,-5.6849403,-1.6790674,-1.3614409,-2.5852554,-1.3591079,-2.9890494,3.7007623,-2.0878148,-1.5607957,0.7707181,-2.2831023,1.0611303,1.6331041,5.750427,4.634765,4.2479887,-3.5266125,-2.2896702,2.414739,3.6673052,-1.3045788,-5.530455,-0.6150381,-1.3326693,11.361056,-5.593219,3.6902351,1.3178949,-1.0848371,-1.0862498,-6.3133984,3.5987809,-3.9336967,7.7278094,-8.82881,0.65792984,3.044952,-4.952519,-8.1584,-1.3884861,-3.9743757,2.1310196,0.6305068,3.03954,2.597857,-4.3848224,-2.6010964,0.46687624,-4.281208,7.8715954,1.4085362,9.197445,-2.787937,-3.9925878,-0.20041502,4.04876,-1.7433323,-6.961041,3.6944358,-3.3839166,3.286953,-1.4787118,-4.496089,3.7365596,-5.423998,-7.230048,-1.7717227,-0.55908155,2.7054186,0.075216666,-6.6495514,1.6639004,-1.9943333,-0.4251375,-5.055406,-3.190098,-7.544838,-3.6950336,4.9612417,7.8323026,8.095577,-1.9296672,-3.2538075,3.9655976,-4.0065284,4.1098166,2.9414496,2.362927,2.8602057,-3.8978252,-1.3932613,-0.026971754,1.2530451
MEG-01,-8.439478,-36.340313,24.733385,25.686235,-28.56888,14.847199,-2.9261734,-38.013714,21.931345,-0.44933644,-22.19505,-2.990934,-26.961369,-3.3781474,-4.119002,8.191569,9.8301735,-13.838173,-9.210072,33.57942,30.660358,-5.1979604,17.715197,5.0481668,4.7667184,-28.438055,15.518999,17.625502,-16.589134,11.539918,2.5908937,-8.219812,-32.42292,-21.488655,-12.174491,17.77451,27.184603,-1.747122,-14.618193,23.485762,20.582388,-3.9431946,-7.1549525,-50.07577,36.271618,-22.953587,-10.5278425,7.102518,8.315918,28.73644,-21.029547,19.908735,-54.842426,24.645224,-0.7058189,-38.59283,9.643227,35.63974,2.48869,3.9193969,-12.649643,-1.3084726,-15.445028,-24.685324,15.801706,17.153633,6.968741,19.513338,-15.754905,-1.5764172,-43.494083,17.398272,13.033617,16.483706,-25.598963,13.612948,26.811657,-29.865934,4.3389063,6.2850175,13.962725,31.92151,-30.234032,19.059126,22.111076,8.116647,1.0440745,9.092923,-6.1515203,33.665062,-1.0897043,10.252409,5.8907437,-17.223993,28.793655,33.81525,16.59719,-16.649826,-36.361088,-46.049286,12.254899,5.002403,-14.012743,15.775688,-27.625008,-7.7465277,9.757619,-18.57686,13.952757,12.321035,2.9603302,6.5169797
NCI-H1915,1.2146152,1.6531184,1.0733618,-5.4855185,5.7931232,-4.0578055,-1.8106827,6.690527,-4.4737706,0.62579966,4.1484017,1.3613166,0.1676298,2.8123028,-1.4128147,-3.005664,1.3096181,2.8836405,2.5039058,-3.7528522,-6.522533,4.0686913,-3.2215972,-0.3503659,0.8177068,1.245514,-5.333648,-1.1970625,0.28308198,2.1139028,-0.7231058,-3.2213204,3.3711276,4.7486115,2.4320562,-6.4271016,-0.7931881,-5.605716,5.6291313,-4.5887694,-4.2988434,-1.1452167,4.888157,7.819904,-5.943136,4.1206045,1.1902956,-1.3712262,-1.605017,-1.3817875,4.905002,-0.01532191,6.7293315,-4.782377,0.3212525,8.664026,1.7693849,-0.35076427,0.0872818,-3.4598556,-2.9015048,-0.74262136,6.965218,2.3315544,1.4840064,-2.3590584,-5.751704,-3.1100528,5.1228642,0.8940805,2.6976674,-0.27185252,-4.503483,0.12878829,5.1309686,1.1265448,-4.8944864,4.950664,0.010922473,-5.8428154,-3.9238038,-8.261744,1.8335403,-0.55289197,-3.338242,1.4710205,0.88830984,-0.9432652,0.9529065,-2.3907413,4.300555,2.1210268,0.23051766,6.914783,-2.5384676,-3.4109528,-1.2337908,4.3881974,4.5727057,4.294129,-5.503954,1.1284286,1.5393245,3.718738,2.3118665,1.4364171,-2.3307977,0.37446445,-2.5876489,-2.9019926,-0.9271149,-0.87262505
RKO,7.7158875,-4.202025,3.4738722,-1.954603,-4.543006,2.4922981,-6.384886,0.848386,1.3423439,1.2714589,0.41065598,6.6627502,-2.2444682,3.8563223,-3.0135162,-0.24998046,4.720578,5.594135,5.1357646,10.5833645,7.345616,-4.040626,-1.2449976,-1.02428,-3.9694104,-5.7695913,-2.529104,8.834512,-6.7638726,1.8478543,-2.7785125,-1.9621909,-3.9310398,2.8480413,-1.6582491,-1.2124203,2.2830706,1.3945247,4.568984,-2.257763,2.4151232,-4.0750504,-3.9104023,-3.6590273,4.819863,-2.451028,-5.7595034,8.059174,-0.67121035,2.0338547,2.544491,1.5347965,-8.264024,2.5091195,-1.5024778,-10.454917,3.8804815,5.275869,4.9293594,-6.68805,-0.77456915,-0.3758275,-0.70065403,-2.7002494,1.8070251,7.428116,-2.4331424,0.32854652,4.3398767,3.2713299,-7.3127346,8.264163,-0.0634174,2.4999204,-1.4889995,-0.6348084,-2.9298499,-8.686387,-6.273031,0.0021638386,0.19829543,3.0217934,-6.0144258,2.3112519,-4.8220057,-0.47581732,-2.2683415,-0.72082454,-6.222774,1.7158513,-1.1670388,0.7551037,6.952342,-7.0785813,9.939026,8.375227,8.236875,2.5854378,-2.3382359,-10.802813,4.20171,-2.6057255,-4.3869076,1.3217518,-4.99025,-4.1500688,4.706198,-8.149053,-4.015894,4.4789767,1.294514,3.0896113
SK-UT-1,0.44686443,1.194379,2.1659665,-4.4679875,2.5922344,-4.525838,-3.7268002,5.7412677,-1.2046012,1.444733,1.2227184,2.3499072,-3.5219166,2.1403458,-1.0421039,-2.3112552,3.4425983,2.5355554,1.7775221,-1.5929096,-5.295348,2.1642318,-1.3543259,1.8397073,0.89061004,-1.4689617,-3.1594782,-0.20122667,-0.54276896,0.92721057,-0.84901017,-1.3470614,-0.07994843,4.6122622,3.8069503,-3.2259235,-1.8246957,-4.1874547,5.6385355,-5.056163,-1.2918562,-2.8717952,2.9407384,4.7145557,-2.0604591,0.36839497,-1.120417,-0.77488494,-0.3027866,1.2702962,2.1694272,0.03650528,6.066969,-2.8969588,0.11390323,6.417308,1.4341512,1.7366372,1.3325429,-3.918129,-1.3865849,0.58041734,4.851909,2.668232,3.4770718,-0.27641037,-6.54907,-1.2750504,1.9824432,-0.25280827,0.20311618,1.2558866,-2.727557,-0.72009027,1.8244388,0.27603546,-1.7712932,2.8626668,0.026527327,-6.928525,-2.0028706,-5.789543,1.4690517,0.5168861,0.21408918,3.060204,-0.36169782,-2.4161706,2.5180047,-1.5279748,2.3922937,1.3534906,0.86414146,5.7020607,-0.9452839,-1.2412051,1.1176845,2.9026752,1.279622,0.99691945,-3.4931386,1.4064038,0.6650744,2.79934,1.0494431,0.33911386,-0.8329191,0.068620406,-1.3894348,-3.7286732,1.0841279,-3.4724264
786-O,2.8637714,11.706969,-6.5528355,-10.929874,13.503673,-5.243038,0.13399932,14.927135,-8.045808,-0.14404224,7.7801647,0.18527368,6.97279,3.4048517,2.5744705,-4.124311,-1.0585715,4.956716,5.2671337,-11.636651,-16.126394,7.1873994,-6.898987,-0.49880573,1.0378805,9.072898,-9.785441,-6.6776,5.408986,-2.6109033,-2.779202,-0.63523114,12.362757,9.310307,6.3756638,-10.629541,-9.001431,-3.6672678,8.414038,-7.3403845,-9.21053,1.8303385,6.0300913,18.410152,-13.375381,8.399186,5.383392,-3.9927046,-3.140819,-9.552356,10.010267,-6.2930536,19.728205,-11.663524,0.013358513,17.129547,-0.1929502,-8.745348,-2.3424258,-3.7844589,1.3154575,-0.4185983,9.558157,9.176711,-3.8836896,-8.564192,-7.209298,-8.517662,8.803042,1.8262374,14.420179,-5.9993615,-7.292119,-5.2861795,9.658585,-3.660091,-10.8168335,13.858741,0.57355326,-7.186837,-6.042251,-17.580126,11.109257,-6.3214293,-6.904274,-1.3611021,-1.0359809,-4.3466353,2.131369,-11.099244,3.1757517,-1.1904597,-1.4232008,10.586121,-10.44268,-13.832579,-7.263366,8.276142,13.632741,16.108675,-6.314682,0.346022,5.462595,-3.4159403,11.335526,4.4966917,-5.663732,6.1703196,-6.8375587,-6.9084783,-0.2382769,-3.459858
NCI-H1373,5.6115537,7.696607,-6.0760255,-7.979401,9.113483,-2.9159245,-1.2049385,9.97102,-6.852712,0.53611636,7.126568,1.8640159,5.6999598,2.940808,-0.4808616,-2.4214897,-1.7749593,4.638306,2.9543786,-7.1780267,-7.1359096,2.2660592,-5.2111025,-1.7359452,-2.4399161,5.9401565,-6.719278,-2.6134987,2.6183074,-2.0183241,-0.35859904,1.0672109,9.062439,7.167005,4.7656927,-7.8740363,-4.4347606,-0.18341741,6.3856983,-4.9170513,-7.9797435,-0.3918914,2.3826213,15.886377,-9.943957,7.122431,2.477447,-0.5803367,-2.2451892,-7.4219275,7.7489057,-5.383028,12.597846,-9.389873,0.0438279,9.77961,-2.3717673,-8.957622,-1.3627574,-5.0145864,1.0021017,-0.44162023,6.6831384,5.495075,-3.852012,-5.008172,-3.1429453,-6.175129,8.869638,1.8310332,11.314745,-3.226348,-6.050893,-2.7595859,7.557812,-2.5188618,-10.239165,7.5828815,-2.5392804,-1.7043799,-3.6826081,-10.27584,5.651051,-6.335103,-9.063474,-2.3298378,-0.4563187,-1.0508536,-0.41221333,-9.420012,2.4616451,-2.155142,0.7501437,0.9721217,-5.5823703,-9.590351,-4.5042243,6.866298,10.604644,11.02552,-4.3866096,-2.7478573,4.4970922,-3.7221875,6.728409,4.085849,-0.8246695,2.8535337,-5.992694,-4.452476,-0.6052982,-0.0638662
IA-LM,2.0669417,5.827806,-1.2503364,-9.286798,10.470284,-6.241714,-1.8310319,12.683798,-6.7967253,1.2168913,6.632499,1.6639439,2.2226875,4.8205523,-0.16243313,-5.3976808,1.1672742,5.0397916,5.0651045,-8.030156,-12.615051,6.1899834,-5.920951,-0.7382436,0.31409764,4.0465646,-8.581891,-3.4382446,2.0750115,0.89027953,-1.3936986,-3.4940872,7.17179,7.8528924,3.9799278,-9.759169,-4.411861,-7.1830516,8.680727,-8.115334,-6.8309817,-0.32254025,6.733121,14.146394,-10.679598,6.8861313,2.5969176,-2.7429397,-2.620364,-3.7081497,8.7729845,-2.2638671,14.729725,-7.9989333,-1.3591564,15.839913,2.6487718,-3.3415189,-0.12779468,-3.6989665,-2.1355271,-0.96629214,10.392182,5.748041,0.04875751,-4.8043804,-8.860162,-6.2081766,7.9262156,1.496156,7.951955,-2.1463065,-7.673376,-1.5970855,8.986546,-0.23654789,-8.519491,9.772215,0.19257866,-9.435116,-6.2598357,-14.939401,6.338585,-2.0976849,-4.1601787,1.2561373,0.014756788,-3.1823945,2.3683617,-6.2602344,5.3054442,1.8250743,0.14762476,11.697766,-5.7122335,-7.8270073,-3.3187456,7.518933,9.431584,9.783645,-7.5391135,1.2003874,2.7628171,1.8018237,6.221158,2.4044998,-4.4833174,2.861569,-5.4489555,-5.628775,-1.6334221,-2.3743453
RCH-ACV,-3.9434962,-97.325005,74.198105,47.09288,-65.91047,21.835934,-19.608397,-75.110855,44.11776,13.359577,-42.115303,8.551522,-72.48233,6.9843936,-21.950981,-1.6877688,39.37004,-12.420814,-6.2235117,90.79129,77.06658,-20.2158,30.85069,-0.46474287,-0.46712267,-80.66825,29.009903,53.847862,-55.452957,42.452133,14.069945,-35.88423,-89.50508,-38.539463,-38.78064,33.080967,72.049095,-19.740976,-20.279142,35.075165,47.511684,-23.666708,-10.703743,-112.1735,78.89691,-49.76957,-40.51947,25.841202,7.955992,81.04167,-34.00436,58.358017,-121.53999,61.721813,-19.843271,-85.29208,42.268566,91.910126,21.298494,1.6204294,-41.841385,-15.02834,-22.371933,-70.29691,45.03456,58.704662,0.8494903,33.084057,-18.268215,9.39637,-113.85242,54.06306,13.991373,54.652992,-46.38032,39.618694,49.780155,-81.91359,-7.2964063,-0.7455558,18.03802,63.40997,-77.10294,60.869762,49.45624,31.45964,7.0661936,15.977911,-19.424683,88.515465,9.240654,37.479977,25.115396,-36.228947,85.72586,97.294205,55.769394,-24.317064,-78.07422,-122.74786,23.914625,2.2698388,-46.425114,50.30872,-77.59513,-30.476278,29.528025,-57.266396,16.704323,44.3857,-7.973034,25.695087
ChaGo-K-1,5.3225765,5.8604884,-5.071603,-2.7006912,-0.37979695,1.213209,-0.9238254,2.0900502,-1.8089472,-1.3157308,1.7203737,3.4963887,3.7207344,-0.41904616,-0.82252944,3.3087661,-3.6066656,1.1439003,-1.4144192,-1.8251983,3.6788898,-4.381111,-1.818179,0.9473982,-3.3659043,3.245826,0.80782825,-0.42957225,0.5360888,-4.6377816,-1.4285744,4.5500984,3.8096857,3.6868992,4.0047917,0.34043348,-2.876546,6.858809,1.9014611,-0.7889403,-2.3208039,-0.27598462,-5.1313286,6.33583,-1.3356293,0.9925817,-0.6765476,2.0330293,0.60692555,-6.9811707,0.4628207,-4.9708433,1.6482482,-4.822901,3.321021,-4.433561,-7.374696,-6.2475524,-0.68481326,-4.258387,4.776024,1.9331993,-1.8882009,3.1293304,-4.9162126,-0.064172134,4.0015798,-0.87826085,2.0023406,0.14194317,6.996208,-0.97085935,0.951367,-2.3703122,0.13034865,-3.5845296,-4.1798353,0.4135128,-4.0657115,6.5922713,2.3604312,2.4323828,0.4901243,-7.026307,-8.082389,-4.169492,-1.9620163,1.0146887,-1.392978,-6.9298453,-2.763241,-5.6951847,1.3537225,-9.524577,-2.0026653,-3.3197453,-1.9958712,0.2886201,3.8135922,4.5231223,3.2145236,-3.1891394,2.4961143,-5.158741,1.7650094,1.1951884,3.8558378,0.6088733,-0.90179265,-1.5779325,3.2394946,2.0059712
TT,14.085846,-6.1356187,6.1483483,-6.9113564,-7.562374,-0.9852366,-11.608518,1.4831827,1.9259489,5.5592623,2.942969,11.240705,-8.292231,6.1380544,-8.024606,-1.9373564,9.702115,8.658771,5.873346,14.725321,13.098546,-9.595541,-3.9344532,-0.7279076,-5.493277,-10.149919,0.6518542,12.46023,-11.601154,3.9261248,-0.09223156,-1.9455345,-8.431902,6.601487,-0.0750831,-0.5248752,3.8746474,3.3898382,9.380348,-6.026236,2.578141,-10.767646,-5.5010157,-1.301785,6.8623405,-6.1390963,-14.261282,12.866244,-3.7647254,4.6842227,3.8474278,4.0819917,-7.828398,-0.59998167,-1.9082825,-16.429785,1.4444953,5.0682635,7.770332,-15.016394,-1.5290741,-2.9974537,1.1866964,-4.890005,4.868205,11.585625,-1.8834649,-3.0856159,6.380276,5.187655,-9.146898,12.461066,-2.196093,6.63666,-1.3512074,-0.808215,-6.403938,-13.624044,-13.537,-0.2471475,0.65585357,7.3504004,-9.624317,5.48589,-7.346542,0.33829796,-3.3362017,-0.60228235,-6.4465523,1.237906,-1.7873149,-0.06837208,11.799627,-14.59502,12.61044,14.632195,12.339144,5.6895776,-1.4671227,-15.84378,5.8960905,-7.7336955,-7.5533037,1.5869936,-8.987918,-4.636116,11.199859,-12.054149,-5.5526714,4.8517146,2.7344968,4.6859736
RT112/84,1.9254802,7.278231,-7.7596083,-2.624651,5.240986,0.36842144,2.2627015,2.7018805,-4.6589074,-3.4194388,4.4761186,-0.9552063,6.0122004,-1.6156809,0.7779601,2.6042416,-5.868805,-0.8299854,-3.2548544,-8.277698,-4.1671715,0.88185686,-1.0461838,0.5400309,0.54531884,7.101945,-2.0490634,-4.186256,3.9353201,-3.644485,-0.5631236,3.2479854,8.722977,3.1162992,5.9629564,-3.7623982,-3.8587987,3.694349,1.50157,1.4036995,-6.153849,0.89874077,-1.1228106,11.225126,-5.854976,4.6826077,4.8848567,-3.1924894,0.72499716,-8.877813,1.6221926,-5.325756,7.362415,-9.438756,4.710386,4.094897,-7.669031,-9.962952,-3.6279197,-2.93138,3.4862866,2.0932229,1.6913234,4.56342,-4.8789215,-5.6685514,2.2059987,-2.5048664,4.9413266,0.10940947,10.656935,-5.329097,-1.7718287,-3.874219,3.1072752,-2.514667,-5.5706778,6.401175,-0.095949724,4.979575,-0.34869832,-4.2554245,6.04493,-7.774497,-7.8796782,-2.6311464,-0.9228164,2.9930108,-0.13637687,-7.4198937,0.5330583,-3.163604,-3.011616,-3.8422334,-6.9087024,-10.812632,-6.0338674,3.2372634,7.64825,11.250006,-1.7626164,-1.665373,6.1429973,-5.005721,7.061019,4.7791476,-0.39773268,4.8768578,-1.4590102,-3.418111,2.0188541,-0.9522781
SNU-61,16.40376,-0.23395629,-1.6866342,-6.1701207,-3.1934617,-0.49871957,-8.062636,3.727912,-3.4104133,3.9048514,4.998,11.079586,0.19317259,4.432216,-8.646246,-2.5500772,1.2335078,8.880593,1.8147049,7.703877,13.80857,-11.325551,-4.898295,-4.8609776,-11.255553,-3.6333833,-0.4836269,8.723965,-8.0219145,0.11459107,2.2861035,0.74894893,-1.3797178,7.8837366,1.3185718,-1.8017502,2.2180295,7.6957293,8.159488,-3.8302963,-3.146025,-7.546331,-8.029318,8.001556,0.7973421,-0.81311524,-8.864272,8.658953,-4.4734235,-3.9511993,6.6942277,-1.6393386,-2.199659,-7.8697,-3.0348635,-14.442291,-3.4699786,-5.0071054,4.6435294,-12.010893,1.6065278,-1.992043,0.8488158,-4.044026,-4.3875213,8.560308,2.8005836,-5.7913847,14.5919485,6.6655173,2.4778948,6.3996572,-4.2100773,5.9561443,2.6381953,-2.000672,-11.86574,-8.665326,-15.017157,8.025096,-0.036295425,3.0766833,-4.949016,-2.7084575,-13.554554,-2.4414976,-2.2877438,4.308139,-7.926817,-4.777267,-0.29750714,-2.190639,8.182108,-21.493933,9.196353,5.0385933,5.1552525,8.400787,6.6727657,-4.428618,5.1651096,-10.985134,-2.4784288,-4.387173,-4.5434713,-2.591054,12.683039,-6.652215,-8.965146,6.3971934,-0.03700992,8.176986
KP-2,7.4704785,8.50361,-6.90989,-7.512742,7.211543,-2.0450048,-1.6476595,9.450161,-6.739945,-0.37205115,6.6954165,3.4295185,6.541742,2.2379918,-1.555544,-1.3793912,-3.5168295,4.9252744,1.5185374,-6.9625463,-3.7986212,-0.5609452,-4.9516873,-1.6913993,-4.3517113,5.706849,-5.4299903,-1.8086934,1.6624725,-3.3517754,-0.45238677,2.1882107,9.028688,7.7358956,5.681363,-6.5794134,-4.514196,2.465997,6.6391945,-4.3315024,-7.676599,-0.66034645,-0.6143392,16.214437,-8.880193,6.3245726,1.985715,-0.2144932,-1.6743461,-9.22063,7.118194,-6.539366,11.5463,-10.545964,0.6290971,6.2859387,-4.538126,-10.421663,-1.0815387,-5.681004,2.7534254,0.70861435,5.1422853,5.0859427,-5.6817775,-3.665807,-1.4520154,-5.7651796,10.559436,1.9167168,12.599575,-2.9627771,-5.185706,-2.0466986,6.7935333,-3.2842197,-10.843518,6.061268,-4.4625206,1.7838501,-2.49012,-8.271159,5.039232,-8.336416,-10.937593,-3.183743,-1.0482168,0.80995494,-0.99244505,-9.913903,1.8123631,-3.4438696,0.8688862,-4.1767855,-4.4449887,-9.63636,-4.5089536,6.7567267,10.546317,11.034369,-2.7668235,-3.8609002,4.9336033,-5.2395186,6.020707,3.456934,1.6268098,2.422662,-6.3621063,-3.0764186,0.22230166,1.1628437
NCI-H1755,4.0264883,10.780193,-5.5792084,-10.546576,10.922577,-4.8857903,-1.3486499,13.899886,-7.954351,-1.2973672,7.1428814,2.5837905,5.851364,2.5827959,0.6591654,-0.9040772,-1.7687529,4.4184337,3.0635436,-10.83283,-11.592594,4.5970144,-5.9546065,1.7237705,-0.56021756,7.145567,-8.67848,-5.779338,4.044141,-3.3018558,-3.4186375,1.2472141,11.104938,9.917753,7.8510475,-9.396867,-7.288915,-2.2292395,8.872659,-7.6775656,-9.11223,0.26307595,4.317514,18.41176,-11.5900135,8.056162,3.5882077,-2.3464565,-1.0843233,-10.266992,8.314068,-6.7007837,15.715722,-10.436156,3.1262813,14.178721,-3.6263835,-7.6798387,-2.0347898,-6.203337,1.5946691,1.7331448,9.023977,9.3259115,-2.6238878,-6.503352,-5.869856,-5.8894033,7.2069974,0.13401993,13.038631,-4.2447863,-5.126511,-4.4777265,8.098305,-3.520525,-9.446033,11.511996,-0.73064655,-5.7565575,-3.515297,-12.834266,6.7723927,-9.00095,-9.940325,-2.765162,-0.066245615,-2.861134,2.0974998,-11.124623,3.0230467,-3.1953251,0.029370226,6.408783,-9.201723,-11.842515,-6.16569,5.083493,10.270859,14.099964,-6.5938473,-0.13453226,6.1214666,-1.3848519,8.502269,4.3025656,-3.762857,3.2410643,-4.2182527,-7.7426095,2.2253382,-2.0455832
