feature,na_percent,variance,selected_cleanup,laplacian_score,selected_laplacian
AAK1,,,,0.010880760702705534,True
AATK,,,,0.031093651429136972,False
ABCA3,,,,0.007645058798857039,True
ABCC3,,,,0.021841823636527584,True
ABCC4,,,,0.016427526051253374,True
ABI1,,,,0.030453166503104225,False
ABL1,,,,0.02021211193587314,True
ABL2,,,,0.03315721626580343,False
ACACA,,,,0.01706392953984276,True
ACACB,,,,0.013308824096412679,True
ACSL6,,,,0.04404569977452522,False
ACVR2A,,,,0.028347082817197725,True
ADAM12,,,,0.02197091134265887,True
ADAM17,,,,0.03263348657933677,False
ADAM18,,,,0.03417397517095508,False
ADAM22,,,,0.03811062013372628,False
ADAM28,,,,0.015045148170442274,True
ADAM29,,,,0.028755718262438827,True
ADAM32,,,,0.02785940567113485,True
ADAMTS18,,,,0.007250819629492083,True
ADAMTS19,,,,0.011469447719313342,True
ADAMTS2,,,,0.022685069310499628,True
ADAMTS20,,,,0.01944696660185195,True
ADAMTSL3,,,,0.011710494563142064,True
ADARB2,,,,0.05758584517143155,False
ADCK1,,,,0.03657858911820629,False
AFF1,,,,0.03814797109952209,False
AFF3,,,,0.00796208987988231,True
AFF4,,,,0.02533964887083653,True
AGAP2,,,,0.017933818477066203,True
AIFM3,,,,0.04620826260706871,False
AIM1,,,,0.032612293588007116,False
AKAP12,,,,-0.003236732052189702,True
AKAP4,,,,0.04157557868352419,False
AKAP6,,,,0.006800550501831331,True
AKAP9,,,,0.012076881536926428,True
AKT2,1.0,,False,,
ALK,0.0,0.0042312608436076305,False,0.025192323320225488,True
ALPK1,,,,0.03419891104962679,False
ALPK2,,,,0.014310232981408808,True
ALPK3,,,,0.038618057852217016,False
ALS2,,,,0.03655756107441209,False
AMHR2,,,,0.01977443775114107,True
ANAPC5,,,,0.042182222115800215,False
ANKK1,,,,0.04013161077071272,False
APAF1,,,,0.05400148450563765,False
APC,0.0,0.04584266601488154,True,0.007182318400327333,True
AR,,,,0.024643191213796094,True
ARAF,,,,0.04167544799473321,False
ARFGEF1,,,,0.015473253255634213,True
ARHGAP29,,,,0.04197319804824888,False
ARHGEF10,,,,0.023830113750618675,True
ARHGEF12,,,,0.019673104812841055,True
ARHGEF7,,,,0.04279676992832674,False
ARID1A,,,,0.015844220103298796,True
ARNT,,,,0.03522662213596343,False
ASPH,,,,0.023689879889176868,True
ASTN1,,,,0.028240813352435598,True
ATM,,,,0.00804926152553525,True
ATP10A,,,,0.01994643423539109,True
ATP11A,,,,0.023586595047679845,True
ATP13A5,,,,0.018201129656557985,True
ATP8B1,,,,0.030335631415325647,False
ATR,,,,0.01151138636248245,True
ATRX,,,,0.013490077028772104,True
AXIN1,,,,0.05380463875931009,False
AXIN2,,,,0.025582572030331013,True
AXL,,,,0.03400399883240929,False
BAI1,,,,0.03168336402413207,False
BAI3,,,,0.012121822947233296,True
BAP1,,,,0.026351271496962564,True
BAT3,,,,0.03129707653856217,False
BAX,,,,0.03585748991103202,False
BCL11A,,,,0.013643403828570317,True
BCL11B,,,,0.029478644664163237,False
BCL6,,,,0.03157479106306788,False
BCL9,,,,0.018085431682384284,True
