,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69
BICR 31,0.3173171,-0.36534464,-0.5721307,0.67832196,-1.9704736,-0.6168489,0.8445123,-2.512867,2.4415903,0.16776659,-2.2547607,0.044824,1.2845274,0.80064714,0.19761367,0.122205235,0.66029084,-0.25976214,-0.9815593,0.17559348,0.35408962,2.472911,-1.439154,-0.85546106,1.2597456,-1.2344915,-0.41164577,0.7523204,0.06906867,-1.281915,-0.036306493,0.47742528,0.69997644,-1.3667005,0.6148436,1.5110853,0.5962604,-0.6554819,-0.7918554,-0.42213446,0.25247884,-0.9313355,-0.27701876,-0.002378879,0.48642382,1.7524776,0.19578426,1.3637326,1.0610803,0.9882992,-0.019630969,-0.32719374,-3.0239937,0.5436417,-0.8618243,-0.28781143,-1.995684,-0.8126016,0.507058,-0.77789766,-0.99993414,0.49416387,-0.31299475,0.7774701,1.1210876,0.5557683,0.17284805,0.37248617,-0.02229619,-0.38975188
LP-1,0.7804973,1.3555912,0.9340938,-1.0237755,3.2349868,-0.94854134,-0.6304433,0.12586959,0.8378273,0.11904746,2.0722144,1.585143,1.1122435,0.23762137,-0.48114476,-0.18850958,0.17315328,0.73528665,1.8533132,0.26577228,-0.8416887,0.034484804,-1.0054065,-0.26461852,-0.1697072,-0.12893213,0.1912926,1.6565319,0.5880793,-0.99911636,-1.5390272,-0.7952157,-1.2630892,-0.83367264,-0.6396777,2.0455105,-1.9881948,1.0873435,0.46524954,0.89249027,0.09702413,0.17243236,-1.739501,-0.918321,0.82049507,-0.18926516,0.10617186,0.5895452,1.4486215,-0.8430927,-0.93678504,0.67614913,1.7815107,0.5140165,0.47885597,-0.21924347,1.3831241,0.7109345,0.7963154,-0.38409224,-1.5702666,0.87234676,-0.7735341,0.7524719,-0.4641155,0.5029484,0.97072864,-1.9656496,-1.1040666,0.25719365
Hs 895.T,1.0349839,0.3684488,-0.81343025,-0.69765174,1.0864058,-0.35746244,-1.3208677,0.9475789,-0.26193634,-0.5667275,-1.0378814,-0.45536765,0.5262461,0.26548368,-1.0247253,-0.13876829,0.2978623,0.26606968,-1.4740763,-0.46354043,-2.5531502,-0.05495896,1.17085,-2.0746179,-0.6972369,-0.36464107,-2.1368275,1.3025512,0.019874845,-0.7018143,-2.6608744,1.4091265,-1.9074327,-2.0189795,-0.78745943,-0.77659255,0.5932899,-0.37599757,-0.6981851,-0.27298677,1.1071451,0.34655243,-0.8370762,0.88043857,-1.3105577,0.02086325,-0.085133635,-0.20689707,-0.8245398,0.77027065,-0.44702584,1.2711542,1.5064572,-2.056344,-1.4787337,-2.0254233,-0.077446215,1.2443346,-0.9522259,0.09751083,-1.3965927,-0.6486923,0.642584,-0.6745036,-2.1206536,2.2825115,1.9496573,0.047696695,0.046238773,-1.2640669
SW620,0.49638438,-1.1766574,2.3855577,-1.5664628,-0.030066065,2.612561,1.440168,-1.6249933,-0.32916608,-0.44332492,3.3433444,-1.4128823,0.34920293,-1.1080098,-0.5208852,-0.6345315,-2.6071067,1.3814064,1.9412446,1.0001024,-0.87950516,-1.976549,0.26323554,-1.3731036,-4.0524096,1.5017335,-0.29432783,0.96776325,-0.433415,-0.05350778,0.62014127,-2.3705294,1.9546343,-2.7035773,-0.15210485,-2.8778217,1.2090858,-0.33325812,0.6296026,-1.6712052,3.451098,-2.6194887,1.5929817,1.3843923,-2.4194927,-4.635186,0.099222936,-0.7435973,-2.627552,-1.6436396,3.1800792,2.9133828,2.7835143,0.54361796,1.4599909,0.25411862,4.2083406,-0.3353477,-0.8871771,0.17240119,4.239448,-2.4003057,-0.21158929,0.5061119,-0.15174028,0.8022597,-1.255195,0.03074926,-1.2020705,0.36442572
IOMM-Lee,0.8634841,0.71682334,2.0049126,0.28610122,1.4311408,-0.5475904,-0.7244892,-0.7986572,0.12202106,0.47329006,-1.3289396,-0.2896416,0.09957252,-0.75576425,1.1344969,0.6323309,-0.4907506,-1.5792426,-0.63070226,0.55569685,0.39744112,0.28221646,1.1779178,-1.2222075,0.26295164,0.4425014,0.60525215,-1.5730528,-1.796148,-0.41889074,-1.3945727,1.1446323,-0.00074918335,-0.8732471,0.3171019,0.9223534,-0.5437144,0.61525166,-0.24950834,-0.4976041,0.31572327,0.59382504,0.5572465,0.5381555,0.06476903,0.30257696,0.17553982,0.3926216,0.03485702,-1.7956007,-0.06608219,0.96294063,-0.10331331,1.806064,0.13248037,-0.3610683,-1.0557438,-0.77624434,0.41884768,-0.18595423,-1.1544697,0.7046592,-0.65558434,-1.9787936,1.3501171,1.8355495,1.698612,1.6020014,1.0671101,-1.7269139
TYK-nu,1.0043019,0.55860835,3.6623085,0.43369243,0.2742073,0.8455687,-0.10428555,-1.9169698,-0.33566886,1.0769887,3.5483098,-0.44835147,1.1825793,-1.7253972,0.45448762,-0.25404578,-2.5562124,1.0295659,0.22005583,0.34750086,-2.031251,1.0248122,0.38145214,-0.6483074,-0.56345755,0.8949872,-2.0518627,0.76593065,-0.81927454,0.7806866,-0.5364567,-1.0957278,1.5046177,-2.1501098,-0.7980091,0.47731856,1.5956599,1.269834,0.15263638,-1.6615018,2.4981453,0.8639016,-1.3221483,3.7272627,-0.6954966,-0.26428512,2.435527,-1.2120873,-2.057101,-1.6652144,2.420211,1.8920454,3.5943696,1.6163816,0.77404153,-2.1660225,3.396445,-0.18391266,1.3863604,-0.5674305,2.1547036,-0.7540194,1.6601957,0.22859742,-1.14537,0.26589578,-0.36321673,1.7845784,-0.6369815,0.43578312
KNS-62,0.8859989,0.42603013,0.79003376,0.5754187,-0.17245466,1.1313497,3.1412344,-1.2127829,0.72890735,1.2507317,1.7501111,-0.39370677,0.3603543,-0.2941547,1.2771194,0.094221465,-0.6425631,0.41082293,-1.7783185,-0.5936202,-0.4439484,1.3082612,-0.1933293,-0.34965515,0.8753238,-1.5823246,-0.8472786,0.18297213,-2.8730924,0.18239592,0.6024502,2.519801,-0.67527175,-1.3170958,0.3127822,3.2177722,0.18226306,-1.9313084,0.10488206,0.084000535,0.8710972,0.16329922,-0.7321663,-0.7916277,-0.2968582,1.2299428,2.1657574,-1.6271396,0.6981225,-0.47463012,0.9093772,-1.2740868,-0.21938078,1.7943864,-0.72777677,0.36218923,-2.4335766,-1.0875845,-0.19918285,0.5936648,1.633972,1.0005172,0.8605028,0.52424973,1.369218,-2.2328336,-1.6340547,2.281686,0.7781653,2.9644723
RKO,0.441144,1.3000133,-2.2184083,0.27491945,2.549835,0.57187986,-0.72699237,2.416861,-1.6160885,-0.79906505,-0.7912052,-0.7469956,0.79626495,0.9173649,-0.4206477,2.074247,-0.9735262,-1.0060209,-0.4050744,-2.6449883,-0.8215078,0.42601812,1.9404669,-2.5976393,-0.11215652,-0.16216111,0.5411965,-3.338257,-1.3845077,-0.74458706,1.6403369,1.1053243,-2.0483537,0.9161699,1.0864173,-1.4014114,-0.50814825,1.531738,-1.5989277,2.0432293,-0.5617847,0.35626432,-1.2697766,0.92371416,1.7915766,-0.22791235,0.39419016,-1.4538374,0.6981697,-0.35546112,-1.0185789,-0.47952253,2.8984292,-0.49768567,1.517141,-0.8561057,-1.2915,-1.6383337,1.2412586,1.7738203,-0.36983484,2.2741814,0.78597885,-1.8217208,-2.4980185,1.4736992,1.7406962,1.3304266,-1.3127478,1.7946767
Fu97,0.49245203,0.297691,1.386761,0.05144606,0.86446023,0.83034253,0.59802836,3.0854812,0.6873641,0.15574044,1.9610362,-0.35394144,-0.1494185,1.3605021,0.35016882,0.8997421,0.4656702,1.611466,-1.480243,1.8796505,0.52814585,0.60464036,-0.20258959,1.2507151,-0.0728294,2.0791342,-0.04427059,0.030415678,1.4380798,-0.74651223,-0.6660029,-0.030874625,2.2180371,-0.6532515,-1.6188369,-0.47133657,0.08234421,-0.7605678,0.30370677,0.5738123,1.3040015,-3.1199377,1.3883704,-1.9237528,0.45184615,-1.4016123,-0.8638034,-1.4653862,-1.4015458,-0.65440273,0.1323772,-2.585167,0.091057576,-1.1622392,0.08416149,-0.7789208,2.8144882,-0.8776766,2.269451,0.12613484,2.3253903,-0.6859143,-1.9175698,-1.732223,0.18398012,1.3897504,0.7795976,2.6313634,-0.8634034,1.7599926
KMRC-3,0.7819236,-0.5571116,0.12569189,0.8087341,-0.6539232,1.7480655,-1.1295711,-0.081736594,0.051189322,-0.7155113,-1.1044812,0.105418,0.84657645,0.5800397,-2.2374127,-0.6136593,-0.4784825,-0.21802157,1.0381954,0.5028839,-1.5700631,2.3019812,-1.5708147,0.5899708,0.14629045,0.9759354,-0.55174136,1.2568538,0.39458144,-1.71304,-0.68523985,1.2109851,0.17258695,0.19846077,-0.28805578,-0.3246077,-0.98598635,0.10643628,1.1925812,0.90795344,1.5335964,1.8124883,1.6254972,-0.61802757,-0.6162905,2.134451,-1.1706395,0.9888467,-0.25444427,0.8149518,-2.1888127,-0.9327318,0.16752782,-0.15657027,-1.2879453,-0.16175851,-0.7455374,0.6341684,0.112142116,0.8548383,-0.58102804,1.5937154,0.41455817,-0.787247,1.2576778,1.051672,0.1211782,0.79621476,-1.2489215,-1.2249659
SNU-738,-0.33565313,-0.3275775,-0.8659637,1.4297807,-1.5999007,-0.61699027,1.3405932,1.7601128,3.041203,2.696297,-1.4928801,-2.4273312,2.0878081,2.0885336,-2.775993,-2.292323,-1.2338041,-1.603433,-1.0872697,-9.99216e-05,-0.4330248,0.6378261,1.2243279,-1.3971862,0.17119573,0.7717407,0.9417408,0.59743845,-2.1657462,0.8565785,0.68115944,0.28933758,0.97007334,-1.2362844,-1.214879,-1.9325131,-0.1441621,0.48109585,3.019076,0.02767189,2.8424518,1.7461939,-1.4844104,0.49452567,0.012773503,0.70331466,-2.5963237,0.49255535,-1.7926394,-0.7922334,-1.5305154,1.0711354,1.400371,-0.19295296,-1.2717307,-1.9368068,1.25434,-1.0969851,1.4429119,-0.50059927,0.67368793,1.3288475,-0.46534202,0.31562752,-0.9442987,-0.08091867,0.320372,1.9198252,-0.21060725,0.9120479
OVCAR-4,0.07219553,-1.4448105,0.906793,1.872818,-2.2690892,0.23146407,-1.9201959,0.68473727,-2.2184176,-1.1719221,0.58813876,2.5585968,-2.3562005,-1.9522796,1.949133,-1.1918489,-1.9551678,1.6502331,-0.041707527,-2.0461123,-0.5736391,0.29418257,0.14417955,1.4392192,-0.06741357,-1.1381255,0.37828583,0.018017422,1.5167527,1.1493516,-1.5730081,-3.562464,1.5435425,0.4251464,0.37663642,1.1600223,-1.2378776,-1.5260247,0.9140764,0.31161836,0.95478815,-0.3158991,-0.02558685,-1.8943487,0.42527413,0.9501883,1.0962099,-1.1270746,-0.23936449,0.76723033,-0.5919803,-2.633616,-1.6978551,-0.758298,-0.07097086,-1.1348201,-1.0052105,-1.1951846,-0.3139806,0.7873041,1.1956052,-0.11053495,-2.2284153,-0.37981036,-0.66970706,1.6521478,-1.2571464,1.2137787,2.224048,0.9342052
Hep 3B2.1-7,-0.16524996,-0.051137313,0.3115626,-1.7936825,0.4708754,1.1989237,-1.2419869,2.3525298,1.3694077,-0.13260956,-0.28736237,0.8417931,-0.20562485,0.24604586,-1.1956165,0.90263796,0.21219754,-1.2606921,-2.3974419,1.0481106,0.79875755,0.60498416,-1.4814634,0.94183314,0.9034987,-0.14005716,-1.0019846,0.76878923,1.6612226,-1.0933343,-0.6044439,0.34273517,0.98974705,2.291781,-0.9161039,-0.75908655,-2.2912867,-2.0198295,-0.89294434,0.48253632,1.5657996,0.25894347,0.04913475,-0.13302152,-0.55025125,-1.4597343,0.16251932,-0.98533535,-1.1112362,1.3528808,-0.74210006,-1.1573533,-0.48632023,-0.35372302,0.15550368,1.246495,1.2016244,1.371551,0.68952936,-0.4111983,2.3003654,-0.57604206,-0.045538638,-0.69933677,-1.7950997,0.6071016,-0.9275044,1.5427697,1.0234821,-0.13963231
KYSE-270,-0.6197526,0.7416677,-0.6265379,2.5041494,-0.86220264,0.42398146,5.250807,-1.4794725,1.9068077,-0.5209382,1.6859506,-2.6941326,0.68477297,0.91893804,-0.4858018,-0.06783108,1.1912806,-1.6595479,-1.7509625,1.2038331,0.9909761,-1.3358879,0.9242109,0.27769524,1.4102011,-1.1929157,0.22509836,-0.22293173,-0.9161129,-0.03058255,0.8689538,3.8584676,0.2808396,-0.5706198,1.465624,2.051579,0.22952783,-1.9164044,1.2052943,-1.7108988,1.3490808,1.4969537,0.9202825,-1.3895041,0.32590455,1.9477144,-1.6446786,-0.21741232,-1.3796139,0.20817825,1.043177,-0.15941443,-1.7787007,1.8555353,-1.0541945,0.44306114,-1.234296,-1.9419452,-0.021758988,0.34477785,0.39004055,1.5846744,0.19751082,1.127779,0.90297526,-1.3246504,2.0475233,1.0196291,0.84552455,1.8690909
SCC-9,0.9402795,-0.7165761,-1.3449653,2.7515259,-0.74967587,-0.39695936,-0.46170786,-0.60467476,0.6295434,-0.6792568,1.3227928,-1.2500638,0.23621726,3.0063772,0.40576658,-0.84125787,-0.18800744,-0.3135168,0.6472248,-1.2973994,-1.4031656,1.4854012,-0.7079006,-0.7977667,0.03615491,-0.43073842,-1.5814651,0.027866345,0.118333355,-1.1321822,0.5420534,0.536306,-1.0092924,-0.9381903,0.7756158,2.0267732,1.779672,0.13840249,-0.8085827,-0.035369344,0.90219414,-0.23444487,-0.39077574,-1.1542459,0.8026934,2.490422,0.6927743,1.3015147,0.73379487,0.68121195,0.60659057,-0.30995223,-0.18639334,-0.882682,-0.6269581,-1.2527733,-2.239658,-0.8311006,1.6055193,1.8073827,-1.686995,-0.14797261,1.9371296,0.65938383,-0.6900175,-0.55212885,-0.90968764,0.022298515,-0.581656,2.8736043
DBTRG-05MG,-1.015684,-0.32071474,-1.6428126,1.2768795,-0.41307533,1.7357303,1.9582514,0.7747313,-3.5596068,-1.1682764,0.32357803,-0.2982674,-1.6016551,-0.79717565,-0.24203438,0.011543214,0.110906355,0.6401958,-0.66809636,-0.21918155,0.7389119,-2.3188922,0.9343699,0.71185166,-2.604104,0.73206383,0.1402883,-0.37317342,0.4959887,1.531973,-1.9219216,-0.4251363,-0.9876658,0.392653,1.7939347,-2.4542787,-0.4996951,1.5820553,1.6523188,0.3858875,-1.321365,0.8557234,0.56328475,-0.9771533,-0.21257961,2.5254405,-0.73041594,-1.0311351,-0.6356403,0.39516672,-2.943557,-2.0410037,0.5189129,-2.146563,-2.216476,-0.67068183,-0.52191216,1.355353,-0.16671632,1.2651227,-0.7057717,-1.3681263,0.8127545,0.102279924,-1.1961106,0.8836125,0.2941033,0.3648399,0.85899025,-1.9073164
LN-382,2.8514001,1.1050686,0.24557072,-0.57266873,1.4259282,-0.64959407,1.0584984,-1.3791673,-1.0574305,-0.44268006,-0.053696826,-0.84209794,0.09823875,-0.35144305,-0.44208038,-0.035140686,1.5032309,-0.11332246,-1.1612495,2.1957085,0.19521673,0.07580084,0.27141958,-1.5706809,0.29137215,0.6149922,0.38653007,0.467086,-0.21325278,-0.8533935,-1.8358184,1.4846011,-0.7461094,-2.5192344,-0.007656023,1.4778464,-0.9986258,-2.0642588,0.34349456,-0.16826025,0.91471857,-1.158388,1.3580856,0.10127553,-0.36559272,2.2523692,-2.8690455,0.7157184,1.4209386,-0.21783456,-0.64581656,0.58468777,-1.5700964,1.7454062,0.4091358,-0.61136657,1.0543478,0.37239373,-1.8984021,-0.96260923,-3.3411818,-0.77487236,0.8148589,-0.22855239,1.1918852,-0.13576978,3.7885458,-0.44552484,-0.3041337,-1.524456
PK-59,-1.2662287,-0.31426066,2.0379484,1.9222338,-1.0309831,2.7841523,0.95429355,-1.5428632,1.3227844,0.47454518,-0.0837488,-3.0463946,-2.0742953,-0.23517309,-1.5925936,-0.8886797,0.11247758,-0.07359679,-0.9658375,-2.4117844,0.7457206,-0.13106161,-0.060695414,-0.20123175,-1.1278931,-0.14054675,0.35317153,2.9131289,0.27478942,-1.0965954,0.689308,0.097223826,-0.21534503,0.14965476,-0.5237429,-0.62731653,1.1330463,1.3008311,-1.3954169,-1.0669683,0.37972197,-0.58392817,0.15110056,-0.21587409,0.20999652,-2.0111387,-2.2717342,0.16664425,0.03735035,0.61158186,0.90515405,0.15883997,0.98850155,0.6247513,-1.2824687,0.24140732,-1.6513544,0.53670454,1.0367997,1.3496728,-1.2014623,1.8510147,0.33873618,-1.2911216,0.15008548,0.6272589,-1.3740466,-0.7318629,1.8523135,-0.028534953
HT-55,-0.09486769,-0.915867,-0.25078934,1.0611426,-0.70932066,3.8193104,-3.0794613,-1.684287,-2.090565,-0.86259115,-3.5968244,1.2847668,-2.0390427,1.2664515,1.1180007,2.3656385,-1.4888542,1.0876241,-0.26487458,-1.9796964,1.3868077,0.13415642,2.4145517,3.8016555,-3.0056393,-0.7168844,1.3787346,-1.0464301,4.9569964,-1.2651932,0.47006977,-3.095667,1.1907262,-0.28388333,1.9377358,-4.090368,0.78770834,5.3821373,-0.6645907,0.15292722,-3.502059,-3.029932,2.7337575,-0.31634182,2.9748173,0.07623482,1.7648712,-0.8278943,1.009819,1.7562221,-3.8899844,-2.5767846,-1.4101835,-2.3780954,-0.3298096,-1.5743618,0.33889416,-0.103939466,-2.0081775,0.7955561,-1.2755857,-1.3121485,0.9545831,-1.4893153,-1.6477125,0.52629864,0.6255518,-2.1943712,0.8662573,-0.17011005
KMBC-2,0.70052254,-2.437002,-0.67041683,-4.02212,-1.5806177,1.7082071,1.4950013,1.8422567,1.3930268,1.404285,-2.4349618,1.9537047,-0.2608729,-0.9417475,2.4865909,0.4916187,-0.5721264,0.96890646,-1.3615603,1.2448957,0.83497864,0.8397469,0.9357036,0.64313644,-2.3558433,-0.46066973,0.5286471,-0.46355572,-0.5345524,1.365622,0.9176449,-1.9337952,-1.3705728,-0.44028652,-0.47007057,-3.2372222,2.689439,-1.4879191,-0.593259,3.7399142,-0.31546187,-4.634201,-0.49535203,-0.14216524,1.2020158,-0.7068661,1.1652026,-0.28061634,2.4889362,0.63689816,-0.3123049,-2.5823572,-0.63135797,0.11139351,-2.6003208,-1.6082731,-1.5237207,-1.6652988,-0.64344376,-0.35374293,-0.058257487,0.052649625,-1.8298465,0.84329885,0.038864817,-1.8534666,-3.0982516,0.55967915,-0.5902185,-0.073418155
OVTOKO,1.1226016,-0.72244173,0.65403306,0.30126637,-0.72693634,-0.19763193,-1.045815,0.73928076,-1.7064803,-0.93625414,0.5215331,-0.21386406,1.3760885,1.5115738,-1.7431892,-0.82544607,-0.1722688,-0.44000328,1.2314212,-1.0907127,-0.5088349,0.55983394,1.5758814,0.06918183,2.4044163,-0.8737097,-1.4733572,0.04119151,0.9683508,0.18750161,0.38617992,2.510492,-0.2973566,0.30773395,-0.45919383,0.43237785,0.08418806,0.038238138,1.4629378,-0.7608382,1.7717156,0.92614734,0.6381621,-0.12995444,-1.3832955,1.1832095,-0.1249153,-0.0057321126,-0.2771745,0.47131902,0.9730273,-2.8105886,-0.00089439563,-0.5053691,-0.4587559,-1.240547,0.3412257,-0.9131726,-0.19825353,1.196414,0.862532,1.4267981,0.9103965,0.18004745,0.5698456,0.13432103,1.335361,1.4921045,0.07704215,0.7302798
OVK18,-2.5923474,2.6369033,0.9781685,-1.5605829,-0.8877767,0.48720217,1.6830176,-0.54859275,0.9854125,0.07928085,1.7586882,0.093016036,-1.9608327,-1.769615,0.034354784,0.2576822,-0.8320247,-0.17386967,-0.7590674,1.7569358,2.1921413,-2.0705743,-2.478879,2.4742856,-0.8784431,1.1518673,0.72480935,0.44378272,-0.024417132,0.027405243,0.87625664,-0.15331914,2.412264,0.5541364,-2.7743075,-4.0169506,1.1383404,-1.1129473,1.2091181,-0.5298327,0.87869984,-0.3870929,3.5181737,-2.3585384,0.57730514,-2.8299148,-1.0066365,-1.1245394,-1.0098426,-0.67311877,2.763174,0.76830757,0.3609081,1.0868344,-2.4412436,0.20286229,1.3285642,-2.6366627,-0.026939943,-2.3817942,-1.3503118,0.73509383,-4.113688,0.051824063,2.5198135,0.1067363,0.49105522,0.34316325,0.48838207,-3.487553
BEN,0.65722317,2.4081085,-0.88737845,1.0080339,2.4215133,0.090520054,1.336394,1.0540328,1.0032115,-0.79722935,-1.7769754,-0.07363023,2.1014943,-1.6017655,-0.8489501,2.668248,1.3496121,-0.3771203,0.1151196,1.4881375,2.6717784,2.681368,-0.43838966,-2.69325,1.764618,0.62569773,4.213955,1.2396678,-0.22751105,-2.3211203,1.1882026,0.6693787,1.0029514,1.6419843,0.5138268,-0.73269564,-1.9948413,-1.0972909,1.1625794,1.4456469,-0.19884992,-0.64137125,-1.5296371,-0.2954401,1.0325763,-0.32762736,-1.1408815,-2.7240758,1.6569742,0.590614,-2.1376543,-2.0086672,-1.0560519,1.962888,-0.07890238,2.2166548,0.22351322,2.3347647,0.12218505,0.10260786,-1.5987124,2.0635033,0.79179597,-0.77017236,0.5503613,1.8210211,1.6096939,3.6276379,-0.8403304,0.52034116
YD-15,-0.6333033,-1.3773088,-0.96195734,0.4952566,-0.38517538,0.01751687,0.5365992,-0.76319164,1.9780458,0.14375435,0.5008268,-0.49426547,1.7057378,2.8133707,0.6803298,-0.9663017,0.041828178,-2.614003,0.56297755,-1.0944703,0.13886927,-0.47257677,0.81954634,-0.64008355,0.55429447,-1.0301551,-2.459843,-0.7247843,-0.3774742,-0.52264535,1.1110017,1.6364237,-1.2637484,0.32104754,1.0526112,0.5559602,1.7429346,1.1457442,-0.7797322,0.07188549,-0.48573762,0.3219552,1.7342706,0.31988192,-0.9387721,0.97053087,1.5681047,1.0117799,-0.9740013,-1.1377778,1.3120672,0.63512766,0.77687365,-1.6531447,-0.737001,-0.6028054,-2.4081824,-1.4585214,0.85860777,1.8141519,0.5490614,0.63210696,1.2915081,1.1436692,0.34535068,-0.08451036,-0.25487867,-0.040868655,-0.032639902,0.66519946
Jurkat E6.1,1.0895942,1.0392214,0.097988814,-1.2217079,-0.2729988,-0.54281014,0.63198197,-1.6986872,1.2962347,-0.24796154,-0.10126072,-0.37823153,-0.20782763,-1.272509,1.4532858,0.27279204,1.595307,-0.084686935,-0.23461461,0.66832244,1.1507963,-0.28175846,-1.2663764,1.3266255,1.9066626,0.93700016,-0.41898817,-1.7823474,-0.09116527,1.2165985,0.9826411,1.3495257,-0.79625034,0.7576538,0.062037468,0.70230323,0.3133823,0.45422655,-1.2732757,-1.3534281,-0.09026836,2.3610206,-0.7150867,-0.8825866,0.98029244,-2.1016634,-0.98201984,2.9049876,1.0138278,0.67341965,-1.5646428,1.3091341,-1.437153,1.9144435,0.5726312,1.127851,-1.0515984,0.031118892,0.16865501,-0.30700272,-0.621861,-1.3347473,0.08820553,0.84823954,-1.0089817,0.85231537,-0.5054471,-1.126534,-0.87811375,-0.18909532
