feature,na_percent,variance,selected_cleanup,laplacian_score,selected_laplacian
AAK1,,,,0.008175411657302942,True
AATK,,,,0.029305421031864724,False
ABCA3,,,,0.00414237672475786,True
ABCC3,,,,0.020039831498153148,True
ABCC4,,,,0.02065313091603507,True
ABI1,,,,0.021420843924859,True
ABL1,,,,0.016404630099247395,True
ABL2,,,,0.02408019056418697,True
ACACA,,,,0.01680677122394736,True
ACACB,,,,0.011288842763214077,True
ACSL6,,,,0.04959726041273094,False
ACVR2A,,,,0.020942738519562885,True
ADAM12,,,,0.02116332791558315,True
ADAM17,,,,0.027286522056405665,False
ADAM18,,,,0.027304656728344402,False
ADAM22,,,,0.035977874515714874,False
ADAM28,,,,0.012939783150625722,True
ADAM29,,,,0.03015164612574889,False
ADAM32,,,,0.03069680396405606,False
ADAMTS18,,,,0.008954223054955166,True
ADAMTS19,,,,0.011673878839497838,True
ADAMTS2,,,,0.01777725510169211,True
ADAMTS20,,,,0.016733423187232536,True
ADAMTSL3,,,,0.009036999515925731,True
ADARB2,,,,0.05183997369448426,False
ADCK1,,,,0.031468620448030955,False
AFF1,,,,0.032273719162941694,False
AFF3,,,,0.008968349524380836,True
AFF4,,,,0.022936239989238758,True
AGAP2,,,,0.017752456380903503,True
AIFM3,,,,0.053685895600650624,False
AIM1,,,,0.027227174044400036,False
AKAP12,,,,-0.0035965364323321874,True
AKAP4,,,,0.040594243347688304,False
AKAP6,,,,0.007655598515930853,True
AKAP9,,,,0.012969019998308814,True
AKT2,1.0,,False,,
ALK,0.0,0.0042312608436076305,False,0.026268387475626778,False
ALPK1,,,,0.026262608622469135,False
ALPK2,,,,0.011610777963387406,True
ALPK3,,,,0.03396309484645701,False
ALS2,,,,0.030480688354944392,False
AMHR2,,,,0.0031021559477512456,True
ANAPC5,,,,0.027765321935968496,False
ANKK1,,,,0.030956783042171938,False
APAF1,,,,0.048126286185559954,False
APC,0.0,0.04584266601488154,True,0.005657248421754603,True
AR,,,,0.021933181572051767,True
ARAF,,,,0.03409369919524561,False
ARFGEF1,,,,0.016382350051930457,True
ARHGAP29,,,,0.04116201998902789,False
ARHGEF10,,,,0.016899734102846363,True
ARHGEF12,,,,0.03000902408668833,False
ARHGEF7,,,,0.029795640206340613,False
ARID1A,,,,0.012092927347398008,True
ARNT,,,,0.029161376347848895,False
ASPH,,,,0.022625828616390294,True
ASTN1,,,,0.025637740072240463,True
ATM,,,,0.0028781484037104553,True
ATP10A,,,,0.01653789028634586,True
ATP11A,,,,0.015012159870245097,True
ATP13A5,,,,0.018709873109222595,True
ATP8B1,,,,0.024619782527519136,True
ATR,,,,0.008704211092100254,True
ATRX,,,,0.012585300770707283,True
AXIN1,,,,0.05307752624703582,False
AXIN2,,,,0.022760251918388603,True
AXL,,,,0.030515766893237865,False
BAI1,,,,0.02954617291909832,False
BAI3,,,,0.010413394928564345,True
BAP1,,,,0.024998119576786035,True
BAT3,,,,0.02626620526254026,False
BAX,,,,0.03430567249989886,False
BCL11A,,,,0.01395344646271095,True
BCL11B,,,,0.029690175985546234,False
BCL6,,,,0.020367979986980828,True
BCL9,,,,0.018023863324822104,True
BCR,,,,0.020789970148017353,True
BIRC2,,,,0.011736950792456586,True
BIRC6,,,,0.02117259145842595,True
BLM,,,,0.005438803049650841,True
BLNK,,,,0.04308333482916407,False
BMP2K,,,,0.029435010992705773,False
BMP4,,,,0.059273148014338285,False
BMPR1A,,,,0.032487559254124596,False
BMPR2,,,,0.01662952075382206,True
BRAF,0.0,0.0801174815984229,True,0.008424634331509964,True
